city,material,available_quantity,processing_capacity,imports,exports,future_availability
Salem,battery,415.9,340.03,193.73,28.21,544.51
Erode,battery,1181.79,117.91,142.82,41.67,1278.28
Salem,plastic,63.53,629.1,105.27,131.64,15.12
Chennai,plastic,833.75,712.1,137.13,141.64,721.42
Coimbatore,paper,569.04,445.77,92.14,146.99,483.63
Erode,plastic,1110.57,532.21,128.51,125.38,1070.35
Coimbatore,metal,480.94,932.98,167.5,20.8,540.69
Tiruppur,textile,238.64,959.97,136.88,13.6,398.01
Salem,metal,994.05,804.26,113.39,27.38,1094.91
Chennai,battery,473.18,169.87,145.56,5.52,566.66
Coimbatore,plastic,1099.61,273.52,83.98,141.35,1124.14
Coimbatore,paper,142.39,811.15,90.32,121.07,89.66
Coimbatore,paper,328.66,472.66,54.22,76.25,236.83
Erode,metal,868.87,621.97,26.91,105.63,811.18
Coimbatore,paper,453.04,872.93,34.04,87.02,375.57
Tiruppur,metal,1003.95,977.56,175.96,37.94,1141.79
Salem,plastic,842.61,196.2,166.01,68.15,929.07
Chennai,textile,954.11,439.25,29.07,96.9,865.1
Salem,textile,469.78,914.03,105.61,72.39,553.45
Chennai,battery,617.53,260.56,107.48,123.03,632.67
Coimbatore,plastic,448.4,117.32,166.79,25.69,618.94
Erode,paper,704.47,321.39,104.46,122.35,715.74
Coimbatore,metal,433.0,459.97,90.43,95.8,425.72
Tiruppur,paper,749.99,459.46,132.55,62.33,832.54
Chennai,metal,253.27,878.49,116.95,142.8,285.2
Tiruppur,paper,389.55,274.19,115.23,60.5,463.16
Chennai,battery,741.18,394.64,158.38,126.87,727.36
Salem,battery,1014.46,193.22,169.17,27.15,1166.78
Chennai,textile,1094.07,426.87,64.56,77.61,1050.7
Chennai,paper,446.09,724.37,154.32,128.68,437.89
Tiruppur,plastic,51.18,640.16,63.97,132.68,51.61
Coimbatore,metal,578.03,326.61,80.36,7.93,682.69
Erode,plastic,69.33,568.19,142.25,141.61,222.88
Tiruppur,battery,652.64,614.89,172.07,121.86,721.04
Chennai,metal,388.85,145.02,102.58,56.54,403.63
Chennai,plastic,848.87,792.54,56.51,12.17,900.93
Coimbatore,metal,333.45,108.11,54.74,24.97,389.64
Chennai,metal,657.92,631.1,66.63,10.08,675.57
Salem,plastic,546.49,507.7,107.45,108.39,596.65
Tiruppur,metal,242.2,728.63,158.25,52.87,375.2
Salem,textile,861.83,580.77,138.99,131.67,784.24
Chennai,textile,524.68,787.82,120.69,15.3,667.48
Coimbatore,paper,397.74,816.14,73.8,5.46,501.99
Coimbatore,plastic,730.94,837.57,166.81,14.63,859.59
Coimbatore,battery,807.6,660.82,103.97,35.63,834.95
Salem,battery,712.08,625.05,152.5,78.93,778.44
Erode,plastic,860.88,865.27,92.47,139.64,802.76
Coimbatore,metal,1022.23,367.12,77.31,136.36,947.96
Tiruppur,metal,686.91,576.8,71.13,15.88,796.82
Chennai,paper,1059.51,533.69,116.99,91.08,1082.18
Erode,battery,434.93,265.49,139.23,13.22,662.52
Erode,metal,289.64,695.17,183.14,63.54,435.75
Erode,battery,211.07,413.45,84.01,79.14,163.86
Salem,paper,1097.92,939.82,104.54,5.94,1204.47
Salem,metal,398.88,742.91,20.56,75.87,301.08
Erode,textile,834.87,862.81,141.79,140.15,879.3
Chennai,plastic,532.47,536.55,58.7,81.64,544.67
Coimbatore,plastic,590.83,512.93,196.89,61.9,662.25
Tiruppur,paper,489.72,941.1,92.1,83.13,450.44
Coimbatore,textile,699.54,523.45,19.11,132.9,681.12
Tiruppur,metal,332.08,734.13,28.85,136.79,164.52
Chennai,textile,134.58,300.47,152.23,68.38,244.17
Tiruppur,plastic,1147.5,322.62,149.01,68.72,1306.1
Coimbatore,plastic,1023.73,377.71,198.46,10.6,1196.65
Erode,textile,132.17,129.21,151.47,24.34,239.14
Salem,metal,75.72,144.83,60.1,14.43,169.86
Coimbatore,battery,811.51,204.56,115.45,46.65,861.23
Coimbatore,metal,1082.57,318.32,77.1,142.78,932.92
Coimbatore,metal,315.75,558.1,178.69,105.59,437.94
Coimbatore,textile,478.34,510.16,43.64,96.93,469.53
Salem,battery,968.32,870.91,101.6,118.57,934.2
Salem,battery,615.89,454.55,126.15,11.45,719.96
Chennai,paper,1006.67,257.23,107.94,42.92,1078.07
Coimbatore,metal,691.43,686.2,39.27,98.75,657.66
Erode,textile,866.38,143.08,87.49,107.23,814.09
Erode,plastic,964.58,667.7,121.64,56.26,1142.7
Tiruppur,textile,548.75,282.05,50.65,5.84,573.23
Erode,paper,963.29,282.22,192.22,77.85,1088.36
Tiruppur,metal,777.48,309.04,180.52,130.1,849.48
Erode,plastic,439.78,837.4,34.83,30.14,399.56
Salem,textile,161.49,416.1,169.08,14.69,237.79
Coimbatore,metal,123.5,249.4,67.18,83.21,75.9
Tiruppur,battery,344.57,329.15,190.28,97.14,486.56
Erode,textile,281.95,486.77,103.87,13.01,375.55
Salem,plastic,1113.46,866.65,109.61,38.2,1271.55
Erode,battery,1155.92,594.06,161.36,11.35,1216.58
Salem,metal,511.94,819.17,109.31,84.76,595.27
Salem,metal,826.3,981.19,145.27,76.52,815.47
Erode,plastic,928.03,559.71,115.79,64.63,960.23
Tiruppur,paper,174.37,555.85,26.3,145.58,10.0
Coimbatore,metal,765.49,626.7,63.37,136.98,711.27
Erode,battery,567.18,589.39,29.04,140.16,424.58
Salem,paper,640.7,725.09,20.54,46.26,605.56
Coimbatore,textile,141.88,869.94,27.46,126.0,100.62
Tiruppur,plastic,126.09,294.34,34.29,50.3,39.03
Tiruppur,metal,958.35,690.62,125.66,64.71,906.4
Erode,textile,314.5,105.15,133.75,34.36,379.3
Coimbatore,battery,138.24,195.75,104.08,93.34,191.78
Coimbatore,paper,603.17,473.0,30.28,138.87,450.14
Tiruppur,battery,1053.89,877.26,80.59,35.29,1083.15
Coimbatore,textile,730.14,872.48,101.34,5.43,892.0
Erode,plastic,407.7,388.01,74.5,103.62,401.5
Tiruppur,paper,142.97,887.44,173.16,63.52,224.9
Coimbatore,metal,690.63,867.66,69.86,80.93,580.42
Coimbatore,metal,713.45,691.74,46.98,61.65,688.84
Chennai,battery,232.57,930.41,10.51,134.6,92.89
Coimbatore,paper,846.51,632.97,176.95,56.75,999.4
Salem,battery,707.07,328.36,162.26,15.18,812.6
Tiruppur,plastic,1011.05,779.57,153.06,80.09,1108.17
Chennai,battery,1105.15,591.87,106.13,37.24,1123.33
Chennai,battery,1192.68,182.89,55.73,132.19,1122.54
Tiruppur,metal,1039.75,569.64,46.76,134.34,958.6
Tiruppur,paper,862.14,130.57,170.07,72.56,942.2
Tiruppur,battery,612.68,271.85,12.98,65.61,594.94
Salem,paper,129.34,971.59,178.56,42.59,203.08
Erode,plastic,473.63,741.73,17.65,61.03,377.7
Coimbatore,textile,203.39,689.16,162.43,148.29,202.76
Coimbatore,paper,535.64,327.3,80.73,20.68,557.49
Erode,textile,798.87,299.27,25.55,48.62,734.2
Coimbatore,battery,684.84,421.64,193.54,144.71,796.76
Coimbatore,paper,679.98,768.97,51.22,13.87,705.3
Chennai,textile,558.13,555.73,82.37,68.8,641.69
Chennai,paper,934.29,719.76,150.92,111.5,965.98
Chennai,battery,1151.68,629.67,12.1,13.66,1144.13
Chennai,textile,957.73,579.1,65.54,100.09,904.66
Chennai,metal,1039.84,957.77,90.45,30.0,1083.3
Erode,textile,182.05,960.9,79.97,98.71,218.75
Chennai,textile,1072.22,677.44,132.28,135.82,951.28
Coimbatore,battery,422.57,710.99,117.01,28.52,522.01
Coimbatore,metal,1084.98,719.36,197.34,116.22,1149.71
Salem,battery,1041.77,868.84,14.24,93.38,1053.75
Salem,metal,325.53,659.25,43.91,114.75,260.8
Salem,battery,926.08,396.19,111.45,13.94,990.68
Erode,battery,608.69,177.38,170.23,109.11,676.31
Coimbatore,metal,687.69,640.2,195.62,98.11,800.09
Chennai,plastic,778.89,612.16,82.69,52.25,818.94
Coimbatore,plastic,906.08,850.94,76.81,14.12,897.66
Tiruppur,paper,354.96,851.72,72.15,75.77,419.26
Coimbatore,textile,1102.79,798.98,53.38,8.6,1077.16
Erode,paper,866.95,695.02,18.35,126.31,740.05
Erode,metal,543.83,497.16,22.47,63.21,432.87
Coimbatore,paper,525.52,481.23,143.5,141.7,508.16
Coimbatore,battery,751.15,199.53,129.27,32.08,773.77
Erode,battery,675.37,703.86,13.67,77.79,531.96
Salem,battery,312.4,385.64,192.92,55.47,494.55
Tiruppur,battery,875.55,907.33,181.33,52.63,1041.46
Erode,battery,994.23,591.27,74.25,41.38,1015.52
Salem,paper,825.33,284.02,187.21,43.35,925.24
Chennai,textile,551.72,139.79,56.48,116.0,499.4
Coimbatore,metal,332.11,969.21,11.56,132.56,177.91
Chennai,textile,415.63,598.45,148.83,11.14,465.56
Tiruppur,plastic,201.61,697.91,50.67,67.76,194.5
Coimbatore,battery,76.57,146.02,191.31,25.63,180.02
Erode,textile,584.6,956.42,189.52,118.04,611.59
Erode,battery,1139.15,642.62,120.02,38.63,1321.39
Erode,plastic,1136.97,382.36,94.09,21.62,1200.48
Erode,paper,889.24,248.2,117.51,50.34,964.73
Chennai,metal,1038.06,463.17,85.72,29.63,1137.03
Salem,battery,1144.34,951.68,37.53,30.71,1137.67
Erode,plastic,263.06,967.9,86.78,99.78,243.1
Coimbatore,metal,70.09,273.14,152.97,140.88,79.47
Tiruppur,plastic,451.91,929.55,187.26,40.07,585.28
Salem,paper,567.64,769.87,98.72,38.03,689.94
Salem,metal,539.25,779.95,124.96,104.85,552.4
Salem,plastic,990.16,990.9,87.31,6.59,989.28
Salem,metal,800.41,650.87,159.69,41.81,952.73
Salem,textile,677.31,232.55,95.99,132.77,688.83
Chennai,paper,1024.71,666.56,102.85,134.04,972.04
Coimbatore,paper,164.41,840.49,138.34,17.74,321.53
Chennai,plastic,482.06,782.07,110.75,107.09,542.93
Tiruppur,textile,824.77,106.98,100.31,32.96,897.31
Salem,plastic,1176.33,517.96,165.32,78.63,1297.86
Salem,textile,163.7,205.4,66.88,144.17,86.08
Tiruppur,battery,1080.43,473.16,13.36,129.96,982.84
Tiruppur,textile,545.38,683.3,79.22,38.43,535.37
Salem,metal,695.1,228.34,115.78,51.29,691.35
Tiruppur,textile,203.41,717.74,50.35,129.35,91.16
Coimbatore,paper,297.8,998.7,92.28,106.93,301.74
Salem,textile,1003.23,643.08,83.93,85.86,947.65
Chennai,paper,513.14,409.09,86.17,115.36,515.92
Tiruppur,metal,968.7,222.96,76.05,144.95,898.54
Chennai,plastic,178.38,512.74,142.43,149.64,178.49
Coimbatore,plastic,611.71,552.51,128.03,5.51,642.71
Coimbatore,battery,506.47,256.7,81.85,121.57,538.69
Coimbatore,metal,705.94,780.83,31.01,126.56,577.04
Tiruppur,plastic,1167.11,175.31,181.23,23.28,1372.86
Salem,paper,632.33,634.69,144.55,125.75,636.57
Salem,metal,134.02,516.03,67.3,93.86,116.24
Tiruppur,textile,583.41,784.95,109.67,37.3,704.12
Erode,paper,190.63,863.73,88.67,41.79,228.83
Salem,battery,352.91,103.54,104.14,19.53,484.78
Erode,metal,648.61,751.79,79.6,10.33,722.32
Chennai,paper,626.87,120.96,77.54,112.28,619.84
Coimbatore,paper,435.38,876.75,109.85,81.61,460.36
Tiruppur,textile,1053.72,817.29,107.85,23.96,1146.01
Erode,plastic,1142.45,825.07,81.73,119.36,1058.62
Chennai,textile,1014.17,869.96,167.9,120.85,1040.61
Chennai,metal,854.49,364.02,165.63,15.16,1025.62
Erode,metal,924.64,537.01,75.15,65.66,993.17
Coimbatore,metal,139.23,230.58,142.84,8.26,293.48
Salem,textile,1011.38,210.44,166.27,78.17,1135.53
Chennai,metal,165.19,417.19,86.56,7.4,221.96
Erode,metal,926.42,486.39,20.33,29.44,967.39
Chennai,textile,985.9,442.63,112.31,134.31,960.8
Salem,paper,1143.78,169.33,15.41,133.2,1018.72
Chennai,plastic,1191.09,457.11,89.05,29.99,1259.06
Tiruppur,textile,238.88,313.12,105.48,44.32,256.57
Erode,battery,583.45,152.92,148.56,52.68,621.1
Erode,paper,1044.48,896.61,18.54,29.37,1074.19
Chennai,paper,256.65,973.17,114.81,72.88,300.24
Coimbatore,textile,1141.92,997.06,81.3,91.86,1145.41
Salem,battery,185.08,720.61,87.68,34.89,205.15
Coimbatore,textile,340.65,380.27,33.01,130.38,235.78
Chennai,paper,707.97,612.49,87.99,32.92,737.69
Chennai,metal,621.18,466.62,142.79,136.1,644.53
Chennai,paper,365.62,891.04,168.34,139.72,463.7
Tiruppur,plastic,407.08,994.99,17.28,28.53,385.14
Coimbatore,plastic,663.34,872.2,149.98,36.26,785.95
Coimbatore,metal,635.63,724.85,31.24,86.97,466.43
Chennai,plastic,779.16,331.29,19.92,6.48,779.87
Chennai,metal,274.56,138.23,40.42,60.7,235.27
Erode,plastic,1171.59,733.96,145.32,18.73,1339.31
Salem,plastic,990.94,105.09,198.48,31.52,1197.79
Chennai,plastic,1052.83,302.54,100.59,24.22,1075.94
Erode,paper,714.64,574.66,40.47,108.74,629.07
Chennai,paper,1161.99,370.17,153.72,67.94,1306.53
Erode,plastic,304.83,780.96,68.82,138.71,245.79
Chennai,paper,1095.94,269.64,163.13,23.94,1199.32
Coimbatore,metal,581.08,999.18,169.43,112.26,602.28
Erode,plastic,1020.2,335.01,28.56,94.31,868.64
Tiruppur,battery,1088.45,832.66,69.71,146.16,935.8
Erode,metal,1087.7,811.22,87.39,86.83,1058.09
Tiruppur,textile,1002.12,736.71,101.1,89.77,1052.39
Chennai,paper,953.46,753.94,143.28,108.87,921.22
Coimbatore,paper,999.45,943.1,162.59,66.87,977.58
Tiruppur,metal,1034.74,541.55,51.17,29.61,1043.1
Salem,plastic,694.44,458.16,138.19,13.07,799.52
Tiruppur,plastic,437.51,366.23,22.74,134.88,292.82
Chennai,metal,655.76,186.36,86.38,143.81,614.83
Chennai,paper,890.07,304.76,29.36,65.14,874.15
Erode,metal,199.88,203.32,19.12,87.23,163.69
Coimbatore,textile,839.19,386.3,43.59,19.85,847.28
Coimbatore,battery,904.89,834.02,140.35,68.8,1051.39
Chennai,textile,961.06,474.46,27.75,75.23,938.72
Salem,paper,1000.2,400.67,61.76,84.63,959.12
Erode,metal,836.47,117.76,32.34,127.43,720.94
Coimbatore,paper,860.72,424.12,18.64,27.88,892.73
Chennai,plastic,275.65,593.31,96.07,132.27,227.38
Coimbatore,plastic,159.23,388.69,83.56,95.28,127.6
Chennai,plastic,1039.7,502.79,184.23,72.84,1119.91
Salem,battery,173.23,452.55,121.96,44.97,230.64
Erode,plastic,940.93,952.11,29.08,27.56,925.28
Tiruppur,paper,802.45,172.03,56.04,117.18,774.62
Chennai,plastic,196.45,913.94,109.91,119.78,162.62
Tiruppur,plastic,767.93,165.41,168.98,30.31,934.56
Coimbatore,textile,1170.38,495.54,21.48,113.62,1003.04
Chennai,metal,627.76,404.81,153.83,83.86,791.78
Chennai,battery,324.0,865.98,115.87,34.99,337.74
Chennai,battery,77.75,649.37,148.83,149.04,135.82
Chennai,plastic,316.62,197.37,131.77,80.86,380.53
Chennai,paper,552.64,211.49,117.24,143.08,549.7
Erode,battery,715.51,682.13,186.81,67.11,817.04
Coimbatore,textile,527.34,234.19,191.99,63.63,693.01
Salem,paper,267.76,593.08,14.55,115.81,249.65
Coimbatore,metal,978.69,148.48,23.24,68.88,986.62
Erode,textile,363.98,320.06,36.04,128.12,218.41
Tiruppur,battery,1053.99,768.46,135.29,64.0,1145.16
Salem,metal,1176.37,817.52,67.34,127.9,1079.89
Erode,metal,263.85,199.95,147.32,43.79,413.22
Tiruppur,metal,138.11,525.73,162.39,119.4,148.87
Erode,plastic,1170.03,394.79,185.4,44.06,1366.87
Erode,battery,820.8,517.16,126.54,44.52,876.97
Chennai,battery,314.22,132.04,162.86,94.25,367.73
Tiruppur,textile,725.46,506.96,157.16,35.32,793.4
Tiruppur,plastic,897.23,721.19,90.43,138.88,841.44
Chennai,plastic,422.63,567.49,158.7,126.59,375.26
Chennai,paper,973.56,650.84,81.61,5.2,1118.61
Salem,plastic,368.23,193.91,24.28,55.4,386.67
Chennai,textile,538.34,452.76,107.54,122.39,540.35
Salem,textile,1073.86,594.99,88.55,15.54,1191.84
Tiruppur,paper,117.85,915.5,45.9,42.2,169.02
Tiruppur,textile,407.87,504.71,163.08,28.43,588.21
Tiruppur,textile,200.02,786.42,22.99,6.83,163.45
Erode,plastic,718.54,416.64,54.19,94.45,689.94
Chennai,plastic,615.47,214.97,10.94,103.29,523.34
Tiruppur,plastic,586.72,190.26,73.86,59.99,504.59
Tiruppur,plastic,361.96,653.44,195.67,21.14,437.6
Tiruppur,textile,87.84,644.63,127.64,81.79,96.55
Erode,plastic,170.18,288.48,194.31,101.84,280.29
Tiruppur,plastic,942.56,581.57,161.52,91.39,1040.0
Salem,plastic,1178.99,469.94,155.04,19.47,1231.68
Salem,textile,477.13,135.45,79.02,93.54,417.49
Tiruppur,plastic,822.39,450.25,102.68,148.53,831.42
Salem,paper,530.53,362.64,155.37,115.78,549.13
Chennai,plastic,541.57,469.3,197.79,73.12,655.83
Chennai,metal,857.25,546.51,91.87,143.38,776.69
Chennai,paper,365.09,554.61,192.15,30.0,481.86
Erode,metal,756.65,711.71,76.73,50.51,735.76
Chennai,textile,579.49,916.28,179.86,145.08,644.77
Erode,metal,59.43,677.31,22.97,44.53,114.82
Erode,textile,754.92,987.07,177.66,143.7,818.91
Chennai,paper,1005.46,467.93,141.63,34.0,1110.8
Chennai,plastic,811.21,520.3,164.29,27.61,955.09
Salem,textile,123.87,274.65,134.67,128.96,92.94
Salem,metal,982.83,796.27,37.61,72.26,895.75
Chennai,plastic,339.81,393.83,24.79,77.12,302.32
Tiruppur,textile,929.75,959.01,171.4,142.96,941.43
Salem,plastic,240.12,941.86,175.02,130.34,327.83
Coimbatore,metal,155.27,333.78,114.78,70.5,266.13
Salem,plastic,997.58,890.92,139.56,83.45,1026.89
Erode,paper,740.14,240.64,111.75,38.41,830.63
Erode,plastic,657.27,470.1,61.07,149.81,556.45
Salem,metal,255.34,101.18,172.1,108.68,334.81
Coimbatore,textile,678.48,730.87,187.78,101.52,786.59
Coimbatore,textile,689.88,565.85,173.17,99.51,690.8
Coimbatore,textile,1069.51,606.05,57.9,143.46,890.7
Coimbatore,textile,1007.78,652.97,183.52,38.64,1143.44
Tiruppur,metal,713.17,843.64,18.08,65.86,730.47
Salem,textile,959.88,603.78,78.08,17.45,1011.81
Coimbatore,battery,1165.57,933.94,161.51,98.3,1213.18
Coimbatore,plastic,207.2,596.2,125.03,107.3,289.59
Chennai,textile,386.18,397.28,139.49,55.67,445.38
Coimbatore,metal,302.71,158.29,150.38,35.67,361.11
Coimbatore,battery,1016.01,623.6,71.45,79.85,982.09
Salem,metal,394.0,663.96,166.05,79.21,493.39
Chennai,battery,407.66,375.45,136.84,107.28,363.21
Chennai,metal,419.56,990.61,39.96,79.87,370.22
Chennai,textile,132.11,885.17,130.33,134.14,107.42
Chennai,textile,363.46,923.95,167.41,147.18,290.52
Erode,plastic,270.67,687.94,20.2,50.44,251.95
Erode,textile,343.52,180.32,24.95,66.79,251.31
Salem,metal,166.02,645.01,139.18,98.23,205.05
Tiruppur,textile,382.82,696.19,126.49,82.0,478.56
Chennai,textile,783.0,893.19,121.34,117.9,822.67
Chennai,battery,493.59,801.19,147.71,13.63,576.58
Tiruppur,battery,983.12,198.75,33.13,91.2,913.09
Chennai,battery,160.13,244.31,26.24,60.29,122.09
Salem,battery,132.67,671.1,140.03,82.4,138.36
Chennai,metal,499.51,180.74,128.86,76.81,584.13
Salem,plastic,368.98,528.3,99.44,61.32,398.19
Tiruppur,plastic,1079.85,879.61,179.18,44.15,1273.41
Tiruppur,paper,1095.76,684.32,25.52,24.63,1114.29
Salem,metal,699.89,750.67,89.73,19.0,724.06
Tiruppur,plastic,739.19,170.96,64.51,51.69,675.75
Chennai,paper,239.59,256.55,170.11,46.23,385.09
Erode,plastic,703.01,979.33,61.84,27.96,711.26
Erode,metal,503.8,261.86,64.17,70.98,508.36
Coimbatore,battery,1021.68,931.8,106.0,40.86,1157.09
Erode,battery,562.73,411.92,168.83,114.97,584.9
Coimbatore,plastic,301.19,642.65,116.13,60.1,374.63
Chennai,textile,242.1,300.51,34.33,68.85,247.16
Erode,plastic,1109.61,675.66,42.86,104.0,1133.37
Salem,metal,642.19,832.59,147.21,94.19,627.69
Erode,paper,498.7,355.72,149.26,20.76,653.99
Chennai,metal,597.78,144.98,125.88,63.97,632.32
Coimbatore,textile,190.4,201.43,23.74,112.85,89.63
Tiruppur,textile,147.38,913.37,182.35,106.24,229.08
Chennai,textile,983.17,845.68,118.24,49.38,1021.84
Coimbatore,plastic,347.44,521.25,54.28,90.35,262.05
Chennai,textile,910.3,699.78,120.72,75.75,939.72
Salem,plastic,177.31,830.67,167.59,121.28,214.05
Erode,textile,962.31,703.88,137.27,101.77,896.05
Salem,battery,393.44,588.61,92.34,45.11,451.13
Chennai,paper,347.56,378.36,40.7,124.33,344.01
Chennai,textile,532.3,260.45,185.64,115.54,663.74
Erode,metal,188.79,665.02,10.02,7.66,261.6
Chennai,battery,844.73,568.99,195.62,28.56,971.14
Erode,plastic,273.64,774.99,62.35,60.35,214.98
Tiruppur,plastic,850.7,147.54,165.25,124.62,861.65
Erode,battery,603.51,637.0,64.6,90.91,564.61
Erode,battery,166.32,813.03,192.67,66.91,286.36
Chennai,metal,218.88,595.93,37.48,93.63,124.24
Salem,textile,139.76,662.82,90.55,85.71,132.28
Salem,battery,841.33,963.75,97.1,80.83,876.13
Salem,battery,567.19,350.64,189.2,133.19,610.9
Coimbatore,paper,644.15,302.55,88.05,132.14,507.35
Chennai,battery,801.74,865.93,187.01,146.02,858.1
Coimbatore,battery,210.66,867.8,85.99,110.84,243.55
Chennai,battery,1064.29,434.06,24.32,143.96,950.14
Erode,plastic,1093.36,662.13,67.52,47.93,1163.07
Salem,plastic,181.03,175.56,74.52,50.07,205.69
Chennai,plastic,808.91,565.88,41.8,146.88,666.21
Coimbatore,plastic,1055.1,898.56,12.08,133.51,921.71
Coimbatore,plastic,1043.45,636.61,119.14,122.9,1052.81
Tiruppur,paper,386.26,462.05,155.29,40.37,510.81
Chennai,paper,482.27,578.95,188.97,103.78,627.97
Erode,metal,335.79,651.92,86.07,6.72,456.78
Chennai,paper,970.8,506.89,165.32,82.39,1109.81
Chennai,textile,115.11,252.89,64.21,45.98,75.98
Salem,plastic,833.93,285.93,30.99,125.28,769.74
Chennai,textile,561.04,864.48,127.01,47.39,719.04
Chennai,metal,187.93,753.3,118.25,82.39,242.38
Erode,metal,794.63,222.73,121.98,87.33,827.44
Erode,plastic,628.76,933.59,164.85,51.86,765.51
Coimbatore,battery,638.21,183.93,184.97,54.87,733.72
Salem,metal,57.05,517.72,14.68,136.76,10.0
Chennai,plastic,491.04,946.21,141.65,130.8,503.45
Erode,metal,99.7,976.89,13.26,142.41,10.0
Erode,battery,900.33,262.95,192.21,97.62,937.15
Chennai,paper,1173.76,623.91,174.71,143.23,1229.56
Chennai,paper,343.67,895.98,31.39,103.56,358.63
Erode,plastic,596.91,369.47,71.42,42.76,594.04
Coimbatore,plastic,679.33,588.96,195.41,58.22,875.88
Erode,paper,791.42,259.36,116.5,147.29,796.08
Chennai,battery,716.1,138.04,121.48,44.81,794.29
Chennai,paper,714.02,476.04,41.5,27.33,761.61
Chennai,paper,632.69,341.87,110.62,132.98,577.68
Coimbatore,paper,165.64,344.66,196.04,44.21,268.92
Salem,metal,245.11,535.59,143.35,37.94,388.46
Chennai,battery,163.87,782.27,123.32,44.79,255.14
Erode,metal,238.73,149.07,72.65,71.94,254.34
Salem,metal,396.64,280.78,157.11,108.32,386.43
Chennai,battery,1164.96,256.28,52.37,81.22,1206.71
Chennai,plastic,719.06,569.87,72.87,83.65,692.02
Coimbatore,plastic,626.8,425.62,42.44,130.68,544.07
Salem,textile,818.5,264.23,126.56,64.73,845.48
Salem,metal,1135.98,649.67,146.01,115.49,1156.44
Chennai,paper,395.45,490.56,25.75,19.81,502.09
Salem,paper,858.89,369.2,154.1,34.81,878.97
Tiruppur,textile,974.92,583.31,182.51,13.48,1207.85
Chennai,textile,495.43,857.52,51.68,111.46,527.02
Erode,battery,532.08,367.57,99.4,18.52,613.79
Erode,plastic,1125.44,959.42,192.19,126.45,1129.57
Tiruppur,paper,994.77,172.91,70.14,145.12,940.84
Tiruppur,textile,635.48,599.97,166.74,78.16,693.96
Chennai,paper,302.72,685.09,181.83,17.4,490.65
Salem,metal,87.05,516.28,69.56,101.44,35.84
Coimbatore,plastic,850.67,315.04,32.53,131.27,775.63
Coimbatore,paper,407.89,865.04,124.61,26.12,431.44
Tiruppur,battery,826.62,939.25,55.02,105.58,760.75
Tiruppur,metal,884.62,706.81,73.85,29.62,918.7
Tiruppur,battery,633.8,384.02,198.31,67.56,760.74
Chennai,metal,874.42,623.07,192.15,8.11,1037.77
Erode,metal,1152.6,876.04,41.9,52.39,1158.45
Coimbatore,battery,414.63,585.56,141.27,66.09,437.0
Erode,battery,455.81,437.96,94.99,119.57,459.8
Erode,battery,909.62,500.16,189.54,124.45,1014.01
Coimbatore,metal,800.2,920.42,82.09,126.53,786.06
Tiruppur,plastic,1010.67,654.21,130.42,83.45,976.88
Coimbatore,textile,1121.69,561.45,68.09,71.64,1140.28
