material_type,quantity,distance,vehicle_type,season,fire_risk,delay_risk,weather_risk,overall_risk,premium
battery,1832.15,321.89,Heavy Duty Dump,summer,4.57,3.52,1.81,3.98,3304.95
plastic,8840.78,387.34,Flatbed Carrier,winter,0.88,2.45,1.31,1.13,3366.01
plastic,5042.43,375.96,Compact Logistics Van,summer,0.94,3.7,3.18,2.59,3325.76
paper,4436.26,253.53,Electric Box Truck,monsoon,0.14,5.38,6.5,3.94,3674.96
metal,730.52,362.15,Compact Logistics Van,spring,0.18,2.6,0.46,2.07,2296.77
paper,6202.4,445.39,Compact Logistics Van,spring,0.41,3.9,0.5,1.29,3029.86
paper,4786.26,85.1,Flatbed Carrier,monsoon,0.41,3.9,4.88,3.11,3163.39
battery,2065.76,565.16,Electric Box Truck,spring,5.0,3.93,0.0,3.54,3444.68
metal,3565.52,281.31,Electric Box Truck,winter,0.13,1.69,2.21,0.96,2209.38
paper,1448.25,496.0,Heavy Duty Dump,winter,0.49,3.69,1.84,2.87,2946.95
metal,1778.25,199.4,Flatbed Carrier,winter,0.47,2.84,2.21,2.25,2372.53
metal,2689.41,517.24,Flatbed Carrier,summer,1.6,4.35,1.97,2.18,2884.67
textile,2264.19,569.82,Heavy Duty Dump,spring,0.77,3.67,1.29,1.76,2684.67
textile,8930.4,161.28,Heavy Duty Dump,spring,1.15,2.13,0.21,0.97,3038.26
paper,1518.35,111.95,Compact Logistics Van,summer,0.91,0.35,2.6,1.43,1851.38
paper,5341.95,337.5,Compact Logistics Van,monsoon,0.21,4.68,6.24,3.31,3656.94
plastic,9334.6,433.19,Compact Logistics Van,monsoon,0.35,5.21,4.99,3.16,4421.23
metal,2301.69,53.75,Heavy Duty Dump,winter,0.72,1.41,1.2,1.2,1817.58
paper,3947.17,561.39,Compact Logistics Van,monsoon,0.0,8.14,5.31,5.05,4456.26
metal,7356.39,312.36,Compact Logistics Van,spring,1.42,1.81,0.88,1.33,3097.02
plastic,2307.22,130.71,Compact Logistics Van,monsoon,0.64,5.41,5.64,3.22,2823.32
plastic,345.72,218.2,Compact Logistics Van,summer,0.0,1.65,1.72,1.35,1731.37
paper,7309.04,50.33,Electric Box Truck,monsoon,0.61,4.11,7.06,3.53,3762.58
plastic,1503.39,23.2,Flatbed Carrier,spring,0.41,1.04,1.65,0.8,1458.88
metal,7332.77,65.41,Electric Box Truck,monsoon,1.06,3.67,5.57,2.69,3410.35
plastic,2115.14,16.58,Compact Logistics Van,summer,0.0,1.67,2.6,1.29,1781.69
battery,8542.33,107.67,Flatbed Carrier,winter,5.19,1.55,0.75,2.79,3720.74
metal,7614.22,370.2,Heavy Duty Dump,spring,0.82,2.31,0.07,1.01,3070.87
textile,4060.65,370.68,Heavy Duty Dump,summer,0.38,2.97,1.77,1.73,2753.83
textile,350.59,261.6,Compact Logistics Van,summer,1.49,2.91,2.25,1.75,1965.47
textile,2976.45,304.19,Heavy Duty Dump,spring,0.08,1.82,0.5,0.85,2084.7
metal,2403.17,599.79,Compact Logistics Van,summer,0.34,4.44,2.63,2.49,3070.88
paper,7982.79,129.46,Flatbed Carrier,summer,0.93,1.65,2.62,2.04,3308.71
metal,6399.41,147.04,Flatbed Carrier,spring,0.51,2.64,0.0,0.57,2383.86
battery,6782.33,125.75,Electric Box Truck,summer,5.49,2.72,2.43,2.74,3406.94
battery,9434.97,591.93,Electric Box Truck,monsoon,4.56,5.81,6.29,6.0,5910.83
textile,3348.16,220.27,Flatbed Carrier,summer,0.0,2.42,2.58,1.89,2515.8
metal,5041.62,42.58,Compact Logistics Van,winter,0.7,0.63,0.72,0.69,2067.12
battery,2005.64,72.8,Flatbed Carrier,summer,5.03,1.8,0.81,3.32,2740.42
paper,576.57,247.0,Compact Logistics Van,summer,1.85,3.22,2.7,2.99,2546.98
metal,5033.79,515.82,Flatbed Carrier,winter,0.0,3.24,1.15,1.17,2850.39
paper,8177.86,367.6,Electric Box Truck,winter,0.12,2.59,0.48,0.98,3152.18
plastic,2123.61,130.98,Compact Logistics Van,summer,0.45,2.62,1.48,1.74,2122.68
textile,5528.87,69.14,Compact Logistics Van,spring,0.15,1.18,1.87,0.32,2022.54
battery,7006.51,42.74,Compact Logistics Van,spring,4.78,2.05,0.36,2.77,3360.86
plastic,5047.26,87.87,Flatbed Carrier,spring,0.8,2.29,1.87,1.64,2552.93
paper,6165.83,252.95,Compact Logistics Van,monsoon,1.07,5.04,5.32,3.77,3908.32
metal,6275.67,326.01,Electric Box Truck,monsoon,0.61,5.1,6.29,3.65,3961.93
metal,298.72,293.8,Compact Logistics Van,spring,0.2,3.01,1.42,0.74,1539.28
textile,2082.01,543.61,Compact Logistics Van,winter,1.26,4.64,0.33,1.53,2513.95
plastic,9501.87,497.2,Flatbed Carrier,monsoon,0.0,5.84,5.2,3.39,4633.7
plastic,8774.35,516.66,Flatbed Carrier,spring,0.75,5.02,0.73,2.36,4063.16
battery,7492.88,539.26,Flatbed Carrier,summer,4.44,3.36,1.58,3.43,4339.08
plastic,9476.33,155.5,Compact Logistics Van,winter,0.32,3.1,1.04,1.42,3331.52
paper,7101.99,159.16,Electric Box Truck,spring,0.0,2.23,1.98,0.92,2683.71
paper,1481.12,347.1,Heavy Duty Dump,spring,0.04,3.16,1.69,1.6,2205.08
battery,7046.84,161.73,Electric Box Truck,monsoon,4.44,4.89,4.99,5.07,4544.54
battery,9496.83,388.48,Flatbed Carrier,summer,4.44,4.05,3.22,4.02,4782.47
metal,4073.49,285.12,Heavy Duty Dump,monsoon,0.0,5.5,5.67,3.44,3422.39
battery,4711.2,344.22,Heavy Duty Dump,monsoon,5.64,5.63,6.51,6.15,4830.48
paper,2819.83,381.97,Compact Logistics Van,winter,0.34,3.32,0.0,0.98,2204.77
textile,3986.87,249.73,Compact Logistics Van,spring,1.05,2.7,1.39,1.71,2585.32
textile,3848.34,73.81,Flatbed Carrier,spring,0.97,0.59,1.08,0.72,1906.66
metal,681.44,207.5,Electric Box Truck,summer,0.0,2.23,1.86,1.52,1854.7
metal,4548.41,479.1,Electric Box Truck,winter,1.32,3.65,0.88,1.42,2830.76
plastic,3932.67,269.58,Heavy Duty Dump,winter,0.32,2.54,1.45,1.75,2618.95
plastic,7397.79,287.65,Flatbed Carrier,monsoon,0.79,5.48,5.91,3.74,4160.63
battery,9895.47,170.8,Compact Logistics Van,winter,4.67,2.87,0.7,3.06,4162.12
battery,6413.96,24.23,Electric Box Truck,spring,3.62,2.42,0.26,2.14,2945.16
paper,4151.95,561.97,Heavy Duty Dump,spring,1.22,2.78,1.81,2.4,3301.43
paper,4589.84,512.26,Electric Box Truck,summer,0.01,2.61,2.39,2.25,3251.82
paper,4580.47,161.03,Electric Box Truck,winter,1.11,1.34,0.38,1.1,2313.65
plastic,3598.25,518.82,Flatbed Carrier,spring,0.53,3.37,0.3,0.59,2335.71
textile,9441.88,115.98,Heavy Duty Dump,winter,0.0,2.23,1.56,0.94,3062.19
metal,3425.14,325.03,Flatbed Carrier,spring,0.46,1.45,1.12,0.99,2253.67
metal,5704.48,359.94,Heavy Duty Dump,monsoon,0.01,5.04,5.69,2.84,3535.12
plastic,6411.39,345.75,Electric Box Truck,winter,0.0,2.13,1.5,1.12,2870.98
plastic,7495.26,502.28,Flatbed Carrier,winter,0.58,3.03,1.17,0.97,3189.22
textile,3405.5,297.96,Flatbed Carrier,summer,0.23,1.41,2.85,1.61,2493.37
textile,9171.64,468.22,Heavy Duty Dump,spring,0.46,3.11,1.26,1.2,3553.26
metal,2895.53,502.57,Heavy Duty Dump,monsoon,0.86,6.42,5.66,3.29,3405.05
metal,7695.51,549.95,Compact Logistics Van,monsoon,1.36,6.23,6.84,4.35,4802.78
plastic,6644.42,502.45,Heavy Duty Dump,monsoon,0.48,6.12,7.34,3.47,4159.91
battery,389.32,306.19,Heavy Duty Dump,winter,5.65,1.57,0.56,2.47,2347.49
textile,3641.21,223.05,Electric Box Truck,summer,1.37,2.46,2.2,1.89,2575.71
plastic,3786.76,499.23,Compact Logistics Van,spring,0.0,3.95,1.34,0.99,2526.94
paper,6807.15,130.64,Electric Box Truck,winter,0.16,1.29,1.08,0.43,2376.05
battery,3140.3,176.18,Flatbed Carrier,winter,5.28,2.43,0.47,2.66,2771.43
paper,8947.49,383.9,Compact Logistics Van,summer,0.57,2.48,2.08,1.39,3496.9
battery,5959.16,197.58,Compact Logistics Van,spring,4.99,1.77,1.23,2.55,3259.47
plastic,3607.12,78.68,Compact Logistics Van,summer,0.93,2.46,1.41,1.11,2044.58
plastic,1594.4,428.0,Heavy Duty Dump,monsoon,0.51,5.35,6.38,3.7,3266.95
plastic,7840.16,365.24,Flatbed Carrier,monsoon,0.74,5.7,6.85,4.8,4808.54
textile,6907.86,21.27,Electric Box Truck,summer,0.0,1.41,1.67,1.23,2620.55
textile,9252.16,210.5,Compact Logistics Van,summer,0.0,1.95,2.91,1.68,3475.66
metal,8537.87,310.91,Compact Logistics Van,winter,0.48,3.69,0.9,1.18,3240.45
plastic,1937.65,518.98,Heavy Duty Dump,summer,1.15,3.93,2.08,2.35,2831.22
metal,7738.03,263.02,Flatbed Carrier,monsoon,0.0,4.78,5.66,3.77,4206.99
plastic,3624.95,553.82,Electric Box Truck,winter,0.87,3.26,1.49,1.72,2890.49
plastic,2069.39,530.96,Compact Logistics Van,winter,0.35,4.43,0.42,0.98,2252.64
battery,7302.1,216.37,Heavy Duty Dump,winter,4.34,3.7,0.07,3.24,3833.36
textile,6198.38,474.84,Compact Logistics Van,monsoon,0.88,7.23,6.3,3.64,4121.59
plastic,9711.41,260.5,Heavy Duty Dump,summer,0.4,4.15,2.58,1.91,3720.5
plastic,6819.47,61.84,Flatbed Carrier,monsoon,1.4,5.53,5.39,3.47,3663.89
textile,2749.14,565.72,Compact Logistics Van,summer,0.28,4.69,2.18,1.9,2828.65
paper,3825.3,274.9,Compact Logistics Van,winter,0.35,2.58,1.06,1.38,2438.47
metal,3456.33,541.43,Compact Logistics Van,monsoon,0.32,6.17,6.07,3.96,3854.12
battery,8981.08,254.63,Flatbed Carrier,monsoon,4.89,5.47,5.84,5.38,5141.19
textile,4421.46,392.39,Compact Logistics Van,winter,0.41,1.72,0.33,0.86,2451.76
paper,3328.72,241.55,Compact Logistics Van,summer,0.6,2.58,2.48,1.24,2244.89
battery,774.19,137.13,Heavy Duty Dump,spring,5.88,1.22,1.25,2.61,2280.54
paper,3281.87,499.05,Flatbed Carrier,winter,1.04,1.82,0.28,1.16,2511.08
battery,6820.88,157.31,Electric Box Truck,spring,5.04,1.91,0.77,2.95,3542.39
plastic,5560.88,41.47,Heavy Duty Dump,summer,0.85,0.93,1.31,1.52,2535.88
metal,8857.01,104.63,Heavy Duty Dump,monsoon,0.35,4.43,6.64,3.58,4130.14
battery,4089.93,112.72,Flatbed Carrier,monsoon,5.28,5.02,5.91,5.65,4215.31
textile,5170.93,484.37,Electric Box Truck,spring,0.0,2.48,1.29,0.51,2542.4
plastic,2160.65,66.2,Electric Box Truck,winter,0.19,2.27,0.61,0.46,1474.15
paper,5162.44,360.52,Compact Logistics Van,monsoon,0.46,6.9,4.68,3.09,3552.93
textile,9461.5,333.44,Heavy Duty Dump,monsoon,0.79,5.02,6.34,4.12,4756.9
plastic,5735.17,517.95,Heavy Duty Dump,winter,0.0,3.16,0.88,1.63,3189.51
paper,1287.37,212.79,Heavy Duty Dump,winter,0.55,2.0,1.06,1.69,2047.64
plastic,1052.93,179.13,Flatbed Carrier,summer,0.71,1.12,2.15,1.49,1874.17
battery,1267.92,157.93,Flatbed Carrier,monsoon,5.44,5.89,5.44,6.28,4045.57
textile,7887.53,410.44,Heavy Duty Dump,spring,0.36,3.62,1.42,1.5,3386.78
paper,2804.83,99.14,Electric Box Truck,monsoon,0.64,4.37,5.77,2.98,2765.96
battery,8095.24,232.75,Flatbed Carrier,spring,4.49,1.8,0.94,2.46,3644.04
paper,2542.07,131.84,Heavy Duty Dump,winter,0.41,1.61,0.0,0.8,1777.74
paper,7953.59,365.09,Electric Box Truck,spring,0.0,2.56,0.0,0.09,2711.78
metal,2959.43,55.78,Compact Logistics Van,monsoon,0.72,4.92,6.36,3.87,3139.7
plastic,9864.57,494.46,Compact Logistics Van,monsoon,0.03,7.21,5.83,3.63,4800.87
paper,6847.93,178.85,Heavy Duty Dump,summer,0.51,0.0,1.62,0.65,2539.61
plastic,9987.75,229.4,Flatbed Carrier,winter,1.11,2.57,0.63,1.88,3721.06
battery,7018.86,571.16,Flatbed Carrier,spring,4.27,2.43,0.0,2.87,4040.27
textile,1809.56,149.71,Heavy Duty Dump,summer,0.15,1.7,1.46,1.49,1975.81
paper,7393.24,112.2,Heavy Duty Dump,winter,0.47,1.5,1.03,1.14,2776.55
battery,5055.99,72.91,Flatbed Carrier,monsoon,5.19,3.57,6.8,4.52,3830.36
paper,355.76,326.77,Electric Box Truck,winter,0.0,2.05,0.46,0.9,1662.67
textile,2676.88,193.73,Electric Box Truck,summer,0.49,2.87,3.06,2.7,2730.96
textile,2086.79,449.63,Electric Box Truck,spring,0.65,2.78,0.6,0.88,2110.39
textile,9060.85,485.1,Heavy Duty Dump,summer,0.46,4.04,2.29,2.65,4207.43
battery,9945.42,32.6,Heavy Duty Dump,summer,5.17,1.65,1.95,2.95,3955.99
textile,2312.97,245.59,Heavy Duty Dump,winter,0.71,2.54,1.01,1.71,2279.81
textile,929.1,491.78,Flatbed Carrier,monsoon,0.11,8.11,6.76,4.9,3762.49
battery,300.29,23.07,Heavy Duty Dump,winter,4.86,0.78,0.56,2.19,1866.87
textile,8607.98,410.06,Electric Box Truck,spring,1.36,3.45,1.53,2.53,3978.91
paper,8727.03,351.57,Compact Logistics Van,summer,1.05,3.15,1.92,1.41,3425.89
paper,7638.71,50.08,Electric Box Truck,summer,0.0,0.48,2.43,0.99,2682.41
textile,7314.49,40.53,Compact Logistics Van,monsoon,0.26,3.7,7.63,3.74,3850.37
textile,7778.42,346.57,Heavy Duty Dump,winter,1.45,1.5,0.81,1.38,3236.99
metal,7912.22,282.47,Electric Box Truck,summer,0.75,2.98,2.2,2.22,3561.53
metal,2759.04,67.64,Electric Box Truck,winter,0.0,0.0,0.0,0.17,1454.5
battery,9049.41,490.3,Electric Box Truck,spring,5.19,4.69,1.05,3.38,4539.76
paper,7970.54,171.08,Heavy Duty Dump,spring,0.77,2.54,2.54,1.58,3151.79
battery,996.54,22.3,Electric Box Truck,spring,4.17,0.31,1.67,2.44,2102.34
paper,1714.73,533.0,Compact Logistics Van,spring,0.0,3.6,0.96,1.59,2463.79
metal,4099.98,408.06,Flatbed Carrier,monsoon,0.5,5.19,5.24,2.93,3344.68
battery,4910.08,340.82,Flatbed Carrier,summer,5.54,3.71,1.45,3.79,3797.4
metal,7076.96,456.24,Compact Logistics Van,winter,0.0,2.61,0.23,1.03,3085.69
metal,1477.22,77.73,Heavy Duty Dump,winter,0.0,1.71,1.53,1.42,1799.03
textile,1164.69,587.86,Electric Box Truck,spring,0.49,3.62,1.47,1.29,2296.4
plastic,8192.71,414.78,Heavy Duty Dump,summer,1.16,2.61,3.13,2.25,3784.75
metal,4946.56,63.59,Compact Logistics Van,monsoon,0.78,3.99,5.27,2.73,2996.33
paper,1534.14,102.26,Compact Logistics Van,spring,0.61,1.69,0.63,0.84,1575.46
textile,5207.85,549.15,Flatbed Carrier,spring,0.27,4.42,1.13,1.22,2946.62
paper,8802.03,69.02,Heavy Duty Dump,spring,0.32,1.53,0.41,0.08,2502.99
paper,8447.08,264.34,Electric Box Truck,summer,0.78,3.17,0.86,2.09,3576.07
textile,5974.86,172.65,Heavy Duty Dump,spring,0.31,2.46,0.9,1.3,2665.58
paper,984.32,152.97,Flatbed Carrier,summer,0.89,1.81,2.63,1.61,1883.41
textile,7957.44,78.02,Heavy Duty Dump,summer,0.23,1.89,1.78,1.43,2968.77
plastic,912.29,503.66,Electric Box Truck,summer,0.42,2.96,2.66,1.95,2446.93
textile,3105.79,310.98,Electric Box Truck,winter,0.46,2.33,0.36,1.33,2330.55
plastic,3519.06,456.64,Flatbed Carrier,spring,0.56,4.12,1.35,1.69,2742.18
metal,2128.54,389.12,Flatbed Carrier,winter,1.24,3.51,0.77,1.68,2405.39
metal,5327.19,540.5,Compact Logistics Van,spring,0.0,3.91,0.16,1.03,2869.58
battery,5731.53,571.86,Heavy Duty Dump,monsoon,5.92,7.65,5.93,6.73,5548.32
paper,4133.69,341.3,Flatbed Carrier,spring,0.0,2.32,1.5,1.13,2460.19
paper,2055.69,333.24,Heavy Duty Dump,spring,0.73,3.84,0.69,1.71,2338.75
metal,2174.84,486.46,Compact Logistics Van,monsoon,0.45,5.84,6.51,3.54,3369.11
battery,1543.18,510.95,Electric Box Truck,spring,4.77,3.19,1.22,3.46,3248.11
textile,1362.99,27.1,Electric Box Truck,winter,1.4,0.61,1.46,0.99,1525.51
battery,4380.22,119.71,Compact Logistics Van,summer,4.52,2.33,1.97,2.78,2981.01
battery,4360.7,504.02,Compact Logistics Van,summer,5.44,3.08,1.73,3.25,3652.2
metal,9246.81,168.92,Heavy Duty Dump,monsoon,0.28,6.45,5.12,3.88,4412.18
metal,2475.41,528.46,Electric Box Truck,monsoon,0.73,7.62,6.12,4.06,3707.98
paper,6767.82,113.35,Heavy Duty Dump,monsoon,0.4,4.62,5.73,2.64,3342.01
textile,9248.17,53.02,Electric Box Truck,monsoon,0.17,3.4,6.9,3.2,3968.17
metal,5920.58,247.79,Flatbed Carrier,monsoon,0.87,4.74,5.07,3.86,3898.56
textile,4576.67,173.26,Electric Box Truck,summer,0.39,1.38,2.66,1.52,2515.8
battery,6875.15,32.42,Flatbed Carrier,monsoon,4.51,4.13,6.34,4.82,4244.5
battery,6117.7,268.06,Flatbed Carrier,monsoon,5.11,5.85,6.48,5.73,4800.49
battery,3291.79,477.58,Heavy Duty Dump,spring,4.09,4.19,1.35,2.76,3207.47
metal,9917.66,590.1,Heavy Duty Dump,summer,0.27,1.63,1.6,1.2,3833.53
plastic,3443.44,109.69,Electric Box Truck,summer,0.35,0.98,1.61,0.02,1558.86
paper,1007.06,334.67,Electric Box Truck,spring,0.63,2.72,0.87,1.21,1929.21
textile,522.49,367.03,Electric Box Truck,summer,1.29,2.98,2.17,1.8,2144.8
plastic,1087.74,76.92,Electric Box Truck,spring,0.42,1.21,1.02,0.87,1477.95
plastic,2283.72,231.1,Electric Box Truck,winter,0.0,3.1,1.33,1.37,2102.65
paper,9904.33,383.31,Flatbed Carrier,summer,1.31,2.58,1.55,1.73,3819.42
metal,3759.81,370.28,Compact Logistics Van,summer,0.59,3.16,1.38,0.96,2353.41
plastic,8192.41,374.58,Compact Logistics Van,monsoon,0.0,6.36,6.5,4.39,4698.82
paper,3059.87,461.42,Electric Box Truck,summer,0.27,3.12,1.98,1.55,2601.97
metal,6322.38,534.65,Electric Box Truck,monsoon,0.0,6.55,5.33,3.12,3984.07
battery,4791.67,593.62,Flatbed Carrier,winter,4.6,2.53,1.07,2.96,3706.98
textile,4727.6,17.31,Flatbed Carrier,spring,0.95,1.02,0.65,0.95,2101.44
battery,1303.55,548.12,Heavy Duty Dump,spring,5.05,3.76,0.55,3.19,3129.51
metal,7973.65,98.59,Heavy Duty Dump,winter,0.0,0.47,0.75,1.19,2888.67
plastic,1728.0,476.07,Heavy Duty Dump,winter,0.78,2.51,0.74,1.54,2373.08
metal,9559.28,303.06,Electric Box Truck,monsoon,1.24,5.45,6.9,4.15,4751.81
battery,3505.83,383.53,Flatbed Carrier,spring,4.46,3.19,0.73,3.38,3411.05
textile,7697.02,573.13,Heavy Duty Dump,spring,0.54,4.34,1.57,2.58,4036.36
metal,5826.79,305.45,Electric Box Truck,summer,0.0,2.36,1.82,1.89,3064.85
paper,6882.35,329.23,Flatbed Carrier,monsoon,0.68,5.2,5.82,3.2,3871.71
paper,6081.21,102.19,Flatbed Carrier,summer,0.88,0.84,0.52,1.07,2499.32
metal,5497.19,121.97,Flatbed Carrier,monsoon,1.38,5.19,5.01,3.8,3646.55
paper,1599.29,69.66,Flatbed Carrier,summer,1.21,1.65,2.1,1.59,1887.25
textile,9369.75,402.75,Compact Logistics Van,monsoon,0.0,7.63,6.52,5.36,5382.6
battery,6587.64,121.37,Heavy Duty Dump,winter,4.86,1.57,0.37,1.95,3007.96
paper,3450.56,117.08,Electric Box Truck,spring,0.69,2.48,0.92,1.38,2182.53
plastic,259.66,309.64,Compact Logistics Van,spring,0.0,3.43,1.18,1.54,1912.01
paper,8205.23,187.31,Compact Logistics Van,winter,0.41,0.71,0.0,0.14,2563.48
battery,7669.86,594.16,Electric Box Truck,monsoon,4.49,6.32,5.73,5.27,5264.38
paper,7615.58,277.82,Electric Box Truck,monsoon,0.7,5.12,6.3,4.48,4521.32
plastic,2283.71,230.86,Compact Logistics Van,winter,0.3,2.56,1.05,1.14,2002.3
metal,828.53,143.5,Heavy Duty Dump,summer,0.22,2.19,1.49,1.04,1587.11
paper,9923.28,396.8,Heavy Duty Dump,summer,0.8,3.36,2.32,1.6,3780.54
battery,9574.18,128.85,Flatbed Carrier,summer,5.03,0.66,1.81,3.31,4167.06
textile,899.73,524.72,Flatbed Carrier,winter,0.34,4.24,1.57,1.85,2422.42
paper,358.46,359.08,Flatbed Carrier,monsoon,0.24,5.38,5.73,3.49,2866.95
textile,4082.96,124.09,Compact Logistics Van,monsoon,0.66,5.22,6.91,4.47,3693.62
metal,1188.71,367.29,Heavy Duty Dump,spring,0.97,3.13,0.33,1.41,2088.73
battery,1323.96,595.11,Electric Box Truck,summer,5.55,5.45,1.58,4.72,3874.44
battery,7830.29,156.74,Heavy Duty Dump,spring,4.88,2.43,1.43,3.47,3960.85
textile,9026.04,87.21,Electric Box Truck,spring,0.33,3.87,1.02,0.81,2894.3
textile,3579.91,30.59,Flatbed Carrier,winter,0.08,0.97,1.41,0.97,1915.66
battery,904.52,384.38,Electric Box Truck,winter,6.02,3.25,0.96,3.04,2790.69
textile,1079.14,379.08,Electric Box Truck,spring,0.4,1.48,1.4,1.27,2018.41
plastic,2918.28,290.78,Electric Box Truck,winter,1.09,2.13,2.32,1.35,2283.73
plastic,9370.85,468.63,Flatbed Carrier,monsoon,0.94,7.17,6.01,4.46,5056.4
plastic,1526.71,101.85,Heavy Duty Dump,winter,0.83,1.85,0.36,0.68,1502.43
plastic,4894.43,363.58,Heavy Duty Dump,summer,0.01,1.88,0.98,1.05,2591.27
battery,7244.13,137.05,Flatbed Carrier,spring,4.82,2.7,0.65,3.53,3856.64
metal,2873.66,103.44,Electric Box Truck,spring,0.89,0.64,0.9,0.71,1759.37
metal,4067.13,116.11,Compact Logistics Van,spring,0.0,1.27,1.46,0.47,1883.53
textile,5151.5,155.93,Electric Box Truck,monsoon,0.82,5.08,6.79,2.92,3228.35
paper,1253.49,518.76,Heavy Duty Dump,summer,0.0,3.52,2.71,2.71,2865.59
plastic,706.29,208.79,Compact Logistics Van,monsoon,1.0,4.42,5.49,3.7,2842.95
textile,1454.94,269.81,Flatbed Carrier,spring,0.15,1.26,1.22,1.23,1937.56
battery,6891.02,262.05,Flatbed Carrier,summer,5.06,3.7,2.35,4.17,4232.7
plastic,2656.43,92.45,Compact Logistics Van,summer,0.99,0.73,2.17,1.09,1879.01
plastic,7271.97,93.12,Electric Box Truck,monsoon,0.75,4.03,4.81,2.76,3461.23
metal,4478.82,64.53,Electric Box Truck,spring,0.08,1.36,1.22,1.25,2245.54
textile,9056.71,545.2,Heavy Duty Dump,monsoon,0.63,7.71,5.39,3.91,4841.71
battery,5684.23,414.11,Heavy Duty Dump,monsoon,5.06,6.65,6.04,5.65,4862.08
plastic,2028.33,537.88,Electric Box Truck,summer,0.61,3.41,1.74,1.34,2413.28
plastic,1543.27,112.19,Flatbed Carrier,spring,0.99,1.93,1.55,1.32,1805.11
metal,3388.83,98.93,Flatbed Carrier,spring,1.42,0.45,1.16,1.68,2284.85
paper,2735.77,192.48,Flatbed Carrier,summer,0.66,2.94,2.7,2.12,2479.53
battery,2097.61,127.06,Electric Box Truck,spring,4.37,2.03,0.97,2.56,2483.07
plastic,555.3,590.57,Flatbed Carrier,summer,0.0,3.21,2.29,1.43,2252.69
textile,5014.14,124.74,Electric Box Truck,spring,0.12,0.46,0.19,0.0,1852.23
plastic,768.85,420.8,Heavy Duty Dump,summer,0.72,3.45,1.55,1.34,2046.13
battery,6047.3,179.54,Electric Box Truck,monsoon,4.86,4.8,6.28,4.18,3984.5
plastic,3056.1,514.18,Flatbed Carrier,winter,0.07,3.21,1.27,1.9,2820.51
metal,3654.26,112.39,Electric Box Truck,spring,0.0,1.0,1.38,0.81,1955.65
metal,9605.25,280.47,Electric Box Truck,summer,0.71,2.18,2.35,1.66,3614.51
textile,4889.21,327.19,Electric Box Truck,spring,0.8,3.48,0.79,1.26,2638.08
battery,1349.26,395.67,Electric Box Truck,summer,4.76,3.27,1.82,3.86,3255.09
textile,1951.32,355.11,Flatbed Carrier,monsoon,0.82,6.06,5.6,3.75,3263.51
paper,5364.24,336.6,Compact Logistics Van,winter,0.0,3.43,1.01,0.57,2427.64
plastic,7988.35,578.02,Heavy Duty Dump,summer,0.32,3.73,1.64,1.91,3789.74
plastic,6667.26,315.41,Flatbed Carrier,winter,0.47,2.74,0.99,0.92,2790.92
paper,4073.21,206.7,Heavy Duty Dump,spring,0.69,1.78,1.33,1.09,2271.41
metal,8168.58,473.92,Electric Box Truck,winter,0.74,3.41,1.0,2.1,3784.27
paper,3883.65,323.98,Electric Box Truck,monsoon,1.05,6.71,6.27,4.41,3870.72
paper,3712.0,269.92,Compact Logistics Van,monsoon,1.09,5.77,6.79,4.12,3648.28
paper,3517.11,398.19,Electric Box Truck,winter,0.17,3.06,0.68,0.86,2298.79
paper,7113.24,480.28,Heavy Duty Dump,summer,0.37,3.25,2.32,2.17,3635.03
textile,8867.82,60.37,Compact Logistics Van,summer,0.67,2.14,1.61,0.72,2794.35
metal,1375.41,438.28,Flatbed Carrier,winter,0.0,4.55,1.3,1.32,2169.03
metal,2524.05,261.4,Flatbed Carrier,summer,0.0,2.81,2.48,1.59,2283.47
paper,6402.74,434.85,Electric Box Truck,spring,0.25,3.29,1.27,1.38,3095.34
battery,5212.57,65.02,Compact Logistics Van,summer,5.34,1.12,1.74,2.98,3157.38
metal,5523.47,501.08,Electric Box Truck,monsoon,0.49,6.73,7.16,4.85,4576.63
battery,9486.99,227.52,Electric Box Truck,summer,5.13,1.11,2.8,3.53,4370.75
textile,554.3,199.64,Electric Box Truck,monsoon,0.7,3.75,6.36,3.61,2764.12
paper,5579.6,12.07,Compact Logistics Van,summer,0.23,0.64,1.49,0.3,1955.07
plastic,4860.66,186.65,Heavy Duty Dump,monsoon,0.94,4.27,6.83,3.38,3418.57
plastic,5563.01,330.54,Heavy Duty Dump,winter,0.0,2.21,0.84,1.02,2655.4
textile,9290.86,250.33,Flatbed Carrier,monsoon,0.23,5.33,5.04,3.45,4324.93
battery,8244.36,172.68,Compact Logistics Van,summer,4.55,1.37,1.96,2.91,3799.08
metal,7776.86,61.69,Flatbed Carrier,winter,0.0,1.35,1.62,0.92,2688.34
metal,5533.52,570.82,Flatbed Carrier,monsoon,0.76,7.71,5.54,4.06,4309.22
paper,8849.96,185.18,Heavy Duty Dump,monsoon,0.12,4.71,6.32,3.94,4387.09
paper,2679.4,585.62,Flatbed Carrier,winter,0.36,4.11,0.54,1.82,2801.86
textile,4724.26,130.84,Electric Box Truck,winter,0.81,1.12,1.53,1.68,2562.18
battery,8061.35,568.67,Heavy Duty Dump,spring,4.94,3.54,0.97,2.98,4273.61
metal,5316.32,205.24,Compact Logistics Van,summer,0.32,2.12,2.05,1.09,2493.0
plastic,3745.64,110.74,Flatbed Carrier,summer,0.85,1.41,1.78,1.71,2378.65
