budget,primary_material,equipment_name,cost,roi,priority_score
538901.07,battery,Automated Compactor Baler,480588.03,47.02,7.18
309242.7,metal,High-Shear Pelletizer Extruder,279693.67,31.78,4.61
747343.79,plastic,Automated Compactor Baler,536089.23,28.43,5.71
355307.58,metal,High-Shear Pelletizer Extruder,302187.44,37.11,5.88
117872.23,battery,Solar Decanter Centrifuge,108990.47,44.27,5.51
116579.95,metal,Automated Compactor Baler,90950.43,18.42,2.68
229527.38,metal,High-Shear Pelletizer Extruder,175083.02,23.54,3.25
479212.86,plastic,High-Shear Pelletizer Extruder,376987.03,38.87,5.84
720132.48,paper,IoT Weighbridge Scales,638116.98,17.47,5.13
655776.78,textile,High-Shear Pelletizer Extruder,469413.77,16.74,4.43
694058.73,textile,Automated Compactor Baler,493377.43,21.4,5.82
63233.87,textile,Solar Decanter Centrifuge,52635.44,26.43,3.27
273045.0,textile,High-Shear Pelletizer Extruder,205315.54,40.76,5.22
262661.01,metal,Automated Compactor Baler,227323.93,24.8,4.58
656643.9,metal,AI Optical Sorter,553421.6,38.83,6.27
394509.51,plastic,AI Optical Sorter,367872.4,31.62,4.58
546099.65,textile,IoT Weighbridge Scales,450286.29,27.79,5.25
59433.36,battery,Solar Decanter Centrifuge,50389.1,43.93,4.49
716641.32,textile,Solar Decanter Centrifuge,608439.94,15.23,4.71
771157.79,paper,IoT Weighbridge Scales,582918.67,45.6,8.26
308447.45,paper,Solar Decanter Centrifuge,259339.87,45.98,6.25
696382.87,textile,Automated Compactor Baler,660617.38,36.45,6.55
105556.18,battery,AI Optical Sorter,93019.57,16.11,3.68
180658.01,paper,AI Optical Sorter,134390.58,18.39,3.07
736375.35,plastic,IoT Weighbridge Scales,527095.32,33.53,6.64
779391.87,textile,Automated Compactor Baler,735568.06,20.36,6.02
710973.16,metal,IoT Weighbridge Scales,517737.86,43.32,7.25
372373.44,metal,Solar Decanter Centrifuge,302871.45,47.61,6.88
91058.74,metal,AI Optical Sorter,74711.42,30.11,4.15
706060.31,plastic,Automated Compactor Baler,636353.33,42.62,7.24
462908.98,textile,Automated Compactor Baler,359159.95,26.35,4.74
264184.71,textile,High-Shear Pelletizer Extruder,194708.08,15.55,1.7
484854.01,paper,Automated Compactor Baler,383668.36,31.27,5.9
768434.06,textile,Solar Decanter Centrifuge,598700.19,39.86,8.14
89054.3,plastic,High-Shear Pelletizer Extruder,80049.68,29.18,3.15
749377.96,plastic,High-Shear Pelletizer Extruder,657538.89,29.36,6.38
440242.72,battery,Automated Compactor Baler,414463.26,19.75,3.86
210153.11,paper,AI Optical Sorter,168385.24,45.54,5.93
116757.3,textile,IoT Weighbridge Scales,108541.13,44.55,4.8
514341.05,textile,High-Shear Pelletizer Extruder,484512.12,44.93,6.45
175212.63,metal,Automated Compactor Baler,126390.01,44.74,5.14
386638.52,textile,IoT Weighbridge Scales,292565.37,45.53,5.71
731307.58,textile,High-Shear Pelletizer Extruder,515462.38,23.77,5.19
732190.02,metal,AI Optical Sorter,687849.81,14.8,5.62
449270.18,textile,AI Optical Sorter,334667.11,32.81,5.53
112185.94,textile,Automated Compactor Baler,102535.85,27.65,3.68
194629.71,metal,IoT Weighbridge Scales,137690.32,12.35,2.25
690841.31,battery,IoT Weighbridge Scales,545457.05,17.38,4.71
432488.81,textile,AI Optical Sorter,400134.34,45.48,6.61
722177.19,metal,Automated Compactor Baler,650237.41,31.06,5.27
411191.86,textile,High-Shear Pelletizer Extruder,376121.46,34.64,5.98
317196.09,paper,AI Optical Sorter,285568.79,25.58,4.6
727502.0,paper,Solar Decanter Centrifuge,519839.74,45.37,7.43
616295.31,paper,High-Shear Pelletizer Extruder,513250.9,15.56,5.55
659134.69,battery,Solar Decanter Centrifuge,601544.72,43.6,8.86
336677.99,plastic,Solar Decanter Centrifuge,296443.55,43.03,6.37
540558.16,paper,Automated Compactor Baler,395790.53,46.11,6.13
624728.05,metal,Solar Decanter Centrifuge,564124.39,43.22,7.28
554756.12,paper,AI Optical Sorter,494189.92,16.91,4.71
65091.29,metal,AI Optical Sorter,53273.53,28.08,2.96
55322.4,paper,IoT Weighbridge Scales,43702.27,31.47,4.13
766985.04,battery,AI Optical Sorter,722685.5,45.59,9.02
703003.6,paper,AI Optical Sorter,641566.27,26.92,7.33
687381.95,paper,High-Shear Pelletizer Extruder,509946.42,25.64,6.61
315181.34,plastic,High-Shear Pelletizer Extruder,235923.38,31.32,4.42
372085.92,plastic,Solar Decanter Centrifuge,348542.46,20.67,4.43
229961.68,paper,Automated Compactor Baler,184227.54,28.4,4.52
227257.06,plastic,High-Shear Pelletizer Extruder,181351.02,25.27,4.0
567519.37,textile,High-Shear Pelletizer Extruder,515859.27,15.65,3.72
61623.68,plastic,Automated Compactor Baler,46087.14,30.15,3.8
699233.78,plastic,Solar Decanter Centrifuge,503192.44,24.83,6.18
662595.03,battery,AI Optical Sorter,579846.0,26.47,6.93
107226.84,paper,IoT Weighbridge Scales,85338.66,17.48,1.54
489333.7,plastic,Solar Decanter Centrifuge,397061.25,42.1,7.23
248725.3,paper,Solar Decanter Centrifuge,227767.95,21.58,3.5
63491.1,metal,AI Optical Sorter,55367.71,40.26,5.91
646465.89,plastic,AI Optical Sorter,524860.8,41.86,7.23
254595.42,metal,AI Optical Sorter,207184.93,32.01,3.34
352982.21,plastic,Automated Compactor Baler,272126.83,27.72,4.07
303362.78,metal,Automated Compactor Baler,224097.32,18.59,4.63
323785.68,paper,IoT Weighbridge Scales,305407.73,19.97,3.51
243358.16,paper,Solar Decanter Centrifuge,199808.27,35.33,4.76
63768.79,battery,High-Shear Pelletizer Extruder,49149.8,13.37,1.65
617003.18,plastic,AI Optical Sorter,438561.28,23.15,5.52
290082.61,textile,Automated Compactor Baler,250503.01,21.92,3.29
414533.15,plastic,Automated Compactor Baler,344896.5,46.9,6.18
592991.87,textile,High-Shear Pelletizer Extruder,475585.48,18.89,5.39
653280.81,plastic,Automated Compactor Baler,571785.87,16.08,4.9
629660.43,paper,High-Shear Pelletizer Extruder,505306.24,29.35,5.98
293379.99,battery,Automated Compactor Baler,226098.23,28.59,4.13
553478.32,metal,High-Shear Pelletizer Extruder,507381.21,34.55,5.74
759332.37,plastic,Solar Decanter Centrifuge,678591.22,21.53,6.17
750194.86,battery,Solar Decanter Centrifuge,539604.73,23.02,5.33
260395.87,metal,High-Shear Pelletizer Extruder,216019.46,28.63,4.6
285825.58,textile,IoT Weighbridge Scales,252233.15,26.79,4.98
583341.36,battery,Solar Decanter Centrifuge,533720.57,28.5,6.33
246812.06,textile,Solar Decanter Centrifuge,223232.29,24.47,3.37
125710.76,textile,IoT Weighbridge Scales,108507.31,28.42,4.15
348330.01,textile,AI Optical Sorter,329297.92,16.85,3.33
408499.66,battery,Automated Compactor Baler,324749.5,30.07,3.86
503803.44,battery,High-Shear Pelletizer Extruder,413925.54,30.18,5.81
456320.24,plastic,Solar Decanter Centrifuge,406827.42,45.57,6.56
760480.17,metal,Automated Compactor Baler,548066.33,44.94,8.25
378958.58,battery,IoT Weighbridge Scales,340557.08,28.43,3.61
178076.2,textile,AI Optical Sorter,151883.67,32.37,4.3
734190.92,plastic,Solar Decanter Centrifuge,538082.16,22.88,6.04
721313.88,textile,AI Optical Sorter,603449.47,32.5,7.31
104856.88,paper,Automated Compactor Baler,87657.15,24.19,1.78
405076.2,battery,Automated Compactor Baler,359877.85,46.85,7.68
669093.74,battery,Automated Compactor Baler,496655.72,23.61,6.2
380166.29,battery,Automated Compactor Baler,354448.76,34.62,4.49
786601.39,metal,Solar Decanter Centrifuge,638028.11,21.23,5.68
192810.12,textile,Solar Decanter Centrifuge,144197.37,25.9,2.23
290534.12,paper,Automated Compactor Baler,214083.89,13.07,2.62
103798.8,plastic,Solar Decanter Centrifuge,75112.87,39.3,5.22
90182.42,battery,IoT Weighbridge Scales,77163.45,19.48,3.57
428052.56,plastic,AI Optical Sorter,401130.75,42.33,6.14
129597.51,plastic,AI Optical Sorter,95925.27,47.22,5.49
168890.18,paper,High-Shear Pelletizer Extruder,133597.24,35.02,4.23
256028.77,plastic,AI Optical Sorter,181817.92,44.89,5.14
674745.6,plastic,Automated Compactor Baler,605464.52,13.12,4.7
277460.77,paper,Solar Decanter Centrifuge,261688.97,33.85,5.08
139941.39,plastic,IoT Weighbridge Scales,116574.22,29.36,3.4
195341.85,metal,Solar Decanter Centrifuge,172787.23,18.81,2.97
480118.82,plastic,High-Shear Pelletizer Extruder,449173.42,30.67,4.73
87335.75,battery,IoT Weighbridge Scales,75419.57,31.21,3.15
758030.96,paper,AI Optical Sorter,627758.83,21.64,4.98
579981.89,battery,High-Shear Pelletizer Extruder,453737.42,13.52,2.75
422221.34,textile,Automated Compactor Baler,303576.46,36.44,6.09
579492.8,paper,AI Optical Sorter,500503.69,26.04,5.0
195910.98,textile,Solar Decanter Centrifuge,179045.18,30.53,4.22
439372.28,battery,Automated Compactor Baler,340330.93,21.47,3.96
172706.32,paper,Solar Decanter Centrifuge,146317.23,15.21,1.63
790325.06,metal,Automated Compactor Baler,675517.54,22.18,6.01
721151.9,battery,AI Optical Sorter,567655.16,37.98,8.23
604196.22,battery,AI Optical Sorter,558131.37,36.7,7.93
237426.29,metal,AI Optical Sorter,207190.96,32.61,3.42
212610.71,paper,High-Shear Pelletizer Extruder,200421.1,18.33,2.17
497837.47,metal,IoT Weighbridge Scales,404080.82,21.15,4.57
457554.39,paper,High-Shear Pelletizer Extruder,341084.89,15.09,4.58
585589.36,textile,IoT Weighbridge Scales,467062.62,26.97,4.29
125464.98,battery,Automated Compactor Baler,108644.34,35.97,3.91
264668.23,battery,Solar Decanter Centrifuge,213829.45,41.43,5.51
695608.15,plastic,AI Optical Sorter,493042.64,44.83,8.69
631498.95,plastic,Automated Compactor Baler,543840.06,24.23,5.87
242015.88,textile,Solar Decanter Centrifuge,176446.14,31.31,5.4
377861.08,battery,High-Shear Pelletizer Extruder,346813.52,47.96,5.8
218905.33,battery,AI Optical Sorter,199507.64,33.99,5.5
80093.47,paper,AI Optical Sorter,63745.08,42.12,5.33
300607.27,textile,Solar Decanter Centrifuge,213308.2,43.35,6.78
434562.42,plastic,Solar Decanter Centrifuge,396958.22,17.05,3.75
121320.24,paper,Automated Compactor Baler,106927.96,14.92,2.11
587339.74,textile,AI Optical Sorter,540016.74,41.27,6.53
253780.64,textile,AI Optical Sorter,231594.99,19.66,3.55
551564.94,paper,IoT Weighbridge Scales,500944.19,16.5,4.51
759783.99,paper,Automated Compactor Baler,638499.28,18.69,5.03
218276.88,textile,Automated Compactor Baler,186052.0,41.54,4.67
640231.85,battery,IoT Weighbridge Scales,507284.93,30.21,5.74
470261.51,metal,Solar Decanter Centrifuge,401213.52,33.07,6.91
244586.88,textile,High-Shear Pelletizer Extruder,222325.53,17.35,3.38
392119.06,textile,IoT Weighbridge Scales,355528.7,41.91,6.56
628837.2,paper,Automated Compactor Baler,557842.48,46.61,7.58
394227.29,plastic,IoT Weighbridge Scales,357726.16,37.34,5.63
546477.38,plastic,Solar Decanter Centrifuge,443958.07,18.79,4.97
430923.06,metal,High-Shear Pelletizer Extruder,369608.21,24.59,4.13
306517.0,plastic,IoT Weighbridge Scales,217450.62,25.22,3.12
456724.98,plastic,Automated Compactor Baler,353737.99,26.84,6.35
600704.02,battery,Solar Decanter Centrifuge,528634.81,36.34,6.51
579244.5,paper,AI Optical Sorter,460924.74,19.99,5.13
383264.15,plastic,Solar Decanter Centrifuge,337743.17,44.21,7.04
138167.94,battery,Solar Decanter Centrifuge,109646.83,20.33,2.19
182029.76,metal,Solar Decanter Centrifuge,141643.89,44.92,6.05
680474.48,plastic,High-Shear Pelletizer Extruder,526657.09,43.98,7.74
79309.01,textile,IoT Weighbridge Scales,70276.1,46.96,5.83
378525.24,textile,IoT Weighbridge Scales,279847.09,36.86,6.89
717265.56,plastic,Automated Compactor Baler,663681.81,39.02,7.6
416453.69,plastic,Automated Compactor Baler,383800.46,42.16,6.87
780762.09,plastic,Automated Compactor Baler,615977.19,19.66,5.95
616974.39,plastic,IoT Weighbridge Scales,506462.25,36.68,6.85
658931.84,plastic,AI Optical Sorter,492527.28,15.97,5.46
590965.45,plastic,High-Shear Pelletizer Extruder,539246.74,38.14,6.48
287448.55,plastic,High-Shear Pelletizer Extruder,247407.11,36.94,5.63
703225.7,textile,Solar Decanter Centrifuge,522955.71,23.6,6.33
442048.01,textile,Solar Decanter Centrifuge,338929.18,45.46,6.77
179334.79,paper,High-Shear Pelletizer Extruder,150440.6,38.63,3.7
177047.37,paper,AI Optical Sorter,149141.22,38.58,4.74
156140.9,battery,IoT Weighbridge Scales,132032.57,16.57,3.16
723171.65,plastic,IoT Weighbridge Scales,634811.97,15.6,5.1
75159.4,paper,IoT Weighbridge Scales,59004.19,12.23,1.39
118988.38,textile,IoT Weighbridge Scales,91605.27,32.95,3.88
91512.34,battery,Automated Compactor Baler,67310.55,35.03,3.89
183057.1,textile,Automated Compactor Baler,134534.18,15.46,2.1
368429.46,battery,High-Shear Pelletizer Extruder,332184.83,18.47,3.62
306177.22,textile,Solar Decanter Centrifuge,253854.93,38.17,5.62
484875.68,paper,Solar Decanter Centrifuge,355591.93,41.01,6.17
60299.89,metal,AI Optical Sorter,44148.93,28.05,3.06
661515.97,paper,AI Optical Sorter,556505.69,36.11,6.98
469606.44,textile,High-Shear Pelletizer Extruder,412469.63,35.74,6.2
518525.5,battery,AI Optical Sorter,446973.09,24.19,5.7
273910.94,textile,Automated Compactor Baler,207474.28,38.98,5.21
522919.43,battery,Solar Decanter Centrifuge,433790.2,28.4,4.17
743163.83,textile,Solar Decanter Centrifuge,628238.17,31.76,6.8
214490.3,paper,Automated Compactor Baler,185119.29,38.18,4.6
247605.08,textile,AI Optical Sorter,214830.87,23.46,3.21
335922.46,paper,IoT Weighbridge Scales,306912.93,21.25,2.92
436959.41,paper,Automated Compactor Baler,408615.74,44.61,6.42
475104.58,metal,AI Optical Sorter,396829.46,37.75,6.83
747187.32,battery,Solar Decanter Centrifuge,604635.19,26.13,6.46
353911.34,paper,Automated Compactor Baler,319724.9,13.29,4.35
205602.08,plastic,AI Optical Sorter,173133.35,27.82,4.03
100430.48,metal,Solar Decanter Centrifuge,85730.99,41.96,4.07
60229.88,metal,AI Optical Sorter,45926.53,42.12,4.5
434225.27,textile,Automated Compactor Baler,365942.43,26.68,5.32
357041.85,metal,Solar Decanter Centrifuge,301239.69,26.48,4.64
330986.91,paper,Automated Compactor Baler,267276.51,47.44,6.87
632365.16,plastic,High-Shear Pelletizer Extruder,539227.27,43.37,6.54
61585.57,paper,IoT Weighbridge Scales,49093.43,26.98,2.77
434437.93,battery,Solar Decanter Centrifuge,393453.91,19.56,4.27
345562.74,textile,AI Optical Sorter,285397.68,40.86,5.54
686575.69,textile,AI Optical Sorter,549107.68,26.96,4.4
355971.95,plastic,High-Shear Pelletizer Extruder,318745.04,39.32,5.35
282169.48,plastic,IoT Weighbridge Scales,232240.73,43.7,5.76
359683.39,battery,AI Optical Sorter,312899.89,33.93,5.01
404619.22,textile,IoT Weighbridge Scales,294166.01,27.7,5.71
778963.13,paper,High-Shear Pelletizer Extruder,606444.19,34.8,7.54
121280.18,paper,IoT Weighbridge Scales,108219.84,33.48,3.46
302901.53,plastic,High-Shear Pelletizer Extruder,250632.62,33.07,4.59
322635.84,metal,AI Optical Sorter,242745.94,17.22,2.01
728285.85,textile,IoT Weighbridge Scales,642506.62,45.55,8.29
92849.54,battery,Automated Compactor Baler,85419.94,47.99,4.88
233048.01,paper,Solar Decanter Centrifuge,178354.27,47.35,6.29
225503.97,battery,Solar Decanter Centrifuge,166965.26,44.61,5.68
437185.87,textile,AI Optical Sorter,406771.58,39.27,6.66
200254.87,textile,High-Shear Pelletizer Extruder,174636.91,19.91,3.6
379003.77,metal,Solar Decanter Centrifuge,339582.88,28.32,5.03
541081.81,textile,IoT Weighbridge Scales,461080.59,32.15,6.18
770838.7,battery,High-Shear Pelletizer Extruder,627333.35,44.7,8.51
565462.25,textile,AI Optical Sorter,526243.55,32.46,5.74
322794.14,paper,Solar Decanter Centrifuge,233408.07,36.26,5.34
682277.71,paper,High-Shear Pelletizer Extruder,566653.21,26.46,5.81
275366.57,metal,IoT Weighbridge Scales,254307.32,29.92,4.61
357878.62,paper,High-Shear Pelletizer Extruder,286847.06,41.74,6.24
220724.4,battery,IoT Weighbridge Scales,189944.92,20.84,3.29
124226.47,metal,Automated Compactor Baler,103526.56,13.9,1.87
392704.14,metal,Automated Compactor Baler,362059.41,15.68,4.0
253541.14,plastic,IoT Weighbridge Scales,186267.33,16.58,3.3
181754.22,paper,Solar Decanter Centrifuge,162388.34,24.9,3.7
295828.4,paper,IoT Weighbridge Scales,239137.6,26.28,3.45
753540.39,plastic,Automated Compactor Baler,618115.18,24.0,7.46
376691.87,metal,AI Optical Sorter,332687.05,36.69,4.63
674953.46,metal,Automated Compactor Baler,595716.67,31.18,7.23
604101.04,plastic,IoT Weighbridge Scales,522657.25,46.22,7.27
597258.81,metal,IoT Weighbridge Scales,453873.26,25.41,5.73
150867.58,textile,High-Shear Pelletizer Extruder,108739.27,18.88,1.74
380566.21,plastic,IoT Weighbridge Scales,344053.53,47.58,6.35
650878.63,metal,High-Shear Pelletizer Extruder,525245.17,19.11,5.09
519993.98,metal,Automated Compactor Baler,403673.22,47.05,6.72
260347.42,plastic,IoT Weighbridge Scales,236057.47,33.42,5.68
645420.02,textile,Solar Decanter Centrifuge,470824.01,35.58,6.57
633778.93,metal,Solar Decanter Centrifuge,518953.57,40.46,7.52
150157.32,battery,IoT Weighbridge Scales,128224.07,36.87,5.03
361620.05,textile,High-Shear Pelletizer Extruder,256407.35,31.84,4.84
581510.63,battery,High-Shear Pelletizer Extruder,453714.28,21.08,5.8
127360.07,battery,IoT Weighbridge Scales,105057.69,43.32,5.05
144646.32,battery,Solar Decanter Centrifuge,118613.24,29.69,3.84
118438.74,battery,High-Shear Pelletizer Extruder,112122.9,34.3,4.1
538149.8,metal,High-Shear Pelletizer Extruder,416857.65,34.97,5.6
597885.99,textile,AI Optical Sorter,548305.85,22.61,4.78
51359.03,textile,Solar Decanter Centrifuge,40322.5,47.68,4.16
301113.76,paper,Automated Compactor Baler,212264.55,16.87,3.26
571397.34,metal,Automated Compactor Baler,453946.17,23.4,4.49
482899.81,battery,High-Shear Pelletizer Extruder,387213.85,45.73,7.59
332938.99,textile,Automated Compactor Baler,254289.41,16.57,3.23
168245.77,paper,Solar Decanter Centrifuge,155548.42,38.34,4.47
325248.61,metal,High-Shear Pelletizer Extruder,253154.63,22.62,4.26
194436.22,textile,High-Shear Pelletizer Extruder,152723.12,18.06,3.01
486238.5,battery,High-Shear Pelletizer Extruder,432929.6,27.24,3.95
133276.19,textile,High-Shear Pelletizer Extruder,123588.09,15.66,2.42
86864.47,battery,AI Optical Sorter,67929.53,35.77,3.8
563246.49,battery,Solar Decanter Centrifuge,488307.42,13.46,5.18
343064.74,paper,IoT Weighbridge Scales,324068.04,12.38,2.19
694890.87,plastic,AI Optical Sorter,543344.72,19.57,6.5
423265.97,battery,Automated Compactor Baler,391680.34,13.25,3.98
503601.32,textile,AI Optical Sorter,440151.51,24.33,3.95
130971.84,textile,Automated Compactor Baler,120680.79,35.37,4.38
184472.18,plastic,High-Shear Pelletizer Extruder,144320.8,33.16,3.62
685472.56,paper,Solar Decanter Centrifuge,482908.2,14.68,5.2
569907.16,paper,Solar Decanter Centrifuge,473147.47,42.11,7.07
672644.42,textile,Automated Compactor Baler,505790.03,12.73,5.79
230196.94,textile,IoT Weighbridge Scales,194873.69,39.51,3.37
794865.58,battery,High-Shear Pelletizer Extruder,678906.79,47.49,9.29
759338.48,paper,High-Shear Pelletizer Extruder,696112.36,38.88,7.91
693324.16,battery,IoT Weighbridge Scales,508021.36,37.06,7.0
98750.59,battery,Solar Decanter Centrifuge,72234.59,44.51,4.1
698172.95,textile,Solar Decanter Centrifuge,564089.73,40.29,7.94
414779.08,metal,Solar Decanter Centrifuge,371753.2,41.58,6.2
465866.84,battery,Automated Compactor Baler,438855.0,39.11,7.53
672524.51,battery,IoT Weighbridge Scales,614088.67,31.74,6.25
197985.48,battery,High-Shear Pelletizer Extruder,182748.16,28.94,3.64
57759.2,textile,Solar Decanter Centrifuge,50595.81,35.43,4.44
775896.76,plastic,High-Shear Pelletizer Extruder,573452.0,27.73,7.53
485552.85,metal,Automated Compactor Baler,373553.63,30.01,5.06
170452.36,battery,Automated Compactor Baler,133122.41,33.14,5.3
577320.43,textile,AI Optical Sorter,472013.08,46.42,7.94
625028.93,battery,High-Shear Pelletizer Extruder,549347.72,40.37,7.6
387434.59,textile,Solar Decanter Centrifuge,301908.49,42.6,7.18
684715.5,textile,IoT Weighbridge Scales,624936.16,27.26,4.87
797848.92,battery,High-Shear Pelletizer Extruder,585125.55,13.73,5.55
