investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
804238.38,471676.31,31537.31,7467.95,22.61,-26696.32,4.9
814842.45,425619.03,20357.61,702.38,-20.0,-532737.63,2.86
431782.46,343402.99,23067.17,7539.84,55.65,188295.29,6.23
389133.31,324677.19,10134.57,7543.82,-7.95,-189141.36,3.68
568411.17,117950.91,15303.65,7536.37,27.7,13556.78,5.11
508471.17,123695.09,48396.29,7208.23,150.0,1182990.8,14.38
959278.09,225010.42,24279.92,8999.96,9.93,-144670.43,4.4
548796.87,359493.88,13356.47,4577.92,-20.0,-345328.54,3.1
167277.37,118870.42,1046.23,584.8,-20.0,-236631.33,0.87
978419.63,136329.77,33502.22,8423.18,50.4,224038.1,6.02
573127.44,93509.36,36677.71,6082.46,150.0,723845.55,10.45
744688.06,389478.38,48795.11,5820.92,98.24,661291.14,7.93
374559.06,331262.99,4353.59,8994.49,-20.0,-342595.16,2.58
163411.96,177364.56,40971.52,6053.66,150.0,1194739.58,22.57
423953.74,247249.12,42872.82,3532.04,150.0,868431.04,11.49
876167.2,62304.53,39063.12,8505.97,104.09,591025.09,8.16
222726.77,226566.34,9109.49,7124.72,33.74,30546.71,5.35
558580.38,324955.21,10627.86,2275.11,-20.0,-468343.74,2.35
89422.46,174592.42,28427.49,8607.76,150.0,906968.02,22.22
683581.08,228990.24,47702.89,7248.6,145.99,880020.32,9.84
933656.94,273242.23,13686.31,717.7,-20.0,-725219.27,2.0
739780.61,78225.44,15835.98,5418.21,2.15,-150763.79,4.09
586195.76,308279.93,9146.51,3921.43,-20.0,-490118.36,2.26
636334.52,485513.06,36653.93,9241.52,63.57,343506.84,6.54
774101.46,304024.15,10409.15,6733.52,-20.0,-563549.72,2.39
642210.59,309185.2,24999.51,5380.83,28.64,25943.06,5.15
367720.4,269270.09,10680.24,8090.71,9.36,-80701.02,4.37
226488.11,60783.82,22376.06,6651.41,150.0,631470.41,16.02
465830.98,152841.98,28350.39,3600.62,112.21,429740.96,8.49
936224.31,462869.67,25616.22,3413.26,-14.87,-447960.8,3.41
750275.79,37622.21,24263.68,3495.97,44.19,119314.02,5.77
924509.09,25761.45,28087.93,7458.5,49.17,181656.42,5.97
510767.09,60993.45,48650.61,5276.5,150.0,1205750.77,15.57
633476.93,133572.7,24691.41,4405.67,54.04,176471.44,6.16
121151.05,70956.97,42036.15,2550.24,150.0,1295610.55,38.79
235210.36,262357.5,38668.61,807.08,150.0,834103.3,13.41
597967.52,77221.01,2786.59,716.89,-20.0,-563443.07,0.83
842455.9,76626.79,3212.42,4491.42,-20.0,-702461.98,1.18
851793.8,145956.02,21663.92,591.24,-5.94,-248355.08,3.76
476624.59,297254.28,28974.45,3457.78,72.53,292292.41,6.9
349756.52,71179.34,18973.12,1175.05,99.94,251124.23,8.0
778266.15,483811.66,48533.65,8677.7,84.06,592944.02,7.36
620752.54,356415.53,14975.08,6381.55,-15.28,-316065.06,3.39
482867.07,251368.32,38131.05,2962.8,132.82,630835.18,9.31
352137.63,463828.06,3754.99,4959.22,-20.0,-569724.42,1.51
917160.76,312974.24,27773.95,2647.49,2.41,-224117.79,4.1
376111.71,428983.24,28401.69,5244.47,69.47,284440.52,6.78
144600.73,27693.52,48220.57,3894.46,150.0,1557514.11,45.0
623052.41,58263.24,34472.6,9339.15,150.0,712347.87,10.25
596881.99,80535.35,29504.35,7710.2,119.25,508610.11,8.77
436095.71,442322.12,32785.46,9012.64,89.4,450165.57,7.58
642330.05,83018.23,16174.89,2177.59,3.78,-124237.23,4.15
913385.17,384992.03,34143.52,3149.47,19.04,-64163.69,4.76
224842.53,383096.52,24233.74,2412.74,81.32,272306.62,7.25
635790.88,39360.25,16982.34,4791.86,28.19,15991.22,5.13
190560.42,492634.15,11245.77,1477.46,-20.0,-266140.77,3.06
243358.13,389149.34,21849.78,5741.08,74.05,246565.76,6.96
69958.7,36527.03,22845.45,8203.22,150.0,865362.53,45.0
890976.93,61619.15,27379.79,9149.65,50.97,195811.68,6.04
418574.12,418191.6,7551.09,9366.87,-20.0,-356101.58,2.88
763852.15,471840.51,34154.24,3761.36,26.6,13543.38,5.06
941272.11,152272.05,17276.45,7067.92,-13.47,-337894.28,3.46
777050.48,466113.67,11035.32,8020.38,-20.0,-676508.82,2.28
751618.75,50621.39,19973.93,2971.1,16.93,-53187.58,4.68
339265.9,491814.5,32496.09,7233.23,92.29,445054.21,7.69
977786.76,201056.86,40290.17,4458.4,56.6,295332.22,6.26
876056.99,106715.62,47436.62,2343.96,112.29,683285.75,8.49
359909.48,382972.27,20294.0,6160.47,40.98,93438.66,5.64
472344.83,376337.57,12188.23,772.89,-20.0,-416522.26,2.55
334932.93,247668.16,9232.98,3677.01,-13.71,-181164.31,3.45
429983.87,47548.08,29582.06,8866.57,150.0,738834.63,12.76
194155.77,306947.85,33572.22,4309.48,150.0,741510.63,12.42
716042.71,217151.14,25727.23,272.06,18.04,-53544.77,4.72
707134.11,337444.49,2881.64,3808.85,-20.0,-855535.47,0.91
980080.25,221953.55,25595.32,9117.32,13.25,-114961.98,4.53
731398.78,299393.66,40092.43,8670.79,90.54,537585.53,7.62
484043.67,248052.02,19916.5,9673.72,55.26,175577.21,6.21
712307.94,59947.07,43285.02,4909.49,150.0,814366.53,10.29
115316.21,283864.28,21441.05,8801.94,150.0,539348.27,11.78
243794.87,416703.01,28326.75,735.18,85.61,318468.4,7.42
973253.04,266055.32,15252.97,4800.19,-20.0,-606658.13,2.56
864964.89,166353.5,10441.14,1464.9,-20.0,-641873.02,1.89
332966.43,394423.08,24109.69,2429.32,50.89,149043.48,6.04
207875.75,179710.15,47056.29,3561.66,150.0,1294736.37,21.74
988717.87,252910.62,9779.03,8933.17,-20.0,-695741.94,2.2
487337.6,360642.24,49201.87,691.72,149.04,838405.86,9.96
141859.83,365819.24,14809.43,2006.15,35.83,42983.67,5.43
87393.79,30486.42,38949.79,1517.45,150.0,1240351.66,45.0
494334.59,310830.47,21989.24,465.65,17.8,-47738.4,4.71
794326.43,25046.35,38332.6,8954.38,131.61,696074.08,9.26
461197.93,277060.39,24372.19,4014.24,56.62,185052.09,6.26
893053.31,449088.09,17455.0,6227.68,-20.0,-600560.92,2.77
930562.18,481788.08,25938.99,4637.68,-12.09,-420930.26,3.52
314759.6,480258.5,7997.9,5882.33,-20.0,-382666.43,2.6
318422.75,153923.98,20843.46,9988.17,150.0,474318.59,10.04
102217.99,297700.07,5046.04,1714.3,-20.0,-187597.21,2.66
467584.79,265020.86,13680.83,3301.28,-7.12,-189218.91,3.72
132618.67,165545.5,48361.36,9458.13,150.0,1569706.98,31.38
368134.38,294009.89,45570.17,260.6,150.0,890660.95,11.75
820149.39,475217.39,5474.96,1782.19,-20.0,-1066862.81,0.88
962708.99,278019.27,1695.64,2724.79,-20.0,-1117905.87,0.5
477446.49,352596.28,36924.86,9955.13,125.04,661602.09,9.0
323135.64,278345.65,27132.85,4175.32,112.54,419379.6,8.5
210703.8,489179.15,42812.54,5083.66,150.0,874876.19,11.27
623083.15,129085.31,27645.57,7010.71,84.17,354018.08,7.37
539408.68,495336.88,30955.74,3835.54,38.26,107716.73,5.53
783544.43,101822.01,19841.27,3600.2,7.44,-125745.27,4.3
460216.74,395254.32,24724.48,7981.34,50.82,174832.27,6.03
597664.46,184193.33,40688.96,2535.24,130.9,659780.36,9.24
263163.83,262161.4,13781.61,289.05,13.15,-50679.74,4.53
665882.65,265325.03,22830.37,9676.29,35.37,75418.07,5.41
592639.22,434447.16,7833.06,5778.22,-20.0,-622823.04,1.97
874580.65,299890.76,36182.69,3846.03,40.76,145634.59,5.63
137827.04,239792.14,20329.49,8697.19,150.0,520675.91,11.92
281795.54,484032.43,47948.77,2626.79,150.0,924387.08,11.06
380649.36,449866.76,48364.49,4545.7,150.0,919777.67,10.56
354947.19,272525.13,34700.69,2880.05,148.8,619196.19,9.95
749649.52,44795.53,3415.43,3985.62,-20.0,-583051.52,1.33
385799.53,171503.94,25059.97,3343.19,109.1,373272.92,8.36
232645.02,168545.38,48770.31,4228.91,150.0,1355286.98,21.93
472477.14,296741.6,49183.7,2567.69,150.0,961491.64,11.27
697218.01,363672.65,30758.9,1068.07,26.24,8592.76,5.05
693028.66,50765.46,30210.99,7447.9,102.66,459931.24,8.11
250421.4,423978.56,2487.34,8469.37,-20.0,-387090.31,2.13
487312.6,124442.21,7555.13,9542.41,-0.72,-126748.11,3.97
119032.31,115564.84,18043.3,6278.3,150.0,528161.46,16.29
567561.03,80308.88,15196.67,2539.77,11.45,-71281.42,4.46
252865.71,217349.28,35497.54,2331.04,150.0,790344.78,13.43
398344.94,207640.36,48846.37,9555.73,150.0,1280684.09,15.6
810130.7,135996.28,4333.83,3305.66,-20.0,-719854.1,1.2
303454.82,262844.38,39108.67,8611.56,150.0,967273.02,13.57
852620.88,192644.27,34674.48,3265.78,50.36,209754.43,6.01
107860.27,356751.33,1481.55,4209.99,-20.0,-313475.09,1.63
362910.31,352821.22,38546.03,3180.13,142.22,668628.9,9.69
821045.66,161080.05,22869.99,7324.78,21.34,-30488.75,4.85
708274.22,493936.87,12032.89,6690.72,-20.0,-633553.91,2.37
629197.81,459247.26,8661.74,7567.62,-20.0,-613190.54,2.19
589855.19,151839.62,24247.31,3471.01,52.98,164363.72,6.12
600347.73,446720.29,28895.94,6390.88,35.6,86705.13,5.42
542810.45,44559.44,12410.07,5021.62,15.44,-45897.37,4.62
344723.52,107246.53,25702.51,3363.54,150.0,500900.36,10.56
295202.26,242713.0,7530.93,9291.91,11.32,-59730.97,4.45
874316.99,359657.88,6204.48,7803.6,-20.0,-836462.09,1.61
817559.46,388527.02,6584.33,6510.3,-20.0,-826664.91,1.58
842608.56,297129.63,32673.96,4691.96,34.19,81553.73,5.37
552271.95,36500.89,32309.19,998.18,138.31,531650.24,9.53
463263.86,160474.45,27725.97,1507.48,96.17,353340.21,7.85
707061.23,401605.54,9004.37,1222.27,-20.0,-773795.23,1.51
188239.71,441021.23,26881.27,4779.16,104.34,397527.43,8.17
151376.23,331786.88,43531.98,8316.22,150.0,1193452.33,17.38
644751.97,56133.78,6507.45,683.23,-20.0,-463667.95,1.7
294605.26,85117.5,13742.35,3973.57,85.2,181857.59,7.41
945833.64,312980.51,41913.72,7161.44,58.58,335216.44,6.34
156877.97,373241.8,14479.85,6463.26,52.66,116133.19,6.11
373913.87,498882.69,13914.02,2935.48,-20.0,-330258.88,3.11
934138.64,31829.31,35137.76,7308.2,77.29,401615.7,7.09
844559.65,487730.87,48804.49,839.71,57.58,344154.49,6.3
830747.36,330228.77,32719.76,1457.83,23.54,-15607.46,4.94
667677.81,491591.64,45679.11,4503.48,79.12,498876.35,7.16
87950.57,193900.88,41493.13,7074.69,150.0,1295826.84,28.04
486376.47,46448.74,21917.84,4796.44,101.83,325928.15,8.07
932127.76,327721.33,16270.99,5348.12,-20.0,-579522.62,2.7
112752.54,486832.75,18642.94,4883.1,56.58,150100.11,6.26
387519.78,347605.63,33449.38,7210.16,122.81,572809.13,8.91
304736.07,171520.87,7137.31,6624.0,5.42,-75344.44,4.22
87807.27,306887.52,43615.1,8930.16,150.0,1299449.07,21.5
476585.87,240465.77,4771.49,6773.5,-20.0,-392848.98,2.26
830196.45,137434.43,21643.74,8420.63,21.17,-31358.06,4.85
883264.44,136726.39,27977.96,2086.43,22.71,-20490.67,4.91
146784.83,457337.84,41204.87,7648.34,150.0,977515.26,13.11
96328.0,424989.82,22464.16,3555.47,103.6,326247.44,8.14
569152.54,63849.56,38075.68,5907.86,150.0,800742.03,11.35
227260.59,110351.46,10028.18,758.62,32.98,20898.59,5.32
608408.53,423367.13,1857.41,680.25,-20.0,-952442.58,0.39
594131.76,413357.93,17010.21,3626.22,-17.45,-343326.04,3.3
616529.17,151622.19,2303.81,7405.24,-20.0,-512562.73,1.67
644367.42,298762.88,37342.52,6817.26,89.96,487517.65,7.6
245587.89,189190.9,7179.4,1472.6,-19.66,-155846.21,3.21
692385.96,432128.05,48173.9,6357.8,99.03,662722.55,7.96
224896.26,70712.17,40829.7,5871.81,150.0,1230737.99,25.86
637370.77,395101.8,35460.58,8377.69,70.31,371688.13,6.81
103403.21,378809.91,42691.79,3004.12,150.0,1038629.76,15.8
658424.91,170797.79,47940.58,527.55,147.62,810424.62,9.9
600803.2,99921.7,35898.79,1923.72,125.97,563694.75,9.04
273614.1,257297.99,45826.91,2274.8,150.0,1078859.01,15.19
187028.02,384308.88,25530.36,9135.49,137.88,513965.53,9.52
189283.83,330045.39,12411.08,1736.25,11.6,-56527.5,4.46
699257.94,304968.62,37986.55,3232.73,70.42,362406.36,6.82
475573.07,214626.4,49220.38,3064.04,150.0,1053646.58,12.66
330076.38,190183.14,28665.11,2672.76,149.58,516607.4,9.98
919525.44,147529.07,44894.97,1214.06,82.23,485676.82,7.29
673734.57,455353.05,9268.72,9689.6,-20.0,-582398.71,2.43
480239.19,473943.25,34164.18,3155.55,62.09,280877.98,6.48
228887.4,165792.82,5557.85,1609.91,-20.0,-167490.28,2.88
149427.42,223012.9,39983.34,1585.56,150.0,1022499.76,18.76
173804.41,328845.9,10661.97,1156.58,-2.95,-113096.83,3.88
208506.15,463391.07,41252.09,3669.83,150.0,816033.18,11.09
673029.73,277892.32,34179.09,6890.18,74.5,374111.95,6.98
647297.31,147728.66,2911.31,4664.55,-20.0,-584476.39,1.33
896425.19,293358.68,41787.16,9917.92,74.27,465986.51,6.97
205435.39,352053.27,34040.39,9803.56,150.0,832631.85,12.49
986320.7,349605.73,12937.12,8025.85,-20.0,-704596.55,2.37
151677.68,394735.67,45599.61,3951.77,150.0,1095817.4,15.05
649103.53,226468.51,22450.49,3241.63,20.08,-35989.15,4.8
774023.14,469364.75,47096.79,1912.86,65.6,400809.59,6.62
881006.47,373967.09,13389.03,859.39,-20.0,-779988.35,1.9
304597.4,457859.95,32025.76,7266.34,107.1,498508.08,8.28
294294.73,365306.31,2377.95,3878.15,-20.0,-485992.02,1.32
645415.68,90126.35,41327.18,2503.31,149.0,726990.96,9.96
669667.06,214494.63,30206.14,1253.02,49.45,170992.79,5.98
66067.16,456590.93,14211.87,8232.83,62.82,156892.8,6.51
999382.79,121487.0,13993.37,6696.03,-20.0,-485550.69,2.84
967176.2,459590.89,25640.9,7992.08,-6.82,-365104.94,3.73
178958.56,489170.33,48253.31,1804.54,150.0,1012723.72,12.6
334451.97,68074.4,14314.16,8196.37,112.22,279622.47,8.49
409399.83,62430.54,17769.05,9817.56,122.48,366408.24,8.9
648199.42,219757.25,9160.39,9864.53,-20.0,-320753.82,3.16
829806.56,155109.11,4433.37,754.93,-20.0,-816370.62,0.86
164359.24,298768.92,46509.41,5068.09,150.0,1236722.13,18.39
850798.21,234025.58,35720.59,7372.35,60.33,304076.99,6.41
215265.52,193383.71,32227.81,892.83,150.0,706487.97,13.67
393463.18,276703.74,49815.0,4850.43,150.0,1136654.45,13.5
825253.92,227392.3,40023.15,6035.07,78.79,450238.3,7.15
892265.67,217252.43,30610.92,6374.18,34.49,82057.86,5.38
446513.79,89269.78,5584.41,363.38,-20.0,-337554.39,1.85
879857.55,133507.96,11363.83,7413.15,-20.0,-450108.14,2.78
354015.31,262901.45,8963.04,9605.51,8.46,-82616.67,4.34
859002.33,434619.02,20931.91,7671.14,-13.44,-399461.5,3.46
186682.35,24137.12,1978.67,5948.7,24.54,-1158.64,4.98
482625.16,268647.37,1365.69,4342.33,-20.0,-600897.6,1.0
732164.75,232492.98,36878.74,2483.59,70.2,346431.72,6.81
822484.9,302447.0,11327.39,2519.86,-20.0,-680136.04,1.98
646628.94,418371.0,21365.76,2731.34,-7.04,-274455.19,3.72
873661.03,341248.78,22956.19,4981.42,-7.39,-316485.62,3.7
244043.64,320865.26,18578.38,9957.32,92.65,304145.13,7.71
506174.34,253225.09,28726.74,9184.21,97.05,435548.9,7.88
810777.19,236542.43,36216.26,5945.11,63.99,324211.77,6.56
517748.7,112311.57,23732.88,2609.02,72.51,237889.36,6.9
919100.04,180995.27,47660.94,5423.94,98.92,647360.6,7.96
649967.16,280611.41,7339.65,3883.05,-20.0,-588461.96,1.84
144188.81,319017.94,22896.84,7824.25,150.0,501306.7,10.43
259446.96,98991.71,20910.28,9280.54,150.0,573542.09,13.02
724900.72,221083.34,26346.34,1025.29,21.62,-27279.12,4.86
985347.1,339875.51,14984.8,5940.92,-20.0,-674345.68,2.46
154008.25,483601.6,9564.46,6550.7,-5.43,-156080.51,3.78
283181.74,364429.46,39064.25,6799.51,150.0,841043.5,11.51
633774.49,448385.17,4852.71,3442.96,-20.0,-834987.69,1.14
285873.11,494246.7,20080.1,7379.6,37.77,78147.03,5.51
700488.91,121798.99,12710.89,2956.59,-20.0,-320076.58,3.06
440570.91,132476.03,1962.92,8818.05,-20.0,-295181.66,2.43
967329.34,183953.79,17586.84,269.5,-20.0,-547964.22,2.62
696238.15,416211.15,8183.81,1764.73,-20.0,-792430.65,1.44
800579.09,315819.56,3198.17,6300.96,-20.0,-856911.68,1.16
343471.84,196988.07,38716.84,8147.16,150.0,968689.16,13.99
430338.8,474633.41,20916.67,7763.99,23.97,-9105.17,4.96
509683.4,450815.52,45480.3,1056.68,104.54,608327.36,8.18
939668.66,416256.72,39774.23,2168.93,29.47,45893.14,5.18
814863.25,428063.71,15168.37,9532.15,-20.0,-499787.77,2.99
97367.14,91956.44,27341.48,5842.77,150.0,878563.22,28.25
662892.58,28145.18,48057.97,636.96,150.0,955214.65,11.93
185908.86,26726.97,28776.06,9336.22,150.0,987628.03,28.27
682649.81,414875.58,1650.78,5511.75,-20.0,-909460.28,0.86
486584.83,259504.61,4538.45,6907.47,-20.0,-426586.43,2.15
528059.39,387271.45,24779.24,1663.94,20.51,-34510.3,4.82
665844.11,102745.45,43747.33,6208.54,150.0,864842.37,10.65
199343.69,481922.27,26399.91,914.4,68.72,236600.76,6.75
645491.26,141535.48,40380.98,8214.66,149.37,780216.81,9.97
979999.99,260897.37,23292.89,7584.06,-1.89,-268696.8,3.92
175847.12,282519.45,27766.13,1076.84,150.0,509758.39,10.58
447084.88,429576.7,42951.53,1172.53,112.24,609118.28,8.49
136184.84,146093.83,43863.54,1463.25,150.0,1241417.49,27.04
733996.96,68559.5,31533.75,3689.46,80.78,356022.88,7.23
799468.26,132171.42,32320.89,2509.69,55.52,225390.57,6.22
727977.27,439365.46,7213.29,8692.64,-20.0,-714294.81,1.94
613896.49,81013.04,21949.55,1776.43,41.91,92571.75,5.68
715330.49,384256.7,6184.03,5160.17,-20.0,-766095.0,1.52
823893.8,469358.26,26162.38,9512.74,8.04,-177462.85,4.32
558904.52,209211.44,42561.95,5031.23,150.0,796882.58,10.21
498307.39,255349.99,42492.47,8353.03,150.0,888560.69,10.91
433343.99,179983.93,25104.47,5813.17,102.39,377930.4,8.1
276420.35,401098.44,24837.66,3473.65,71.18,248638.02,6.85
151479.94,134645.68,47514.78,3189.98,150.0,1402852.49,29.57
210416.32,241122.94,16047.3,544.56,54.66,106120.19,6.19
356987.96,281172.14,28033.91,3694.28,104.07,401756.68,8.16
474937.62,483448.6,19490.08,2730.62,-5.02,-231515.84,3.8
281293.69,239727.01,38216.49,2218.68,150.0,829123.17,12.98
723831.32,30151.92,21527.72,7803.48,52.39,163567.29,6.1
371796.31,290593.81,11043.98,7471.55,4.7,-108588.54,4.19
99665.15,429220.47,10711.62,8769.1,35.82,44720.68,5.43
384902.78,366888.12,16642.04,9077.93,30.31,30480.59,5.21
170305.27,105689.5,25158.48,1003.0,150.0,601862.53,15.93
236181.18,473007.86,48847.99,3887.34,150.0,1041742.05,12.37
927121.72,281515.84,14217.38,7083.51,-20.0,-556433.24,2.7
675956.72,494780.15,13987.32,6786.18,-20.0,-533463.24,2.73
99422.57,74550.1,1192.0,9994.71,101.47,105917.47,8.06
812160.01,397627.05,25976.58,3140.66,-0.96,-252954.64,3.96
193701.07,156643.87,19422.59,7611.84,150.0,491170.79,12.03
562678.7,57192.14,1883.42,1202.86,-20.0,-527135.3,0.75
439973.78,467932.6,32232.72,8057.89,77.51,379045.87,7.1
493055.86,193599.72,6311.62,8784.14,-20.0,-262016.43,3.1
794002.03,100696.69,26100.77,4976.27,40.67,110322.95,5.63
643836.98,474169.71,29408.8,5494.13,26.54,11689.02,5.06
97806.79,50195.59,10179.99,518.21,150.0,209901.04,12.11
756185.25,367198.55,7666.76,8393.57,-20.0,-662110.55,2.06
197046.73,164564.28,13199.87,3848.61,87.07,178564.87,7.48
291930.58,254696.44,20962.99,9868.38,117.15,401225.05,8.69
103130.03,88247.06,3588.47,6333.24,78.97,82129.32,7.16
101783.81,421491.07,26084.99,5364.67,142.62,490516.07,9.7
583514.78,101990.58,10686.82,3324.41,-19.2,-243175.1,3.23
613821.6,120856.53,6700.25,9707.15,-20.0,-274737.75,3.14
70882.72,405294.75,39613.72,3112.7,150.0,942803.04,14.93
178845.29,89901.75,35174.15,6499.5,150.0,1080698.31,25.15
793608.39,469990.96,34904.44,1727.35,21.5,-37630.48,4.86
281270.49,424252.99,11256.0,910.72,-20.0,-301699.61,2.87
718116.05,213212.65,46081.96,6572.5,131.46,790055.08,9.26
135898.03,474971.15,13669.31,3504.68,12.31,-63000.71,4.49
432147.39,44587.66,25329.26,1408.52,134.67,416633.02,9.39
430921.81,188340.7,38869.16,8071.07,150.0,893233.23,12.23
195742.24,195944.57,19294.3,1683.82,122.25,303462.08,8.89
808530.83,359469.6,10328.71,3793.87,-20.0,-726577.34,1.89
150514.77,321539.17,6947.22,9862.15,25.22,-18.45,5.01
791647.97,207314.5,29349.63,9131.15,52.29,215854.6,6.09
576394.32,103759.27,19556.46,8462.82,59.53,186291.9,6.38
662002.37,332347.7,43474.25,8960.94,112.85,695751.17,8.51
923802.94,65527.61,27662.17,7456.99,41.44,128110.96,5.66
769080.5,311223.78,9172.58,8014.72,-20.0,-577002.2,2.33
734105.77,61345.17,23726.68,1904.98,33.95,55422.18,5.36
370603.19,28678.92,20616.16,5588.79,150.0,434276.57,10.46
638603.46,338475.37,41978.27,2311.54,89.69,502957.1,7.59
164457.73,428737.84,8674.03,9752.65,11.47,-65179.12,4.46
850411.32,260420.77,49089.65,1154.29,90.93,582826.7,7.64
337912.47,326347.72,18150.34,9298.05,58.12,174473.1,6.32
112344.78,283717.68,29952.45,6596.74,150.0,778497.86,14.86
292882.91,194991.89,42340.35,2110.44,150.0,999631.59,15.27
835524.45,290074.6,38347.19,7193.35,63.96,348154.98,6.56
247135.92,293030.11,43518.43,4434.74,150.0,1043003.9,14.68
968261.23,237063.25,7996.5,4016.46,-20.0,-837719.75,1.53
954117.29,173466.01,43536.81,8836.26,87.6,561654.16,7.5
382677.2,59963.68,36503.34,3252.82,150.0,874136.1,14.9
793777.43,232474.33,24778.07,7823.51,25.48,2089.36,5.02
413245.16,232701.13,19433.33,3799.94,45.51,104615.13,5.82
549649.25,408223.73,18726.65,5337.7,-0.19,-194456.12,3.99
687190.96,149330.93,14598.62,9347.45,7.69,-117143.59,4.31
737357.84,297049.6,32738.28,487.13,35.92,88335.47,5.44
637197.82,264564.26,27741.73,3722.35,43.13,128911.55,5.73
127400.2,112802.83,47586.49,4205.26,150.0,1475531.18,35.78
493349.0,45300.7,2840.75,7228.38,-20.0,-269075.48,2.51
561189.93,264178.87,12913.1,7498.56,-6.25,-207486.11,3.75
209824.75,111168.68,23574.9,3005.54,150.0,551093.8,13.61
285089.83,329714.07,32897.62,8280.27,150.0,700040.77,10.71
446823.14,55080.84,14409.65,9804.05,80.62,221999.78,7.22
616445.65,360673.8,1360.53,5278.42,-20.0,-804494.5,0.88
85652.22,293230.5,46117.77,9690.51,150.0,1418412.15,23.76
563525.04,239938.31,47305.84,6801.38,150.0,964939.38,11.02
111654.32,243548.28,12772.01,4804.08,93.39,193342.04,7.74
482692.29,299429.51,18481.75,1809.85,7.37,-111530.13,4.29
528533.46,418497.38,33536.6,3516.01,61.64,275365.77,6.47
938746.87,457859.63,11258.07,586.29,-20.0,-1000484.3,1.42
754243.27,417252.93,48425.36,8920.4,98.52,685664.85,7.94
620508.03,274425.12,2364.21,2617.23,-20.0,-751997.34,0.8
486634.01,321681.87,28305.34,7477.83,76.58,331452.64,7.06
315778.58,291177.25,5318.97,4253.92,-20.0,-324532.38,2.33
762652.79,352832.41,49541.49,2923.33,96.62,635887.9,7.86
523279.83,178174.6,22589.55,8598.11,73.64,271169.19,6.95
699998.62,443571.77,10972.04,8758.94,-20.0,-561369.35,2.55
106774.16,446527.65,17124.62,3282.96,49.34,106521.4,5.97
536484.15,471531.29,3341.29,3651.86,-20.0,-807133.73,1.0
863743.39,210106.15,10758.69,4362.98,-20.0,-604200.05,2.19
416274.88,459399.78,38334.78,5150.13,103.7,548710.53,8.15
