material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
battery,19,2562.81,7.44,5.34
textile,2,3571.06,2.82,2.03
metal,2,4011.34,2.93,1.79
paper,29,4374.4,1.86,1.32
textile,4,3966.41,2.55,1.51
battery,8,2857.55,6.41,4.79
textile,27,4558.84,2.04,1.82
plastic,7,3714.61,3.81,2.68
textile,1,4459.14,2.45,1.83
plastic,23,3759.56,3.97,3.12
metal,14,4360.16,0.63,0.4
battery,3,2316.49,7.62,5.94
metal,10,4720.42,2.22,1.58
plastic,26,3728.18,3.57,2.67
paper,2,3674.17,2.94,2.66
plastic,7,3422.43,3.55,2.38
plastic,28,3216.83,3.52,2.8
metal,9,3401.05,3.41,2.22
textile,6,3818.32,3.22,2.31
battery,12,2970.98,6.22,5.27
paper,14,4779.11,1.53,0.8
textile,21,4042.24,2.71,1.77
metal,26,3981.69,2.38,2.17
textile,14,4683.68,0.5,0.69
metal,12,4377.53,0.7,0.33
textile,16,4155.42,0.7,0.61
battery,32,2868.76,5.08,3.53
plastic,32,4366.83,1.86,1.36
textile,4,4312.9,3.08,2.92
metal,8,3664.0,3.21,2.66
plastic,30,3971.75,2.25,1.82
paper,29,4550.06,1.71,1.3
plastic,7,3980.31,3.63,2.42
textile,29,5156.54,1.39,1.05
textile,18,4189.25,1.75,1.51
paper,30,4966.57,0.88,0.62
paper,7,4324.53,2.56,2.25
paper,23,4239.66,2.56,1.65
textile,26,4013.14,2.71,1.22
paper,18,4815.74,1.82,1.47
plastic,25,3455.18,4.5,4.19
plastic,33,4386.28,2.41,2.32
paper,6,4083.17,2.77,2.74
textile,31,4136.83,2.26,1.71
plastic,22,3424.24,3.8,3.19
battery,13,2852.88,5.6,3.48
textile,8,4126.49,2.59,2.16
textile,14,4313.19,1.04,0.46
plastic,1,3943.92,3.64,2.41
paper,9,4037.1,2.85,1.72
textile,21,4369.5,2.1,1.29
textile,23,4010.31,3.48,2.55
textile,11,4786.57,0.38,0.0
battery,4,2249.97,7.03,5.04
plastic,13,4307.03,2.14,1.65
plastic,30,4649.33,1.31,1.22
battery,15,2720.64,5.71,4.77
textile,5,3937.17,3.39,3.14
textile,4,3815.58,3.13,2.62
paper,28,4465.46,1.69,1.05
textile,34,4611.41,1.09,0.31
plastic,1,3838.66,3.47,2.16
plastic,22,3800.66,3.95,3.09
battery,15,3539.98,5.17,3.52
plastic,30,4060.02,2.43,1.49
textile,17,4775.74,1.1,0.69
plastic,2,4366.15,3.04,2.11
plastic,23,3740.99,3.43,2.51
battery,10,2337.3,6.6,5.45
paper,16,3713.62,1.43,2.16
paper,21,3388.2,2.69,2.09
battery,28,2822.28,6.61,4.39
plastic,24,3665.15,4.16,2.99
metal,25,4132.05,3.27,1.68
metal,34,4630.61,0.74,0.9
plastic,32,4440.03,1.83,1.33
battery,27,2423.46,6.78,4.54
textile,18,4089.9,2.06,2.48
textile,16,4742.99,1.28,1.06
paper,18,4931.06,1.07,1.53
paper,12,4776.97,0.84,0.7
paper,3,3744.01,3.3,2.55
metal,4,4342.15,2.95,1.99
textile,21,4003.35,3.14,2.52
paper,3,4038.9,2.63,1.97
battery,25,2701.55,7.21,5.88
paper,5,3891.63,3.58,2.07
textile,24,4085.65,3.91,3.46
plastic,26,3290.35,3.91,2.71
metal,15,4732.96,0.75,0.0
textile,19,4542.25,2.75,1.62
paper,17,5231.73,0.09,0.0
metal,19,4070.66,1.83,1.56
metal,33,4874.54,0.7,0.38
plastic,35,4603.72,1.74,1.49
plastic,33,4237.14,2.12,1.26
paper,23,3834.43,3.06,2.5
plastic,33,3964.86,2.52,1.47
plastic,15,4590.94,1.65,0.88
metal,4,4697.83,2.04,1.27
textile,18,4456.55,1.31,0.76
paper,28,4578.69,2.15,1.57
paper,18,4107.01,2.26,1.43
paper,31,4638.92,0.75,1.27
textile,25,3204.15,2.96,2.5
plastic,22,3750.65,3.99,2.98
battery,16,3216.12,4.69,3.04
plastic,8,3653.29,3.8,2.68
textile,15,4194.76,0.79,0.48
plastic,5,3531.26,3.76,2.35
plastic,25,3725.3,4.11,3.02
battery,10,2904.07,6.02,5.3
metal,1,4687.21,2.09,0.67
plastic,3,3845.65,3.8,2.35
textile,13,4728.63,1.08,1.07
paper,35,4304.69,1.1,1.17
paper,1,4020.42,2.87,2.51
plastic,4,3936.94,3.67,2.54
battery,21,3120.17,6.8,4.55
paper,28,3676.0,3.06,2.12
metal,12,5137.47,0.82,1.27
paper,11,4801.5,2.09,1.61
paper,16,5031.93,0.9,0.61
battery,15,3643.83,5.37,3.7
battery,2,1874.83,7.42,5.31
metal,20,4524.64,2.46,1.89
textile,29,4553.71,2.09,1.82
textile,12,4463.82,1.57,0.9
textile,16,4346.81,1.53,1.78
metal,21,4637.49,2.03,2.17
plastic,29,3627.22,2.32,1.26
battery,24,2591.82,6.61,5.72
textile,3,4132.75,2.42,2.23
paper,17,5133.34,1.75,1.79
battery,27,2544.46,6.88,5.12
textile,21,4344.67,2.94,2.54
metal,12,4290.97,1.29,1.15
battery,11,2567.78,5.82,4.81
plastic,16,3862.21,2.74,1.45
textile,35,4519.46,1.48,1.0
battery,1,2606.73,6.98,5.08
textile,23,3628.25,3.78,2.88
battery,25,2367.71,7.11,5.62
textile,9,4283.47,2.02,0.9
paper,5,4428.99,2.66,2.03
plastic,32,4487.25,2.43,1.9
plastic,30,4442.86,1.85,1.49
textile,14,4509.08,1.29,0.67
metal,7,3722.2,3.45,2.69
plastic,26,3548.17,3.97,2.87
metal,14,4769.23,0.2,0.62
paper,1,4356.57,2.23,1.58
plastic,29,3555.1,3.64,2.28
paper,28,3923.14,2.87,1.52
metal,15,4216.41,1.7,1.27
paper,2,4100.22,2.51,2.15
battery,28,2545.0,7.27,5.25
plastic,21,4118.92,3.7,2.89
metal,1,4738.89,2.07,2.12
battery,14,3195.57,5.47,3.4
paper,33,4610.6,1.85,1.46
plastic,13,4433.83,2.99,2.48
battery,2,2313.26,7.28,5.26
battery,2,1834.41,7.71,5.76
paper,30,4512.39,0.92,0.56
metal,20,3528.84,3.26,2.58
paper,17,4563.82,0.97,1.43
paper,19,4576.59,1.88,1.24
metal,17,4586.9,1.29,0.67
battery,10,2906.08,6.2,4.99
metal,17,4469.07,0.85,0.28
plastic,31,4779.19,3.26,1.58
metal,33,4706.98,0.96,1.11
textile,20,4310.04,2.26,1.09
battery,23,2107.95,7.9,6.02
textile,13,4711.94,1.49,1.73
paper,16,4410.9,1.6,1.19
paper,17,4478.74,1.85,1.55
plastic,1,3931.64,3.68,2.72
paper,15,3903.75,0.97,0.74
metal,9,4047.13,1.96,1.78
metal,27,4426.04,2.21,1.75
battery,18,2602.64,6.06,5.21
metal,5,3751.43,3.36,3.12
textile,21,3188.66,3.15,2.0
textile,7,3886.49,2.22,1.84
textile,12,4524.86,0.52,0.29
textile,32,5191.92,0.16,1.19
textile,19,4541.08,2.36,1.62
plastic,33,3690.67,1.93,1.34
battery,26,2808.98,7.03,4.71
metal,32,4654.6,0.07,0.38
textile,11,4399.28,1.07,0.48
paper,17,4765.47,1.59,1.12
battery,13,2805.37,6.37,4.73
paper,7,4148.61,2.4,2.05
textile,16,4601.93,0.78,0.8
plastic,33,4494.13,2.17,1.28
paper,29,4092.92,2.42,1.24
battery,14,3444.43,5.27,4.27
textile,15,4562.31,0.81,0.35
textile,18,4713.7,2.15,1.7
metal,9,4129.39,2.76,2.69
textile,23,3639.62,3.44,3.1
plastic,5,3886.59,4.13,3.28
plastic,16,4019.85,3.1,2.65
metal,13,5194.33,0.63,0.22
plastic,9,3763.83,3.66,2.74
textile,9,4025.68,2.61,2.48
battery,20,2820.73,6.84,5.31
textile,30,4678.59,0.91,1.02
metal,5,3753.29,3.49,2.72
battery,6,2138.08,7.53,5.93
plastic,16,4972.03,1.88,1.17
plastic,5,3264.12,3.25,2.2
metal,30,4638.46,1.93,2.2
textile,29,3930.52,2.45,1.52
metal,33,4439.08,0.09,0.07
paper,17,4580.97,1.28,1.6
textile,22,3682.67,2.26,2.15
paper,3,3605.06,3.32,2.29
metal,21,4438.3,2.81,2.28
battery,17,3133.88,6.31,5.67
plastic,22,3726.93,3.49,2.75
textile,18,4200.8,1.98,1.45
plastic,11,4128.53,2.97,1.8
plastic,3,3875.65,3.54,2.42
paper,19,3387.57,2.36,1.7
textile,1,4477.49,1.81,1.38
battery,5,2171.49,7.19,5.07
battery,20,2339.93,6.9,5.25
metal,29,4063.11,2.23,1.99
battery,13,3198.95,4.86,3.72
textile,9,4547.1,2.13,1.81
battery,10,2558.18,6.66,4.59
plastic,1,3381.22,4.44,3.39
plastic,16,3901.7,2.53,2.04
battery,23,1950.16,7.36,5.77
plastic,12,4077.42,2.01,1.01
metal,15,4027.59,1.57,1.35
battery,21,2864.14,7.13,5.76
plastic,29,3652.49,3.04,2.92
metal,26,4114.88,2.75,1.58
paper,18,4423.11,2.22,1.8
textile,29,4468.92,1.29,0.72
plastic,16,4539.48,2.44,1.22
plastic,28,4004.22,2.6,1.55
battery,8,3017.42,6.66,4.75
paper,11,4101.43,1.81,1.84
plastic,19,3695.48,3.31,2.31
paper,33,4652.61,1.61,1.34
battery,26,2704.25,6.57,5.03
paper,3,4191.41,2.68,2.47
plastic,13,4898.99,2.0,1.23
textile,19,4311.52,2.04,2.08
battery,26,2473.78,7.28,5.89
paper,12,4280.41,1.9,1.83
battery,21,2459.26,7.22,5.89
paper,13,4429.23,2.08,1.18
metal,29,4513.56,1.17,1.64
battery,16,3098.24,5.57,4.31
metal,35,3889.46,1.95,1.27
textile,28,4321.19,2.09,1.58
plastic,24,4042.4,3.23,2.75
textile,8,3764.47,2.91,2.33
plastic,13,4269.54,2.1,1.0
battery,30,2896.61,5.96,4.66
paper,4,4176.36,2.8,2.03
battery,8,3149.42,6.26,4.54
battery,35,2964.26,5.8,5.23
paper,32,5132.55,0.5,0.98
plastic,5,2825.4,5.57,4.93
plastic,10,4234.35,2.64,1.49
battery,2,2510.28,6.78,4.68
metal,16,4689.12,1.19,1.24
paper,32,4261.87,1.62,1.39
battery,3,2952.26,7.33,5.54
battery,5,2757.19,7.21,4.94
paper,35,4889.85,0.94,1.06
battery,13,3259.15,5.49,4.14
battery,10,2890.79,6.49,4.8
plastic,30,4081.72,2.8,1.94
battery,6,2556.94,8.31,6.56
paper,4,3289.74,4.2,2.87
battery,24,1917.72,7.52,5.37
plastic,23,3396.5,4.49,2.92
battery,22,2041.64,7.73,5.82
textile,10,4318.89,1.59,1.76
metal,5,3834.86,2.76,2.96
plastic,15,4366.4,2.1,1.65
metal,9,4440.28,2.17,0.73
paper,24,3911.12,3.76,2.75
metal,15,4621.61,1.24,0.29
metal,10,3674.11,1.68,0.96
metal,16,4548.13,1.4,1.25
battery,17,3116.73,6.03,4.68
battery,21,2901.52,7.2,5.62
textile,3,4254.94,2.97,1.97
textile,4,3819.84,1.74,1.15
textile,11,4351.03,2.56,2.58
plastic,25,3604.43,4.0,3.05
plastic,27,4022.2,2.96,1.97
textile,14,4476.65,1.13,0.57
battery,16,2860.86,5.83,4.29
battery,15,2805.77,5.88,4.26
textile,20,3912.45,1.73,1.78
battery,10,3213.37,5.7,4.42
metal,6,3985.3,2.41,1.42
paper,28,4640.44,2.3,1.67
plastic,13,4699.7,2.14,2.14
battery,34,3259.0,5.2,4.34
plastic,18,3929.51,3.19,3.18
battery,13,3232.9,5.21,4.29
metal,13,4053.26,1.58,1.58
metal,32,4546.58,1.35,1.02
plastic,28,4051.7,3.14,2.93
paper,20,3782.19,3.25,2.26
paper,4,4005.51,3.37,2.62
plastic,20,3700.94,3.0,2.36
textile,35,4696.75,0.7,0.36
paper,15,4336.16,1.43,0.87
metal,22,4123.67,2.31,2.15
metal,27,4274.87,2.27,1.02
paper,34,4892.63,0.61,0.84
plastic,30,3846.45,2.92,2.48
plastic,9,3905.8,2.0,1.11
battery,16,2927.48,5.6,4.27
battery,29,3013.74,6.23,4.39
metal,6,3677.5,3.29,2.75
plastic,12,3932.02,1.7,1.51
paper,6,3643.14,2.53,1.81
paper,7,3877.59,3.32,2.42
battery,11,3078.03,5.68,4.46
battery,5,2602.79,7.41,5.75
paper,13,4786.09,0.86,0.86
paper,35,4663.01,0.58,0.54
textile,12,4812.19,1.18,0.15
plastic,27,3956.49,3.53,2.37
battery,15,3006.97,5.4,3.54
paper,26,4223.96,2.89,2.55
plastic,4,3488.59,4.83,3.92
plastic,29,3520.25,3.19,1.81
textile,23,3358.12,3.43,2.5
battery,1,2212.74,7.46,5.23
metal,15,4364.36,1.76,2.17
battery,9,3137.47,6.31,4.15
metal,15,4781.79,0.69,0.12
textile,24,3672.68,3.79,3.48
plastic,21,3237.46,3.44,2.47
plastic,2,4173.08,3.37,2.4
metal,16,4453.45,0.82,0.64
battery,2,2766.43,6.67,4.87
plastic,23,3600.76,3.8,2.84
plastic,29,4126.5,2.6,1.83
textile,21,3817.99,2.69,2.55
battery,28,2200.63,7.06,5.1
plastic,34,4141.21,1.92,1.77
paper,19,4060.6,2.18,1.48
textile,12,4695.4,1.27,1.11
paper,11,4736.3,1.32,0.61
paper,20,3863.38,2.54,1.69
textile,23,3914.11,3.04,2.21
textile,16,4497.04,0.49,0.33
metal,2,4052.34,3.41,2.66
paper,15,4360.25,0.88,0.38
battery,7,3168.2,6.72,4.83
paper,12,3910.3,1.36,1.15
battery,32,3232.34,5.53,4.56
battery,18,2863.82,5.84,4.46
plastic,33,3647.91,2.06,1.71
paper,2,3959.81,2.54,2.01
textile,11,4839.11,0.93,0.08
plastic,8,3773.17,3.25,2.74
plastic,5,3164.41,3.67,2.4
metal,20,4080.31,2.03,1.48
metal,25,3914.45,3.24,2.13
metal,33,5099.37,0.59,0.53
plastic,12,3740.9,2.77,2.78
paper,28,4022.2,2.52,2.08
textile,10,4493.38,1.15,1.08
textile,27,3875.69,2.36,2.0
battery,19,2621.31,6.18,4.39
textile,14,4785.69,1.06,0.7
paper,17,4515.58,1.61,1.22
plastic,10,4380.24,2.0,1.57
battery,30,3121.87,5.92,4.42
battery,26,2737.76,6.98,5.7
metal,4,4590.51,3.09,2.23
metal,24,3852.81,2.86,1.82
battery,33,2858.81,6.42,5.14
battery,1,2237.58,7.75,6.09
textile,4,4142.42,2.56,1.56
metal,9,5006.78,1.49,1.29
textile,20,4462.11,1.96,1.28
paper,7,4799.48,2.15,2.25
plastic,32,4588.49,1.62,1.43
battery,26,3027.74,5.96,3.37
paper,12,4612.21,1.67,1.73
plastic,16,4305.7,1.84,1.57
metal,29,3872.9,1.74,1.1
textile,15,4983.0,1.18,0.91
battery,1,2639.83,6.7,4.61
battery,33,2908.13,6.0,4.98
textile,26,3888.53,2.49,1.99
paper,33,4512.54,1.3,1.52
paper,1,4751.81,2.12,1.69
metal,34,3619.26,1.39,1.57
metal,4,4264.63,3.04,2.52
battery,13,3336.84,5.09,4.09
metal,32,5192.13,0.92,0.95
paper,7,4225.39,2.72,1.23
plastic,28,4073.32,3.83,2.73
battery,7,2269.29,7.24,5.38
metal,10,3868.72,1.72,0.95
textile,16,4873.79,1.31,0.0
textile,10,3770.9,2.06,1.42
battery,28,2447.96,6.26,5.01
metal,5,4101.8,3.15,2.6
paper,3,3658.78,2.89,2.01
battery,18,3057.01,6.3,4.86
textile,1,3683.71,2.37,2.22
metal,17,4183.22,1.47,0.72
battery,5,1906.69,8.15,6.63
paper,32,4352.26,1.4,1.11
textile,20,3843.69,2.82,2.13
paper,8,4605.67,2.13,1.79
plastic,16,3797.34,3.01,1.96
metal,25,3894.66,2.88,2.45
paper,5,3948.9,2.16,2.22
battery,31,3881.49,5.07,3.95
paper,16,4542.4,1.53,1.3
battery,20,2752.05,6.79,5.97
plastic,22,3753.78,3.85,2.83
battery,3,2477.97,7.6,5.73
paper,35,4316.98,1.81,0.98
plastic,19,3979.66,2.32,2.01
plastic,33,4128.65,1.68,1.15
battery,22,2741.21,6.95,5.44
metal,23,4004.67,2.13,1.86
battery,12,3181.07,5.81,4.32
battery,34,2714.53,5.26,4.06
metal,25,3736.48,3.99,2.36
plastic,7,3966.86,3.57,3.44
battery,20,3297.36,7.02,5.32
plastic,24,3364.23,3.69,2.04
paper,33,4581.88,1.18,0.42
textile,3,3947.61,2.54,1.9
textile,1,4020.09,2.29,1.44
plastic,26,4218.0,3.35,2.43
battery,35,3740.44,5.42,3.77
textile,21,3739.02,2.59,2.19
metal,19,4377.61,2.08,1.7
plastic,13,4142.45,2.61,2.09
textile,4,3496.31,3.58,3.14
battery,8,2649.61,7.06,5.23
plastic,17,3943.5,2.41,1.93
battery,25,2493.97,7.43,5.59
battery,26,2252.13,7.77,6.69
metal,34,5116.46,0.0,0.0
paper,20,4868.37,1.46,1.18
textile,13,5156.08,1.1,0.2
textile,15,4269.67,0.26,0.19
textile,33,5245.55,0.96,1.01
metal,1,4161.53,2.75,1.93
battery,6,2106.72,7.63,5.82
plastic,3,3602.23,3.89,2.89
textile,15,4603.87,1.2,1.04
battery,11,2692.69,6.08,4.45
textile,21,4348.39,2.49,1.07
plastic,4,3031.57,4.62,2.76
paper,9,4313.26,2.51,2.37
battery,18,3521.25,6.05,4.42
battery,28,2031.69,6.77,4.65
battery,8,2365.23,7.55,6.41
paper,2,4100.42,2.43,1.51
metal,6,4380.58,2.47,2.02
metal,32,4649.42,0.51,0.79
textile,22,3976.46,2.07,2.08
textile,19,4130.49,2.98,2.49
battery,20,2829.63,6.63,5.4
battery,13,3184.2,5.92,3.95
battery,9,2447.67,6.56,5.16
paper,29,4028.62,2.51,1.29
plastic,8,3861.96,3.94,2.3
plastic,21,3550.08,3.44,2.37
paper,31,5301.98,0.54,0.43
plastic,19,4379.19,2.66,1.76
textile,29,4356.02,2.44,2.28
paper,3,4120.27,2.82,2.09
battery,13,3390.26,5.2,3.24
paper,19,4869.18,1.52,1.78
paper,31,4890.63,0.85,0.31
textile,1,4367.25,3.19,2.24
metal,18,4686.5,1.63,1.76
battery,30,3322.96,5.62,4.13
battery,30,3403.37,5.43,3.92
battery,21,2067.7,8.01,5.25
metal,33,4967.16,1.41,1.45
paper,35,4871.04,1.05,0.89
battery,10,3321.14,5.82,4.45
plastic,2,3535.09,3.91,3.37
battery,31,2861.3,6.31,4.56
plastic,14,4119.28,1.83,1.08
plastic,6,3952.45,3.63,2.34
textile,31,4583.56,0.02,0.44
plastic,18,3721.99,3.22,2.66
textile,16,3937.87,1.52,0.5
paper,17,4773.57,1.09,0.93
battery,3,2255.99,8.07,6.28
plastic,27,3719.68,3.55,3.25
metal,4,3290.08,3.94,3.29
plastic,28,3814.84,3.44,2.64
plastic,21,2749.1,4.04,3.35
metal,2,4458.71,2.37,1.26
plastic,27,3606.17,3.37,2.07
textile,13,4708.49,0.76,0.96
plastic,2,3576.68,3.67,3.09
paper,29,4319.34,1.87,1.86
battery,5,2649.42,7.42,5.04
metal,2,3829.05,2.32,2.02
paper,8,3455.48,2.68,2.7
paper,34,5022.19,0.77,0.66
paper,4,3670.08,3.25,2.13
plastic,30,4599.31,2.15,1.24
battery,28,2847.72,5.89,4.02
textile,1,4242.18,3.15,2.03
metal,26,4031.17,2.34,1.47
metal,21,4185.73,2.33,1.78
battery,33,3388.37,5.95,5.19
battery,29,2405.97,5.89,4.46
metal,33,4660.12,0.26,0.59
battery,10,3294.94,6.43,4.8
paper,17,5089.43,1.07,1.05
battery,31,2908.49,6.3,4.31
textile,11,4380.46,1.95,1.41
metal,7,3957.23,2.22,1.92
paper,31,4225.77,1.98,1.52
metal,11,4231.53,2.3,2.06
textile,3,3444.32,3.57,2.93
battery,12,3066.85,4.81,3.94
textile,22,3750.93,2.47,1.78
metal,29,4335.78,2.14,2.86
battery,18,2945.13,6.14,4.31
battery,12,2836.33,5.77,4.43
plastic,6,3396.02,4.5,3.24
paper,35,4542.31,1.59,0.72
plastic,17,3688.32,2.4,1.58
plastic,5,3145.13,4.57,3.46
battery,1,3246.28,7.07,4.35
metal,14,4758.38,1.2,0.98
battery,4,1874.66,6.94,5.38
plastic,17,4337.25,2.17,1.74
plastic,8,3832.65,3.86,2.49
metal,28,4386.87,1.87,1.35
battery,28,3240.7,6.49,4.52
battery,16,3238.81,5.81,4.95
metal,29,4434.56,1.38,0.87
metal,35,4203.39,1.12,0.76
paper,5,3690.65,3.27,2.02
paper,27,4648.54,1.84,1.44
paper,15,4765.43,0.68,0.34
metal,5,3858.61,2.73,1.71
battery,12,2718.77,5.79,5.05
paper,32,4116.08,1.14,0.59
paper,18,4425.03,1.16,0.78
metal,12,4405.63,1.72,0.72
textile,35,5115.23,0.27,0.99
paper,13,4929.71,0.45,0.33
plastic,29,3677.56,2.63,2.02
battery,17,3192.06,6.25,4.67
textile,25,3670.14,2.81,1.85
plastic,1,3606.9,3.31,2.89
metal,18,5095.7,1.78,1.77
textile,16,5066.39,0.72,0.78
textile,13,4613.51,1.07,0.75
plastic,4,3466.1,3.92,3.55
paper,27,4303.74,1.54,0.54
plastic,23,3992.61,3.38,3.34
plastic,4,3248.48,4.65,3.62
paper,26,4182.51,3.01,1.58
textile,4,4227.28,3.57,2.21
metal,5,4182.62,3.36,2.75
textile,8,4479.07,2.75,2.36
paper,11,4373.67,1.39,1.21
metal,28,4114.38,2.63,2.25
textile,7,4165.17,3.04,2.49
metal,9,4351.85,1.95,1.53
textile,19,4693.52,1.87,1.51
textile,1,4258.9,2.41,1.23
paper,23,3571.03,3.19,2.7
plastic,3,2603.84,4.88,3.98
battery,18,2572.85,6.58,4.56
plastic,31,3847.14,2.05,1.5
battery,8,1993.4,8.28,5.83
battery,26,2680.25,6.94,5.39
plastic,14,4474.67,2.62,2.34
plastic,6,3654.82,3.88,2.72
battery,19,3047.67,6.63,4.69
plastic,7,3631.26,3.47,2.54
paper,7,4569.04,2.27,1.63
battery,34,3027.44,5.89,4.48
battery,8,2748.13,6.86,4.94
metal,14,4524.35,0.85,0.42
plastic,33,4117.75,2.59,1.82
paper,16,4714.65,1.34,1.38
plastic,15,4330.3,2.34,1.09
plastic,10,4177.81,2.65,1.93
textile,21,4088.71,3.1,3.17
metal,15,4370.19,0.66,0.68
plastic,12,3889.43,2.07,1.65
plastic,28,4259.26,2.72,2.08
paper,29,4421.58,1.91,1.34
metal,11,4746.55,1.62,1.78
paper,2,4280.9,1.99,0.85
plastic,3,3544.04,4.14,2.89
plastic,30,4166.42,3.02,1.98
plastic,17,4293.09,2.94,2.35
metal,14,4515.74,0.38,0.62
paper,15,4682.56,0.53,1.09
plastic,12,4510.24,2.14,1.88
battery,18,2769.74,6.38,4.76
paper,35,4696.62,1.44,1.57
battery,24,2480.09,7.19,5.27
paper,32,5161.89,0.4,0.39
paper,18,4483.88,1.87,1.76
textile,11,4307.93,1.4,0.44
paper,18,4362.07,2.31,1.24
textile,29,4260.95,1.97,1.23
plastic,19,3112.21,4.32,2.53
paper,16,4769.56,0.83,1.22
plastic,16,3889.52,2.28,3.03
plastic,29,4234.69,2.04,1.14
plastic,4,3034.71,4.1,3.66
battery,18,2341.34,6.88,4.42
metal,16,4439.19,1.61,1.65
battery,35,2771.66,5.59,4.64
textile,26,4079.43,2.38,1.83
textile,17,4459.23,1.11,0.53
metal,14,4189.11,1.63,1.17
plastic,26,3556.89,3.77,2.51
textile,26,3703.07,3.0,2.58
metal,30,4615.32,1.14,1.0
textile,25,3654.03,3.13,2.2
plastic,21,2988.63,4.45,3.63
textile,14,4944.48,0.29,0.36
plastic,15,4211.61,2.02,2.07
metal,21,4362.17,2.43,1.18
paper,31,4149.86,1.55,1.95
battery,25,2790.87,7.13,5.33
plastic,32,4525.89,2.35,1.88
battery,6,2836.2,7.44,5.02
plastic,32,4240.19,2.14,1.54
plastic,2,3784.28,3.49,1.88
metal,35,4167.57,1.08,1.43
metal,30,4074.59,1.52,1.14
metal,24,4938.53,2.69,2.75
textile,4,4271.11,2.45,2.21
paper,23,3520.62,2.63,1.83
metal,6,3688.0,2.45,2.06
metal,5,3952.87,2.59,1.78
plastic,23,3700.2,3.91,2.42
textile,11,4839.8,1.04,0.94
paper,21,3997.82,2.66,2.42
metal,31,4094.11,1.67,1.49
textile,31,4288.56,0.31,0.0
paper,21,3789.03,3.29,3.0
textile,10,4193.74,2.06,1.94
metal,10,4455.45,2.0,2.12
textile,11,4267.15,0.94,0.52
paper,32,4517.65,1.15,0.15
battery,27,3050.46,6.14,3.61
plastic,7,3256.62,3.39,2.7
metal,17,4077.32,1.08,0.63
plastic,8,4010.98,3.46,3.0
metal,8,4138.28,1.78,1.24
paper,33,5720.77,0.33,0.64
metal,24,3657.5,3.34,2.49
metal,2,4268.66,2.13,1.21
plastic,19,3825.06,2.98,2.61
paper,11,4269.54,1.82,1.31
battery,3,2842.52,6.76,4.94
plastic,33,4257.77,1.8,1.02
battery,28,2431.26,6.89,5.97
paper,3,3889.3,2.37,1.94
battery,13,3469.8,4.86,2.91
textile,8,4515.92,1.94,1.8
metal,2,3593.92,2.58,2.18
metal,33,4308.45,0.33,1.09
textile,26,3528.55,3.42,2.13
metal,26,4260.65,2.2,2.1
battery,13,2562.82,5.89,4.54
textile,25,4062.49,2.59,2.42
metal,30,4546.3,1.4,1.1
paper,27,4345.08,1.8,0.58
paper,26,4012.49,3.45,2.68
plastic,31,4276.31,1.84,1.74
textile,23,4257.28,3.08,1.77
paper,23,4208.44,2.11,1.45
paper,28,4739.52,1.25,0.95
plastic,5,3020.45,5.05,4.39
paper,26,4374.9,1.95,1.41
textile,11,4598.71,1.33,1.26
metal,19,4237.37,2.26,1.43
textile,12,4335.99,1.25,0.46
metal,32,4899.99,1.07,0.6
plastic,18,4035.47,2.82,2.52
textile,14,4587.77,1.05,1.36
plastic,26,3753.11,3.2,2.4
paper,13,4230.59,1.63,0.83
battery,28,2418.15,5.97,4.35
plastic,23,4154.48,3.41,2.18
paper,7,3394.69,3.15,1.95
paper,35,4299.61,1.59,1.25
textile,33,5163.87,0.9,0.49
paper,30,4930.67,0.61,0.77
plastic,14,3856.98,1.89,1.46
textile,32,4950.57,0.29,0.0
paper,8,4808.12,1.88,1.56
plastic,11,3628.49,3.68,3.72
textile,3,3812.02,3.55,2.8
textile,20,4362.8,2.13,2.05
paper,12,4612.67,1.51,1.19
metal,7,4800.23,2.51,2.37
plastic,30,3688.24,1.72,1.32
metal,25,3595.19,2.87,2.29
metal,4,3611.44,3.2,2.57
paper,14,4880.35,0.62,0.42
metal,5,4075.13,2.42,2.16
paper,30,4401.37,1.17,0.9
battery,23,3045.21,7.21,5.13
plastic,15,4196.17,2.17,1.27
metal,9,3665.49,3.02,2.17
textile,30,4573.5,1.6,1.45
metal,14,4573.11,1.1,1.38
metal,4,4344.32,2.91,2.15
textile,12,4283.77,1.99,1.57
plastic,17,3835.62,2.41,1.78
plastic,32,4655.26,1.17,0.31
battery,9,2810.61,7.06,5.12
plastic,4,4119.64,3.47,3.17
paper,23,4126.15,2.67,2.12
plastic,10,4487.83,2.42,1.49
plastic,20,3633.47,2.87,1.66
paper,24,3662.18,2.79,1.61
textile,5,3992.08,3.29,2.66
metal,7,3747.14,3.33,2.1
metal,14,4741.4,0.58,0.18
plastic,24,3619.93,3.31,2.2
metal,28,4335.87,2.06,1.1
battery,12,3152.49,6.17,4.87
paper,24,4352.01,2.06,1.76
battery,17,3386.9,5.13,3.97
textile,15,4873.54,0.81,0.88
paper,2,4170.89,2.42,1.14
textile,6,3430.94,2.74,2.33
textile,12,4545.09,0.75,0.29
metal,12,4878.4,1.5,0.86
textile,8,4092.4,2.06,1.1
metal,8,5104.15,1.71,1.21
paper,35,4640.36,1.34,0.57
textile,3,3602.81,3.71,2.68
battery,18,3180.32,6.34,4.45
battery,29,2514.7,6.28,4.25
textile,1,4665.94,1.02,0.43
paper,1,4041.42,2.66,2.74
battery,11,3718.49,5.63,4.55
