CO2,NOx,SOx,PM2.5,timestamp,facility,sensor
332.85,27.74,20.22,64.27,2026-07-07T16:40:00,EcoFibre Ltd,SEN-104
416.23,40.76,9.72,43.83,2026-07-07T16:50:00,Coimbatore E-Hub,SEN-100
429.3,7.02,14.59,58.97,2026-07-07T17:00:00,Salem Scrap Yard,SEN-101
323.95,16.3,8.42,32.27,2026-07-07T17:10:00,Tiruppur Textiles,SEN-102
396.18,20.69,12.29,50.15,2026-07-07T17:20:00,Coimbatore E-Hub,SEN-103
227.64,17.66,4.0,26.68,2026-07-07T17:30:00,Tiruppur Textiles,SEN-104
267.87,15.35,9.99,53.68,2026-07-07T17:40:00,Coimbatore E-Hub,SEN-100
434.51,8.65,5.71,62.84,2026-07-07T17:50:00,Coimbatore E-Hub,SEN-101
157.21,26.37,17.83,51.18,2026-07-07T18:00:00,Tiruppur Textiles,SEN-102
236.25,26.53,14.27,32.31,2026-07-07T18:10:00,EcoFibre Ltd,SEN-103
188.77,7.31,21.44,13.25,2026-07-07T18:20:00,EcoFibre Ltd,SEN-104
358.49,25.61,24.78,43.62,2026-07-07T18:30:00,Salem Scrap Yard,SEN-100
395.16,5.55,22.6,11.59,2026-07-07T18:40:00,Salem Scrap Yard,SEN-101
295.25,36.76,15.26,28.81,2026-07-07T18:50:00,Salem Scrap Yard,SEN-102
206.25,35.02,7.43,17.89,2026-07-07T19:00:00,Tiruppur Textiles,SEN-103
303.33,22.82,24.24,41.42,2026-07-07T19:10:00,Coimbatore E-Hub,SEN-104
411.76,14.77,12.35,60.92,2026-07-07T19:20:00,Coimbatore E-Hub,SEN-100
177.73,23.32,11.07,57.69,2026-07-07T19:30:00,Salem Scrap Yard,SEN-101
329.88,27.01,13.82,47.96,2026-07-07T19:40:00,Coimbatore E-Hub,SEN-102
283.03,17.84,14.1,47.83,2026-07-07T19:50:00,Salem Scrap Yard,SEN-103
219.1,9.26,20.9,17.64,2026-07-07T20:00:00,Salem Scrap Yard,SEN-104
297.31,17.83,6.42,27.02,2026-07-07T20:10:00,Coimbatore E-Hub,SEN-100
383.81,25.9,16.74,53.25,2026-07-07T20:20:00,EcoFibre Ltd,SEN-101
364.8,29.29,4.04,47.23,2026-07-07T20:30:00,Tiruppur Textiles,SEN-102
445.95,16.13,11.09,47.8,2026-07-07T20:40:00,EcoFibre Ltd,SEN-103
288.1,13.7,5.08,62.43,2026-07-07T20:50:00,Tiruppur Textiles,SEN-104
295.06,13.8,7.84,58.27,2026-07-07T21:00:00,Salem Scrap Yard,SEN-100
221.63,13.54,11.46,48.72,2026-07-07T21:10:00,Salem Scrap Yard,SEN-101
191.8,39.65,22.05,33.01,2026-07-07T21:20:00,Coimbatore E-Hub,SEN-102
170.41,17.68,8.14,37.83,2026-07-07T21:30:00,Tiruppur Textiles,SEN-103
373.98,5.5,16.82,20.06,2026-07-07T21:40:00,Salem Scrap Yard,SEN-104
360.47,5.39,11.41,28.12,2026-07-07T21:50:00,Tiruppur Textiles,SEN-100
283.26,10.48,21.83,54.89,2026-07-07T22:00:00,EcoFibre Ltd,SEN-101
357.88,44.49,7.18,46.43,2026-07-07T22:10:00,Tiruppur Textiles,SEN-102
632.26,52.18,35.75,99.15,2026-07-07T22:20:00,Salem Scrap Yard,SEN-103
250.13,28.17,22.45,41.31,2026-07-07T22:30:00,Salem Scrap Yard,SEN-104
283.39,6.08,12.33,26.3,2026-07-07T22:40:00,EcoFibre Ltd,SEN-100
301.24,17.91,7.94,35.52,2026-07-07T22:50:00,Coimbatore E-Hub,SEN-101
286.52,11.54,8.99,44.16,2026-07-07T23:00:00,Tiruppur Textiles,SEN-102
380.33,9.56,16.81,55.89,2026-07-07T23:10:00,Salem Scrap Yard,SEN-103
229.67,37.27,7.79,55.31,2026-07-07T23:20:00,Salem Scrap Yard,SEN-104
280.5,16.71,14.54,17.34,2026-07-07T23:30:00,Tiruppur Textiles,SEN-100
216.1,9.13,15.46,36.87,2026-07-07T23:40:00,EcoFibre Ltd,SEN-101
290.18,9.27,16.94,57.74,2026-07-07T23:50:00,Tiruppur Textiles,SEN-102
342.93,17.63,16.29,22.09,2026-07-08T00:00:00,Salem Scrap Yard,SEN-103
228.01,20.4,23.69,43.57,2026-07-08T00:10:00,Coimbatore E-Hub,SEN-104
302.1,27.89,23.44,57.2,2026-07-08T00:20:00,EcoFibre Ltd,SEN-100
988.46,38.86,25.26,146.85,2026-07-08T00:30:00,Coimbatore E-Hub,SEN-101
379.47,34.8,34.14,69.91,2026-07-08T00:40:00,EcoFibre Ltd,SEN-102
396.55,30.85,16.89,17.06,2026-07-08T00:50:00,Salem Scrap Yard,SEN-103
380.36,35.07,15.53,21.7,2026-07-08T01:00:00,Coimbatore E-Hub,SEN-104
360.45,23.37,3.27,33.48,2026-07-08T01:10:00,EcoFibre Ltd,SEN-100
434.06,16.01,11.15,61.23,2026-07-08T01:20:00,Tiruppur Textiles,SEN-101
258.02,24.11,10.17,47.54,2026-07-08T01:30:00,Salem Scrap Yard,SEN-102
242.08,7.28,9.89,46.68,2026-07-08T01:40:00,EcoFibre Ltd,SEN-103
329.3,39.79,22.49,34.7,2026-07-08T01:50:00,Salem Scrap Yard,SEN-104
410.81,34.47,13.52,41.5,2026-07-08T02:00:00,Tiruppur Textiles,SEN-100
413.14,14.73,14.66,20.59,2026-07-08T02:10:00,Tiruppur Textiles,SEN-101
339.31,6.0,18.58,38.27,2026-07-08T02:20:00,Coimbatore E-Hub,SEN-102
252.72,26.86,4.1,51.62,2026-07-08T02:30:00,EcoFibre Ltd,SEN-103
410.88,12.58,11.23,62.13,2026-07-08T02:40:00,Salem Scrap Yard,SEN-104
155.25,6.96,15.17,55.07,2026-07-08T02:50:00,Tiruppur Textiles,SEN-100
235.22,44.79,24.23,34.24,2026-07-08T03:00:00,Tiruppur Textiles,SEN-101
324.23,34.67,17.53,21.32,2026-07-08T03:10:00,Salem Scrap Yard,SEN-102
358.16,17.23,19.46,44.09,2026-07-08T03:20:00,Coimbatore E-Hub,SEN-103
205.23,9.23,20.7,41.83,2026-07-08T03:30:00,EcoFibre Ltd,SEN-104
171.24,31.42,20.61,47.01,2026-07-08T03:40:00,EcoFibre Ltd,SEN-100
235.84,30.62,9.23,62.69,2026-07-08T03:50:00,Salem Scrap Yard,SEN-101
212.98,36.56,19.82,21.98,2026-07-08T04:00:00,EcoFibre Ltd,SEN-102
424.45,13.47,5.32,51.74,2026-07-08T04:10:00,Tiruppur Textiles,SEN-103
212.43,35.15,7.83,59.23,2026-07-08T04:20:00,Salem Scrap Yard,SEN-104
328.11,35.19,9.12,34.64,2026-07-08T04:30:00,EcoFibre Ltd,SEN-100
150.7,44.36,22.84,13.05,2026-07-08T04:40:00,EcoFibre Ltd,SEN-101
424.59,15.63,22.6,15.69,2026-07-08T04:50:00,Coimbatore E-Hub,SEN-102
334.1,13.92,14.55,47.62,2026-07-08T05:00:00,Tiruppur Textiles,SEN-103
240.48,12.53,8.99,15.12,2026-07-08T05:10:00,Tiruppur Textiles,SEN-104
304.44,25.53,4.47,33.29,2026-07-08T05:20:00,Tiruppur Textiles,SEN-100
209.15,8.9,5.84,60.81,2026-07-08T05:30:00,Tiruppur Textiles,SEN-101
187.38,19.64,7.28,22.01,2026-07-08T05:40:00,EcoFibre Ltd,SEN-102
229.83,6.56,12.48,59.0,2026-07-08T05:50:00,Coimbatore E-Hub,SEN-103
277.44,18.67,6.22,10.38,2026-07-08T06:00:00,Tiruppur Textiles,SEN-104
445.68,32.47,7.6,53.92,2026-07-08T06:10:00,Tiruppur Textiles,SEN-100
407.13,37.68,12.31,36.91,2026-07-08T06:20:00,Coimbatore E-Hub,SEN-101
243.11,35.49,23.53,61.74,2026-07-08T06:30:00,Salem Scrap Yard,SEN-102
221.8,29.96,12.9,58.16,2026-07-08T06:40:00,Tiruppur Textiles,SEN-103
747.9,84.61,23.74,118.96,2026-07-08T06:50:00,Tiruppur Textiles,SEN-104
239.87,23.31,4.2,59.4,2026-07-08T07:00:00,Tiruppur Textiles,SEN-100
271.56,28.84,4.47,10.93,2026-07-08T07:10:00,Coimbatore E-Hub,SEN-101
203.21,5.28,20.53,14.22,2026-07-08T07:20:00,Coimbatore E-Hub,SEN-102
439.63,41.63,13.57,53.73,2026-07-08T07:30:00,Tiruppur Textiles,SEN-103
253.29,7.47,18.89,38.7,2026-07-08T07:40:00,Coimbatore E-Hub,SEN-104
394.79,20.13,4.03,28.82,2026-07-08T07:50:00,Tiruppur Textiles,SEN-100
304.37,33.36,22.84,17.58,2026-07-08T08:00:00,EcoFibre Ltd,SEN-101
171.02,7.27,4.77,41.94,2026-07-08T08:10:00,EcoFibre Ltd,SEN-102
241.77,24.33,3.45,43.61,2026-07-08T08:20:00,EcoFibre Ltd,SEN-103
258.36,30.49,3.63,29.88,2026-07-08T08:30:00,Coimbatore E-Hub,SEN-104
160.32,30.4,21.76,28.96,2026-07-08T08:40:00,Tiruppur Textiles,SEN-100
415.98,21.44,15.9,44.65,2026-07-08T08:50:00,Tiruppur Textiles,SEN-101
338.03,6.15,16.81,25.24,2026-07-08T09:00:00,Tiruppur Textiles,SEN-102
370.81,17.8,13.64,18.94,2026-07-08T09:10:00,Coimbatore E-Hub,SEN-103
365.21,31.57,9.9,11.05,2026-07-08T09:20:00,Salem Scrap Yard,SEN-104
343.18,71.16,37.42,92.38,2026-07-08T09:30:00,Coimbatore E-Hub,SEN-100
373.93,10.82,22.19,24.81,2026-07-08T09:40:00,Coimbatore E-Hub,SEN-101
326.53,13.43,7.44,44.54,2026-07-08T09:50:00,Coimbatore E-Hub,SEN-102
329.29,34.56,2.67,39.77,2026-07-08T10:00:00,EcoFibre Ltd,SEN-103
211.28,30.07,10.25,64.76,2026-07-08T10:10:00,EcoFibre Ltd,SEN-104
416.24,41.6,65.96,143.39,2026-07-08T10:20:00,Tiruppur Textiles,SEN-100
325.87,24.69,6.42,35.52,2026-07-08T10:30:00,EcoFibre Ltd,SEN-101
399.52,23.53,13.2,61.42,2026-07-08T10:40:00,EcoFibre Ltd,SEN-102
188.81,20.03,4.28,44.26,2026-07-08T10:50:00,Coimbatore E-Hub,SEN-103
240.72,7.03,12.77,56.92,2026-07-08T11:00:00,Tiruppur Textiles,SEN-104
275.68,25.69,3.94,64.15,2026-07-08T11:10:00,EcoFibre Ltd,SEN-100
339.34,33.6,11.89,26.85,2026-07-08T11:20:00,Salem Scrap Yard,SEN-101
223.64,33.7,19.87,47.04,2026-07-08T11:30:00,Coimbatore E-Hub,SEN-102
180.14,25.37,2.57,32.38,2026-07-08T11:40:00,EcoFibre Ltd,SEN-103
369.78,32.39,6.88,23.14,2026-07-08T11:50:00,EcoFibre Ltd,SEN-104
212.04,42.0,10.42,15.7,2026-07-08T12:00:00,Salem Scrap Yard,SEN-100
251.55,5.28,17.65,55.4,2026-07-08T12:10:00,Coimbatore E-Hub,SEN-101
345.03,34.68,2.72,16.69,2026-07-08T12:20:00,Coimbatore E-Hub,SEN-102
260.62,35.79,20.65,32.02,2026-07-08T12:30:00,EcoFibre Ltd,SEN-103
306.07,6.48,3.86,46.98,2026-07-08T12:40:00,EcoFibre Ltd,SEN-104
430.95,38.02,20.2,21.05,2026-07-08T12:50:00,EcoFibre Ltd,SEN-100
194.36,42.64,6.21,41.21,2026-07-08T13:00:00,EcoFibre Ltd,SEN-101
322.74,30.81,2.39,62.82,2026-07-08T13:10:00,Coimbatore E-Hub,SEN-102
227.33,33.05,2.33,12.72,2026-07-08T13:20:00,Coimbatore E-Hub,SEN-103
153.98,26.68,12.57,37.44,2026-07-08T13:30:00,EcoFibre Ltd,SEN-104
187.67,35.62,6.83,27.79,2026-07-08T13:40:00,EcoFibre Ltd,SEN-100
201.72,39.9,16.1,18.65,2026-07-08T13:50:00,Tiruppur Textiles,SEN-101
378.76,28.4,8.12,11.72,2026-07-08T14:00:00,Salem Scrap Yard,SEN-102
443.68,25.07,12.46,51.44,2026-07-08T14:10:00,Salem Scrap Yard,SEN-103
771.72,94.0,23.99,63.19,2026-07-08T14:20:00,EcoFibre Ltd,SEN-104
179.77,8.63,8.04,58.11,2026-07-08T14:30:00,Tiruppur Textiles,SEN-100
154.78,29.65,24.1,59.66,2026-07-08T14:40:00,EcoFibre Ltd,SEN-101
341.76,14.43,18.41,58.05,2026-07-08T14:50:00,Tiruppur Textiles,SEN-102
275.37,6.78,8.65,34.82,2026-07-08T15:00:00,Coimbatore E-Hub,SEN-103
377.66,9.23,13.64,54.8,2026-07-08T15:10:00,Tiruppur Textiles,SEN-104
258.45,19.35,14.17,42.14,2026-07-08T15:20:00,Tiruppur Textiles,SEN-100
291.57,24.61,21.48,55.76,2026-07-08T15:30:00,Salem Scrap Yard,SEN-101
430.36,34.04,23.11,59.96,2026-07-08T15:40:00,Tiruppur Textiles,SEN-102
250.21,9.27,7.49,62.21,2026-07-08T15:50:00,EcoFibre Ltd,SEN-103
201.16,22.89,6.84,47.93,2026-07-08T16:00:00,EcoFibre Ltd,SEN-104
315.51,19.26,12.29,63.1,2026-07-08T16:10:00,Salem Scrap Yard,SEN-100
205.33,24.9,8.35,50.21,2026-07-08T16:20:00,Tiruppur Textiles,SEN-101
156.34,21.76,19.84,28.63,2026-07-08T16:30:00,Tiruppur Textiles,SEN-102
425.12,28.34,12.64,55.01,2026-07-08T16:40:00,EcoFibre Ltd,SEN-103
255.76,33.91,9.34,59.83,2026-07-08T16:50:00,Coimbatore E-Hub,SEN-104
305.76,14.37,4.84,16.8,2026-07-08T17:00:00,Tiruppur Textiles,SEN-100
262.88,41.93,14.53,24.84,2026-07-08T17:10:00,Coimbatore E-Hub,SEN-101
286.07,6.52,18.76,39.04,2026-07-08T17:20:00,Salem Scrap Yard,SEN-102
151.18,44.98,20.45,53.27,2026-07-08T17:30:00,Salem Scrap Yard,SEN-103
184.55,28.53,17.34,21.04,2026-07-08T17:40:00,Coimbatore E-Hub,SEN-104
173.25,5.72,4.35,32.58,2026-07-08T17:50:00,Coimbatore E-Hub,SEN-100
404.84,26.31,12.84,63.96,2026-07-08T18:00:00,Coimbatore E-Hub,SEN-101
384.95,11.72,13.78,36.81,2026-07-08T18:10:00,Coimbatore E-Hub,SEN-102
202.47,31.91,5.99,49.86,2026-07-08T18:20:00,Coimbatore E-Hub,SEN-103
159.74,34.73,18.64,17.48,2026-07-08T18:30:00,Coimbatore E-Hub,SEN-104
426.95,5.63,18.79,58.88,2026-07-08T18:40:00,Salem Scrap Yard,SEN-100
272.22,44.46,3.29,17.82,2026-07-08T18:50:00,Salem Scrap Yard,SEN-101
514.36,49.44,17.01,140.89,2026-07-08T19:00:00,Coimbatore E-Hub,SEN-102
201.24,12.91,9.33,42.64,2026-07-08T19:10:00,Salem Scrap Yard,SEN-103
183.04,20.58,7.54,10.86,2026-07-08T19:20:00,Coimbatore E-Hub,SEN-104
190.69,10.83,18.04,45.35,2026-07-08T19:30:00,Salem Scrap Yard,SEN-100
150.66,30.55,5.25,60.63,2026-07-08T19:40:00,Coimbatore E-Hub,SEN-101
171.76,33.13,11.26,60.6,2026-07-08T19:50:00,Coimbatore E-Hub,SEN-102
380.18,42.07,13.12,27.36,2026-07-08T20:00:00,Coimbatore E-Hub,SEN-103
298.95,9.93,11.22,29.29,2026-07-08T20:10:00,Salem Scrap Yard,SEN-104
230.38,25.81,15.01,10.84,2026-07-08T20:20:00,Tiruppur Textiles,SEN-100
362.17,12.62,10.43,15.82,2026-07-08T20:30:00,Coimbatore E-Hub,SEN-101
436.77,7.82,10.16,37.67,2026-07-08T20:40:00,EcoFibre Ltd,SEN-102
316.23,11.98,10.71,56.37,2026-07-08T20:50:00,Tiruppur Textiles,SEN-103
275.84,20.63,17.31,21.85,2026-07-08T21:00:00,Coimbatore E-Hub,SEN-104
372.15,35.28,15.95,19.17,2026-07-08T21:10:00,Coimbatore E-Hub,SEN-100
177.43,27.27,22.51,25.79,2026-07-08T21:20:00,Salem Scrap Yard,SEN-101
270.1,27.0,16.25,46.49,2026-07-08T21:30:00,EcoFibre Ltd,SEN-102
414.85,23.92,13.95,20.48,2026-07-08T21:40:00,Tiruppur Textiles,SEN-103
300.26,44.26,4.24,26.67,2026-07-08T21:50:00,Salem Scrap Yard,SEN-104
351.26,31.58,12.41,55.95,2026-07-08T22:00:00,EcoFibre Ltd,SEN-100
226.7,19.58,21.4,20.72,2026-07-08T22:10:00,Salem Scrap Yard,SEN-101
302.67,7.5,10.83,34.44,2026-07-08T22:20:00,Coimbatore E-Hub,SEN-102
279.63,43.66,12.4,17.85,2026-07-08T22:30:00,Tiruppur Textiles,SEN-103
365.36,44.71,18.06,26.16,2026-07-08T22:40:00,Coimbatore E-Hub,SEN-104
367.37,17.46,20.01,34.35,2026-07-08T22:50:00,EcoFibre Ltd,SEN-100
199.08,27.62,13.59,10.74,2026-07-08T23:00:00,Tiruppur Textiles,SEN-101
392.64,19.47,14.06,46.89,2026-07-08T23:10:00,Coimbatore E-Hub,SEN-102
252.66,12.78,14.92,27.3,2026-07-08T23:20:00,Tiruppur Textiles,SEN-103
335.43,25.38,14.55,29.77,2026-07-08T23:30:00,EcoFibre Ltd,SEN-104
350.6,17.62,17.7,57.93,2026-07-08T23:40:00,EcoFibre Ltd,SEN-100
365.15,26.52,13.7,23.37,2026-07-08T23:50:00,Tiruppur Textiles,SEN-101
274.33,35.5,22.71,46.56,2026-07-09T00:00:00,Salem Scrap Yard,SEN-102
345.29,37.98,11.61,14.02,2026-07-09T00:10:00,Salem Scrap Yard,SEN-103
790.59,39.33,74.95,47.14,2026-07-09T00:20:00,Coimbatore E-Hub,SEN-104
320.77,41.83,24.27,39.73,2026-07-09T00:30:00,Coimbatore E-Hub,SEN-100
243.36,13.36,21.52,59.83,2026-07-09T00:40:00,Tiruppur Textiles,SEN-101
286.64,28.29,10.21,19.03,2026-07-09T00:50:00,Coimbatore E-Hub,SEN-102
424.78,29.62,6.43,43.35,2026-07-09T01:00:00,Salem Scrap Yard,SEN-103
161.83,34.65,21.04,63.23,2026-07-09T01:10:00,Tiruppur Textiles,SEN-104
202.1,32.61,16.85,59.06,2026-07-09T01:20:00,Tiruppur Textiles,SEN-100
317.18,34.71,8.43,41.07,2026-07-09T01:30:00,Salem Scrap Yard,SEN-101
368.18,30.35,5.23,34.36,2026-07-09T01:40:00,Tiruppur Textiles,SEN-102
248.86,22.62,21.71,47.63,2026-07-09T01:50:00,Coimbatore E-Hub,SEN-103
714.82,108.52,51.56,93.0,2026-07-09T02:00:00,Tiruppur Textiles,SEN-104
303.63,42.63,3.1,29.37,2026-07-09T02:10:00,EcoFibre Ltd,SEN-100
187.68,17.44,22.38,52.62,2026-07-09T02:20:00,Tiruppur Textiles,SEN-101
301.53,44.53,12.7,13.2,2026-07-09T02:30:00,Coimbatore E-Hub,SEN-102
180.87,34.21,10.91,53.14,2026-07-09T02:40:00,EcoFibre Ltd,SEN-103
366.43,42.65,22.28,38.34,2026-07-09T02:50:00,Salem Scrap Yard,SEN-104
349.76,20.15,23.95,58.08,2026-07-09T03:00:00,Coimbatore E-Hub,SEN-100
156.31,33.91,2.75,42.74,2026-07-09T03:10:00,EcoFibre Ltd,SEN-101
336.71,22.24,8.63,43.22,2026-07-09T03:20:00,Coimbatore E-Hub,SEN-102
279.1,17.81,22.85,20.52,2026-07-09T03:30:00,EcoFibre Ltd,SEN-103
219.12,32.41,24.58,48.01,2026-07-09T03:40:00,Coimbatore E-Hub,SEN-104
230.41,37.46,3.27,39.6,2026-07-09T03:50:00,Coimbatore E-Hub,SEN-100
433.98,34.05,7.05,34.7,2026-07-09T04:00:00,Coimbatore E-Hub,SEN-101
364.19,41.99,13.89,16.44,2026-07-09T04:10:00,Tiruppur Textiles,SEN-102
368.27,30.19,10.28,32.32,2026-07-09T04:20:00,Tiruppur Textiles,SEN-103
297.4,43.02,10.82,33.34,2026-07-09T04:30:00,Salem Scrap Yard,SEN-104
169.74,33.24,7.48,31.38,2026-07-09T04:40:00,Salem Scrap Yard,SEN-100
261.55,6.03,7.1,52.93,2026-07-09T04:50:00,Salem Scrap Yard,SEN-101
445.02,38.64,2.83,46.21,2026-07-09T05:00:00,Tiruppur Textiles,SEN-102
424.54,39.18,17.71,12.88,2026-07-09T05:10:00,Salem Scrap Yard,SEN-103
159.14,8.64,21.66,44.68,2026-07-09T05:20:00,Salem Scrap Yard,SEN-104
444.23,11.23,7.19,21.65,2026-07-09T05:30:00,Coimbatore E-Hub,SEN-100
352.85,41.31,18.78,50.45,2026-07-09T05:40:00,Salem Scrap Yard,SEN-101
885.47,67.96,68.21,146.26,2026-07-09T05:50:00,Salem Scrap Yard,SEN-102
427.59,39.72,13.49,13.37,2026-07-09T06:00:00,Coimbatore E-Hub,SEN-103
206.55,37.2,24.25,24.77,2026-07-09T06:10:00,Salem Scrap Yard,SEN-104
358.91,31.88,7.54,50.9,2026-07-09T06:20:00,Tiruppur Textiles,SEN-100
306.55,28.43,2.2,51.86,2026-07-09T06:30:00,Tiruppur Textiles,SEN-101
316.19,5.06,8.51,58.48,2026-07-09T06:40:00,Coimbatore E-Hub,SEN-102
205.14,28.08,5.56,29.59,2026-07-09T06:50:00,Tiruppur Textiles,SEN-103
346.8,18.65,19.19,40.24,2026-07-09T07:00:00,Tiruppur Textiles,SEN-104
414.38,8.12,18.26,60.6,2026-07-09T07:10:00,Salem Scrap Yard,SEN-100
427.67,25.12,17.23,60.19,2026-07-09T07:20:00,Salem Scrap Yard,SEN-101
350.75,21.41,12.83,12.7,2026-07-09T07:30:00,EcoFibre Ltd,SEN-102
256.87,12.09,17.99,43.89,2026-07-09T07:40:00,Coimbatore E-Hub,SEN-103
231.69,9.7,7.8,60.64,2026-07-09T07:50:00,Coimbatore E-Hub,SEN-104
315.21,42.78,6.88,38.61,2026-07-09T08:00:00,Tiruppur Textiles,SEN-100
188.72,26.47,23.54,26.96,2026-07-09T08:10:00,EcoFibre Ltd,SEN-101
331.63,7.28,17.47,39.17,2026-07-09T08:20:00,EcoFibre Ltd,SEN-102
261.38,25.07,18.69,16.23,2026-07-09T08:30:00,Tiruppur Textiles,SEN-103
383.84,35.69,24.37,25.72,2026-07-09T08:40:00,EcoFibre Ltd,SEN-104
316.76,32.98,11.48,17.61,2026-07-09T08:50:00,Salem Scrap Yard,SEN-100
434.36,7.77,12.5,43.53,2026-07-09T09:00:00,EcoFibre Ltd,SEN-101
284.94,35.25,20.27,37.2,2026-07-09T09:10:00,EcoFibre Ltd,SEN-102
299.26,15.52,18.66,20.43,2026-07-09T09:20:00,Coimbatore E-Hub,SEN-103
176.63,39.6,9.37,19.81,2026-07-09T09:30:00,EcoFibre Ltd,SEN-104
306.35,10.99,3.51,50.12,2026-07-09T09:40:00,EcoFibre Ltd,SEN-100
282.56,18.87,19.17,59.14,2026-07-09T09:50:00,Salem Scrap Yard,SEN-101
429.79,20.78,20.23,25.35,2026-07-09T10:00:00,Coimbatore E-Hub,SEN-102
223.9,7.53,5.03,57.23,2026-07-09T10:10:00,Salem Scrap Yard,SEN-103
412.34,6.74,8.0,58.17,2026-07-09T10:20:00,Salem Scrap Yard,SEN-104
242.81,32.77,2.37,30.5,2026-07-09T10:30:00,Coimbatore E-Hub,SEN-100
212.34,36.96,20.47,32.84,2026-07-09T10:40:00,Coimbatore E-Hub,SEN-101
318.56,34.64,17.22,29.55,2026-07-09T10:50:00,Salem Scrap Yard,SEN-102
241.36,5.99,2.09,22.5,2026-07-09T11:00:00,EcoFibre Ltd,SEN-103
395.39,42.2,14.54,46.38,2026-07-09T11:10:00,EcoFibre Ltd,SEN-104
658.81,56.37,21.06,41.22,2026-07-09T11:20:00,Salem Scrap Yard,SEN-100
176.8,22.51,7.31,26.02,2026-07-09T11:30:00,EcoFibre Ltd,SEN-101
416.66,34.83,2.81,41.63,2026-07-09T11:40:00,Tiruppur Textiles,SEN-102
176.91,43.46,20.57,35.28,2026-07-09T11:50:00,Salem Scrap Yard,SEN-103
274.99,11.2,17.28,48.98,2026-07-09T12:00:00,Tiruppur Textiles,SEN-104
221.44,42.54,5.93,16.23,2026-07-09T12:10:00,Tiruppur Textiles,SEN-100
406.04,34.49,22.29,33.86,2026-07-09T12:20:00,Tiruppur Textiles,SEN-101
272.37,16.5,14.83,26.74,2026-07-09T12:30:00,Coimbatore E-Hub,SEN-102
438.87,12.02,6.08,60.33,2026-07-09T12:40:00,Coimbatore E-Hub,SEN-103
234.14,11.39,5.77,25.69,2026-07-09T12:50:00,Tiruppur Textiles,SEN-104
317.94,25.8,16.05,24.54,2026-07-09T13:00:00,Tiruppur Textiles,SEN-100
411.01,30.44,5.79,33.64,2026-07-09T13:10:00,Tiruppur Textiles,SEN-101
154.51,17.51,15.53,17.61,2026-07-09T13:20:00,EcoFibre Ltd,SEN-102
300.94,17.64,18.77,58.11,2026-07-09T13:30:00,Tiruppur Textiles,SEN-103
408.56,27.57,11.44,28.31,2026-07-09T13:40:00,Salem Scrap Yard,SEN-104
245.07,23.7,8.57,62.89,2026-07-09T13:50:00,Tiruppur Textiles,SEN-100
194.42,8.95,15.34,44.53,2026-07-09T14:00:00,Coimbatore E-Hub,SEN-101
279.98,36.99,19.01,33.45,2026-07-09T14:10:00,Tiruppur Textiles,SEN-102
203.9,8.99,3.25,46.66,2026-07-09T14:20:00,Coimbatore E-Hub,SEN-103
189.26,14.42,23.45,57.27,2026-07-09T14:30:00,EcoFibre Ltd,SEN-104
390.05,42.29,19.72,51.12,2026-07-09T14:40:00,Coimbatore E-Hub,SEN-100
209.17,13.54,17.55,32.28,2026-07-09T14:50:00,EcoFibre Ltd,SEN-101
266.29,17.93,23.51,29.98,2026-07-09T15:00:00,Tiruppur Textiles,SEN-102
335.74,11.38,24.26,60.31,2026-07-09T15:10:00,EcoFibre Ltd,SEN-103
373.57,25.58,9.61,56.06,2026-07-09T15:20:00,EcoFibre Ltd,SEN-104
329.7,7.87,7.22,61.23,2026-07-09T15:30:00,Tiruppur Textiles,SEN-100
330.73,9.29,13.69,50.45,2026-07-09T15:40:00,Tiruppur Textiles,SEN-101
340.17,7.88,22.91,62.68,2026-07-09T15:50:00,Coimbatore E-Hub,SEN-102
210.19,33.61,9.24,26.85,2026-07-09T16:00:00,Tiruppur Textiles,SEN-103
300.92,8.32,16.26,28.71,2026-07-09T16:10:00,Tiruppur Textiles,SEN-104
645.67,30.56,39.51,116.95,2026-07-09T16:20:00,Tiruppur Textiles,SEN-100
211.77,17.87,12.71,61.88,2026-07-09T16:30:00,Tiruppur Textiles,SEN-101
181.88,38.68,13.11,46.26,2026-07-09T16:40:00,EcoFibre Ltd,SEN-102
429.0,20.34,13.31,59.29,2026-07-09T16:50:00,Tiruppur Textiles,SEN-103
390.46,26.18,13.08,47.43,2026-07-09T17:00:00,EcoFibre Ltd,SEN-104
343.01,15.5,3.2,22.7,2026-07-09T17:10:00,Salem Scrap Yard,SEN-100
263.15,41.13,3.6,13.2,2026-07-09T17:20:00,Coimbatore E-Hub,SEN-101
237.56,11.91,10.73,60.1,2026-07-09T17:30:00,Tiruppur Textiles,SEN-102
393.65,39.64,5.96,56.78,2026-07-09T17:40:00,Coimbatore E-Hub,SEN-103
161.87,21.12,16.93,48.39,2026-07-09T17:50:00,Coimbatore E-Hub,SEN-104
346.22,25.46,5.66,12.94,2026-07-09T18:00:00,EcoFibre Ltd,SEN-100
245.18,35.65,13.45,27.05,2026-07-09T18:10:00,Tiruppur Textiles,SEN-101
311.31,5.19,3.66,25.97,2026-07-09T18:20:00,Tiruppur Textiles,SEN-102
218.6,40.3,2.46,51.4,2026-07-09T18:30:00,EcoFibre Ltd,SEN-103
177.93,23.73,22.41,45.27,2026-07-09T18:40:00,Salem Scrap Yard,SEN-104
