buyer,seller,material,quantity,seller_initial_price,buyer_target_price,final_price,rounds,success
Kovai Paper Mills,Salem Scrap Yard,metal,3133.0,116.66,86.0,104.32,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,2591.0,24.43,17.2,20.1,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,6946.0,127.3,88.44,112.8,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,5493.0,17.65,12.35,15.25,4,1
Kovai Paper Mills,Salem Steel,textile,8433.0,19.02,12.73,16.84,4,1
Kovai Paper Mills,Chennai Polymers,paper,2670.0,16.75,13.44,15.5,3,1
Electro-Recycle,Coimbatore E-Hub,metal,9630.0,112.88,92.34,102.43,3,1
Kovai Paper Mills,Salem Steel,metal,7979.0,115.33,90.74,107.88,2,1
EcoFibre Ltd,Salem Steel,paper,4704.0,19.14,12.74,15.51,3,1
Tiruppur Textiles,Salem Steel,textile,3552.0,18.07,13.14,15.81,4,1
Electro-Recycle,Coimbatore E-Hub,plastic,9222.0,24.1,17.72,20.92,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,5929.0,17.81,12.66,15.23,5,1
Tiruppur Textiles,Coimbatore E-Hub,textile,2206.0,16.75,13.36,14.76,5,1
EcoFibre Ltd,Salem Scrap Yard,metal,6656.0,116.44,83.7,101.0,4,1
EcoFibre Ltd,Chennai Polymers,battery,9137.0,16.61,12.06,13.88,2,1
Electro-Recycle,Salem Scrap Yard,plastic,3275.0,24.88,18.65,21.41,4,1
EcoFibre Ltd,Chennai Polymers,textile,7740.0,18.84,12.74,15.88,2,1
Kovai Paper Mills,Salem Steel,paper,1293.0,19.32,13.35,16.39,4,1
Kovai Paper Mills,Coimbatore E-Hub,textile,5913.0,19.06,12.9,15.92,2,1
Kovai Paper Mills,Chennai Polymers,plastic,2524.0,22.36,17.69,19.45,4,1
Tiruppur Textiles,Salem Scrap Yard,plastic,2932.0,23.28,17.98,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,textile,5991.0,17.9,12.29,14.83,4,1
EcoFibre Ltd,Chennai Polymers,paper,9938.0,19.41,12.27,15.93,4,1
Electro-Recycle,Salem Steel,textile,2588.0,18.62,13.91,16.6,5,1
EcoFibre Ltd,Salem Steel,battery,6937.0,17.08,12.51,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,paper,6727.0,17.05,12.85,14.83,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7650.0,16.92,13.75,16.24,4,1
EcoFibre Ltd,Chennai Polymers,plastic,7680.0,24.8,17.64,20.75,5,1
EcoFibre Ltd,Salem Steel,plastic,1204.0,25.65,17.21,21.56,3,1
Electro-Recycle,Salem Steel,textile,3590.0,16.92,12.78,14.96,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,6038.0,117.15,84.36,93.43,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,7155.0,124.29,80.83,110.6,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,7925.0,17.59,14.16,0.0,2,0
Electro-Recycle,Chennai Polymers,paper,3892.0,17.76,13.09,15.51,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,8524.0,19.48,13.53,15.75,3,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,1274.0,23.99,17.8,21.0,5,1
EcoFibre Ltd,Salem Steel,metal,5997.0,110.96,93.23,98.14,3,1
Electro-Recycle,Chennai Polymers,metal,5867.0,111.4,86.2,93.82,5,1
Kovai Paper Mills,Coimbatore E-Hub,battery,3322.0,17.81,13.59,15.58,5,1
Electro-Recycle,Salem Steel,plastic,1582.0,23.41,16.43,19.12,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,2397.0,16.88,12.51,0.0,5,0
Tiruppur Textiles,Salem Scrap Yard,paper,4307.0,17.93,13.64,15.27,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,5781.0,18.68,12.21,15.23,3,1
Electro-Recycle,Chennai Polymers,metal,8869.0,127.96,83.64,107.13,5,1
Kovai Paper Mills,Salem Steel,metal,9908.0,111.9,94.95,102.99,3,1
EcoFibre Ltd,Chennai Polymers,paper,1422.0,17.87,12.4,14.51,2,1
Electro-Recycle,Coimbatore E-Hub,metal,7500.0,127.13,87.23,111.32,5,1
Electro-Recycle,Chennai Polymers,textile,2560.0,17.0,13.75,15.44,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,8035.0,17.85,12.03,14.24,3,1
EcoFibre Ltd,Salem Steel,paper,5059.0,16.96,13.45,15.46,2,1
EcoFibre Ltd,Salem Scrap Yard,textile,1448.0,19.43,13.66,16.22,2,1
Electro-Recycle,Chennai Polymers,plastic,1048.0,23.41,17.45,20.02,3,1
Electro-Recycle,Salem Scrap Yard,battery,8017.0,17.31,13.5,16.5,2,1
Tiruppur Textiles,Salem Scrap Yard,metal,2593.0,129.18,87.54,109.07,2,1
EcoFibre Ltd,Salem Steel,plastic,9736.0,25.45,17.53,21.78,2,1
Tiruppur Textiles,Salem Scrap Yard,battery,4212.0,17.02,12.77,14.11,3,1
EcoFibre Ltd,Salem Steel,textile,7737.0,18.08,14.13,0.0,4,0
EcoFibre Ltd,Coimbatore E-Hub,paper,7910.0,17.62,13.75,16.46,3,1
Electro-Recycle,Salem Steel,textile,5203.0,19.17,13.58,16.89,5,1
EcoFibre Ltd,Salem Steel,paper,8998.0,19.36,12.29,15.85,5,1
Tiruppur Textiles,Chennai Polymers,textile,3062.0,19.39,13.24,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,textile,935.0,16.62,12.9,14.81,2,1
Kovai Paper Mills,Salem Scrap Yard,metal,7397.0,128.76,80.8,109.06,3,1
EcoFibre Ltd,Chennai Polymers,battery,3291.0,17.85,12.65,15.36,5,1
Kovai Paper Mills,Salem Steel,metal,8196.0,112.32,90.09,100.08,3,1
Tiruppur Textiles,Salem Steel,battery,9120.0,18.44,13.9,16.96,4,1
Kovai Paper Mills,Salem Steel,metal,3128.0,116.08,86.75,100.77,5,1
EcoFibre Ltd,Salem Scrap Yard,textile,7142.0,17.81,13.25,14.93,4,1
Electro-Recycle,Salem Scrap Yard,paper,6356.0,18.96,12.18,15.37,2,1
EcoFibre Ltd,Salem Steel,battery,8937.0,17.94,13.2,15.55,3,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,7453.0,25.16,17.97,20.41,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,3504.0,17.19,12.01,14.09,4,1
Electro-Recycle,Salem Scrap Yard,paper,1861.0,16.68,12.18,14.69,5,1
Kovai Paper Mills,Salem Steel,metal,3555.0,125.0,83.22,103.26,3,1
Kovai Paper Mills,Chennai Polymers,paper,2971.0,18.83,12.97,16.44,4,1
EcoFibre Ltd,Salem Scrap Yard,metal,6167.0,110.41,89.33,0.0,3,0
EcoFibre Ltd,Coimbatore E-Hub,battery,7461.0,17.55,14.04,0.0,4,0
Kovai Paper Mills,Salem Steel,paper,4748.0,17.06,12.07,0.0,3,0
EcoFibre Ltd,Chennai Polymers,battery,7943.0,19.19,14.08,16.12,3,1
EcoFibre Ltd,Salem Steel,paper,4925.0,16.92,12.88,14.38,5,1
Kovai Paper Mills,Salem Steel,battery,2855.0,17.45,13.58,15.38,5,1
Tiruppur Textiles,Chennai Polymers,paper,4144.0,17.7,13.55,14.92,3,1
Electro-Recycle,Salem Scrap Yard,plastic,1282.0,23.92,18.61,21.54,5,1
Electro-Recycle,Coimbatore E-Hub,textile,7750.0,19.17,13.32,16.29,4,1
Electro-Recycle,Coimbatore E-Hub,metal,1610.0,127.54,90.14,111.33,2,1
EcoFibre Ltd,Chennai Polymers,metal,8556.0,115.07,93.12,0.0,5,0
Tiruppur Textiles,Coimbatore E-Hub,metal,9930.0,110.84,93.6,103.89,5,1
Tiruppur Textiles,Salem Steel,paper,4788.0,17.9,12.21,15.01,2,1
Tiruppur Textiles,Salem Steel,paper,3583.0,18.9,14.13,17.36,3,1
Kovai Paper Mills,Salem Scrap Yard,paper,6606.0,19.41,14.0,16.45,2,1
Tiruppur Textiles,Chennai Polymers,paper,7320.0,17.66,12.91,15.12,5,1
Tiruppur Textiles,Chennai Polymers,plastic,6392.0,25.21,18.96,22.74,4,1
EcoFibre Ltd,Salem Scrap Yard,plastic,2898.0,23.01,16.82,18.9,2,1
Tiruppur Textiles,Coimbatore E-Hub,metal,5093.0,110.98,85.02,107.47,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,5333.0,116.0,87.97,104.71,5,1
Electro-Recycle,Salem Steel,textile,1486.0,16.68,12.35,14.66,2,1
Kovai Paper Mills,Chennai Polymers,battery,9222.0,17.85,13.46,14.34,2,1
Kovai Paper Mills,Chennai Polymers,battery,1282.0,17.44,13.58,0.0,4,0
Kovai Paper Mills,Salem Scrap Yard,plastic,6137.0,23.27,17.23,20.71,4,1
EcoFibre Ltd,Salem Steel,plastic,9597.0,25.44,18.86,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,textile,8546.0,17.6,13.45,15.4,4,1
EcoFibre Ltd,Chennai Polymers,plastic,1599.0,23.79,18.55,0.0,4,0
EcoFibre Ltd,Salem Steel,paper,4853.0,17.27,13.49,0.0,5,0
EcoFibre Ltd,Salem Steel,paper,9316.0,17.11,12.19,14.19,2,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,4744.0,22.65,18.22,20.64,4,1
Kovai Paper Mills,Salem Scrap Yard,textile,8642.0,17.04,13.49,0.0,4,0
Electro-Recycle,Salem Scrap Yard,metal,8859.0,117.0,88.7,105.28,2,1
Kovai Paper Mills,Coimbatore E-Hub,metal,8962.0,122.45,83.16,105.02,3,1
Electro-Recycle,Coimbatore E-Hub,textile,6844.0,16.59,13.63,14.24,2,1
Electro-Recycle,Salem Steel,metal,3579.0,116.52,83.56,102.53,4,1
EcoFibre Ltd,Salem Steel,paper,6947.0,16.69,13.4,15.08,5,1
Kovai Paper Mills,Chennai Polymers,battery,1784.0,17.96,14.12,15.79,3,1
EcoFibre Ltd,Salem Steel,textile,4281.0,18.83,12.51,0.0,4,0
EcoFibre Ltd,Chennai Polymers,paper,1861.0,18.48,12.1,15.07,2,1
EcoFibre Ltd,Salem Scrap Yard,battery,805.0,16.81,13.11,15.26,5,1
EcoFibre Ltd,Salem Steel,textile,902.0,16.53,13.43,14.27,2,1
Electro-Recycle,Chennai Polymers,battery,4902.0,18.03,13.19,15.24,4,1
Kovai Paper Mills,Coimbatore E-Hub,battery,6268.0,17.01,12.96,0.0,4,0
Electro-Recycle,Salem Steel,plastic,6334.0,24.87,18.69,21.39,5,1
Electro-Recycle,Salem Steel,textile,1524.0,17.6,13.87,15.54,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7978.0,17.12,12.73,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,textile,6765.0,18.79,13.49,16.39,2,1
Electro-Recycle,Salem Scrap Yard,battery,4529.0,16.71,12.33,0.0,3,0
EcoFibre Ltd,Chennai Polymers,metal,2093.0,128.95,85.13,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,textile,7454.0,19.06,12.57,15.59,4,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,9780.0,23.39,16.35,0.0,2,0
Kovai Paper Mills,Salem Scrap Yard,textile,1368.0,17.89,14.14,16.42,5,1
Electro-Recycle,Chennai Polymers,paper,2434.0,16.89,13.44,15.39,4,1
Tiruppur Textiles,Chennai Polymers,plastic,8277.0,23.25,17.33,20.52,4,1
EcoFibre Ltd,Salem Steel,battery,3444.0,16.92,13.99,15.12,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,8018.0,124.86,93.75,110.85,3,1
EcoFibre Ltd,Salem Scrap Yard,paper,9790.0,17.59,14.14,15.98,2,1
Kovai Paper Mills,Salem Scrap Yard,battery,4591.0,16.9,12.25,0.0,4,0
Kovai Paper Mills,Salem Steel,metal,733.0,118.58,91.38,100.97,4,1
EcoFibre Ltd,Salem Scrap Yard,plastic,7784.0,22.56,16.66,19.21,5,1
EcoFibre Ltd,Chennai Polymers,metal,3279.0,128.35,86.75,0.0,5,0
EcoFibre Ltd,Salem Steel,battery,6916.0,17.64,12.04,15.59,3,1
Kovai Paper Mills,Chennai Polymers,paper,1996.0,18.95,14.23,16.53,5,1
Tiruppur Textiles,Chennai Polymers,paper,5834.0,18.79,13.55,16.16,5,1
Kovai Paper Mills,Chennai Polymers,metal,8860.0,118.42,92.59,0.0,3,0
Tiruppur Textiles,Salem Scrap Yard,metal,7089.0,125.83,81.49,104.78,3,1
Tiruppur Textiles,Chennai Polymers,battery,862.0,18.28,12.65,0.0,2,0
Kovai Paper Mills,Salem Steel,metal,9322.0,121.89,88.84,103.0,4,1
Tiruppur Textiles,Salem Steel,paper,8303.0,18.38,14.2,0.0,3,0
Electro-Recycle,Salem Steel,paper,5653.0,19.38,13.42,16.33,5,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,7403.0,22.07,18.59,20.58,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,8207.0,17.42,14.04,15.22,4,1
Electro-Recycle,Salem Scrap Yard,plastic,1148.0,23.12,18.79,20.28,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,6759.0,114.31,94.98,107.26,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,7620.0,18.68,12.71,15.86,5,1
Tiruppur Textiles,Coimbatore E-Hub,paper,7893.0,17.53,12.9,0.0,2,0
EcoFibre Ltd,Chennai Polymers,textile,8842.0,19.4,13.8,16.43,3,1
Tiruppur Textiles,Salem Steel,textile,7540.0,19.49,12.73,15.7,4,1
EcoFibre Ltd,Salem Steel,metal,5268.0,119.77,87.54,103.08,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,784.0,18.63,13.92,16.54,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,5300.0,117.36,85.05,102.64,5,1
Kovai Paper Mills,Salem Steel,paper,3129.0,19.2,12.28,15.04,5,1
EcoFibre Ltd,Salem Scrap Yard,paper,5349.0,18.14,13.67,15.64,4,1
Electro-Recycle,Salem Scrap Yard,plastic,5958.0,22.49,18.6,19.34,4,1
Electro-Recycle,Chennai Polymers,textile,6887.0,18.54,13.37,16.45,2,1
Kovai Paper Mills,Coimbatore E-Hub,textile,8796.0,17.26,13.96,15.7,3,1
Electro-Recycle,Chennai Polymers,metal,1270.0,121.88,82.82,102.7,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7569.0,16.95,13.46,15.27,3,1
EcoFibre Ltd,Salem Steel,battery,4751.0,18.0,12.05,15.61,3,1
Kovai Paper Mills,Salem Steel,textile,6043.0,17.92,14.02,15.62,5,1
Tiruppur Textiles,Salem Scrap Yard,paper,5860.0,18.6,12.58,15.43,4,1
Electro-Recycle,Chennai Polymers,textile,5862.0,17.0,12.08,14.47,2,1
Kovai Paper Mills,Salem Scrap Yard,metal,3544.0,125.98,85.43,103.16,5,1
Kovai Paper Mills,Chennai Polymers,plastic,8602.0,24.29,17.38,19.87,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,635.0,128.22,90.74,0.0,2,0
Tiruppur Textiles,Salem Steel,paper,5549.0,17.7,14.22,16.29,3,1
Electro-Recycle,Coimbatore E-Hub,metal,5181.0,118.06,80.25,97.66,3,1
Kovai Paper Mills,Salem Steel,textile,4818.0,17.01,13.03,15.52,2,1
Kovai Paper Mills,Coimbatore E-Hub,textile,5423.0,18.39,13.79,15.81,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,6564.0,19.15,13.68,0.0,2,0
EcoFibre Ltd,Salem Steel,battery,8004.0,18.24,12.82,0.0,2,0
Tiruppur Textiles,Salem Steel,metal,4988.0,116.58,89.8,100.89,2,1
Tiruppur Textiles,Salem Scrap Yard,metal,9674.0,116.7,86.96,98.89,4,1
EcoFibre Ltd,Salem Steel,textile,9199.0,18.28,12.16,15.21,2,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,7823.0,24.76,17.23,20.73,4,1
Tiruppur Textiles,Chennai Polymers,textile,2487.0,16.99,13.69,14.75,5,1
EcoFibre Ltd,Salem Scrap Yard,metal,5800.0,118.21,82.89,98.86,3,1
Electro-Recycle,Salem Scrap Yard,textile,968.0,19.21,13.81,16.68,2,1
Tiruppur Textiles,Chennai Polymers,textile,3506.0,17.47,12.99,0.0,3,0
Electro-Recycle,Salem Scrap Yard,plastic,6839.0,22.15,17.29,19.96,2,1
Electro-Recycle,Chennai Polymers,plastic,8866.0,25.64,17.53,0.0,2,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,9283.0,24.65,18.12,21.59,4,1
Tiruppur Textiles,Coimbatore E-Hub,textile,9539.0,16.83,12.54,14.35,5,1
EcoFibre Ltd,Salem Scrap Yard,textile,5500.0,19.43,13.58,16.33,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,3747.0,23.72,17.92,21.47,4,1
EcoFibre Ltd,Salem Steel,textile,8399.0,17.59,12.84,0.0,5,0
EcoFibre Ltd,Coimbatore E-Hub,textile,6406.0,16.98,13.61,15.76,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,6856.0,125.47,88.56,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,paper,8803.0,18.87,13.84,15.92,4,1
EcoFibre Ltd,Coimbatore E-Hub,metal,1041.0,126.02,91.58,104.99,3,1
EcoFibre Ltd,Salem Steel,textile,6689.0,16.78,12.39,14.6,3,1
Tiruppur Textiles,Salem Scrap Yard,battery,5703.0,16.59,14.18,0.0,2,0
Electro-Recycle,Salem Scrap Yard,textile,7021.0,19.21,13.78,17.12,4,1
Kovai Paper Mills,Chennai Polymers,textile,756.0,16.54,13.82,14.28,2,1
Kovai Paper Mills,Salem Scrap Yard,battery,7946.0,18.68,13.58,15.96,2,1
Kovai Paper Mills,Salem Scrap Yard,plastic,942.0,25.21,17.28,22.31,2,1
Kovai Paper Mills,Salem Steel,plastic,2207.0,22.02,17.41,20.92,4,1
Electro-Recycle,Coimbatore E-Hub,plastic,5418.0,25.18,16.72,20.47,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7930.0,16.86,12.15,0.0,4,0
Kovai Paper Mills,Salem Steel,textile,875.0,16.53,14.08,14.99,2,1
Tiruppur Textiles,Salem Scrap Yard,metal,1710.0,127.48,94.97,113.14,2,1
Tiruppur Textiles,Chennai Polymers,paper,1489.0,18.71,13.01,15.65,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,6860.0,121.31,81.16,100.13,5,1
EcoFibre Ltd,Salem Steel,textile,4365.0,16.77,12.29,14.03,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,8794.0,17.02,12.22,0.0,3,0
Tiruppur Textiles,Coimbatore E-Hub,battery,6184.0,19.0,13.9,16.27,2,1
Tiruppur Textiles,Salem Scrap Yard,metal,5055.0,129.36,92.71,108.1,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,6859.0,17.27,13.69,15.2,2,1
Electro-Recycle,Coimbatore E-Hub,plastic,4215.0,25.37,17.29,21.1,5,1
Tiruppur Textiles,Salem Scrap Yard,textile,6506.0,16.51,13.2,14.82,5,1
Tiruppur Textiles,Salem Scrap Yard,battery,3454.0,16.97,14.16,15.74,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,5496.0,18.66,12.19,0.0,5,0
Electro-Recycle,Salem Steel,metal,5863.0,118.98,94.69,106.55,4,1
Kovai Paper Mills,Chennai Polymers,plastic,4339.0,23.06,18.73,21.05,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,9731.0,127.1,94.61,108.8,5,1
Electro-Recycle,Coimbatore E-Hub,battery,5221.0,18.01,12.76,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,battery,1503.0,18.86,13.69,16.0,5,1
Kovai Paper Mills,Coimbatore E-Hub,battery,4801.0,18.68,12.21,0.0,5,0
Electro-Recycle,Chennai Polymers,metal,9064.0,112.16,89.61,103.72,5,1
Electro-Recycle,Salem Steel,battery,7087.0,17.81,12.28,15.07,3,1
EcoFibre Ltd,Chennai Polymers,battery,4156.0,17.07,12.07,0.0,5,0
Tiruppur Textiles,Salem Steel,metal,8480.0,118.3,82.24,105.27,4,1
Electro-Recycle,Salem Scrap Yard,paper,2353.0,18.14,12.05,15.3,4,1
EcoFibre Ltd,Salem Steel,metal,3056.0,111.08,81.05,100.48,2,1
EcoFibre Ltd,Chennai Polymers,plastic,2521.0,22.98,16.41,19.91,4,1
Electro-Recycle,Salem Steel,plastic,7703.0,22.2,17.05,20.26,3,1
Tiruppur Textiles,Salem Steel,metal,7234.0,126.95,91.38,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,paper,3237.0,16.73,13.06,14.12,4,1
EcoFibre Ltd,Coimbatore E-Hub,paper,5182.0,17.86,13.34,15.52,2,1
Kovai Paper Mills,Salem Scrap Yard,metal,7223.0,116.36,83.48,100.93,2,1
Electro-Recycle,Coimbatore E-Hub,paper,6944.0,16.81,13.92,15.58,3,1
Tiruppur Textiles,Chennai Polymers,battery,8012.0,16.58,12.03,14.35,2,1
EcoFibre Ltd,Chennai Polymers,textile,2298.0,16.72,13.81,14.97,3,1
EcoFibre Ltd,Salem Steel,metal,5989.0,122.56,88.21,102.15,5,1
Kovai Paper Mills,Chennai Polymers,textile,5863.0,18.16,12.82,15.88,3,1
Tiruppur Textiles,Salem Steel,battery,3136.0,17.77,12.88,15.18,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,8776.0,19.17,13.24,0.0,4,0
Electro-Recycle,Chennai Polymers,paper,6556.0,17.8,13.33,15.5,3,1
EcoFibre Ltd,Chennai Polymers,textile,4287.0,19.06,14.05,16.52,2,1
Kovai Paper Mills,Salem Scrap Yard,plastic,5352.0,22.27,16.04,0.0,2,0
Electro-Recycle,Salem Scrap Yard,battery,5223.0,18.65,12.6,15.81,5,1
Tiruppur Textiles,Salem Steel,metal,8813.0,123.65,81.52,109.58,2,1
Electro-Recycle,Chennai Polymers,metal,8628.0,119.71,91.77,99.45,2,1
Tiruppur Textiles,Salem Steel,plastic,5503.0,22.92,16.53,19.61,2,1
Tiruppur Textiles,Coimbatore E-Hub,paper,6967.0,18.82,14.02,16.93,4,1
EcoFibre Ltd,Salem Scrap Yard,plastic,6563.0,23.29,17.71,20.91,5,1
Kovai Paper Mills,Chennai Polymers,paper,6120.0,17.23,12.98,14.94,2,1
EcoFibre Ltd,Coimbatore E-Hub,metal,2340.0,112.39,93.86,108.05,3,1
Electro-Recycle,Salem Scrap Yard,battery,4097.0,18.72,13.35,15.57,4,1
Electro-Recycle,Salem Scrap Yard,paper,8553.0,19.46,12.48,16.69,5,1
Tiruppur Textiles,Salem Steel,battery,2788.0,17.78,12.92,0.0,4,0
Electro-Recycle,Chennai Polymers,battery,5381.0,17.79,14.15,0.0,2,0
Kovai Paper Mills,Salem Steel,battery,7641.0,19.23,12.62,16.19,5,1
EcoFibre Ltd,Salem Scrap Yard,metal,2441.0,127.14,85.63,106.4,5,1
Electro-Recycle,Coimbatore E-Hub,textile,2621.0,16.52,14.18,15.55,3,1
Electro-Recycle,Salem Scrap Yard,paper,1105.0,18.23,13.58,15.88,3,1
Electro-Recycle,Chennai Polymers,paper,4770.0,19.15,14.15,16.31,4,1
EcoFibre Ltd,Coimbatore E-Hub,battery,9536.0,18.48,12.73,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,metal,2452.0,113.12,91.85,105.25,3,1
EcoFibre Ltd,Coimbatore E-Hub,paper,1525.0,18.93,13.74,16.52,2,1
EcoFibre Ltd,Salem Steel,battery,3055.0,17.48,12.18,14.3,2,1
Tiruppur Textiles,Coimbatore E-Hub,battery,9464.0,17.69,12.83,15.26,2,1
Tiruppur Textiles,Coimbatore E-Hub,metal,1713.0,127.29,90.4,107.75,4,1
Kovai Paper Mills,Salem Scrap Yard,plastic,3151.0,25.02,17.35,21.32,5,1
Tiruppur Textiles,Salem Steel,battery,6046.0,16.86,13.66,15.12,5,1
Tiruppur Textiles,Chennai Polymers,metal,547.0,124.87,87.92,103.54,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,7558.0,16.63,12.49,14.93,5,1
Kovai Paper Mills,Salem Steel,plastic,6438.0,22.01,18.56,20.49,2,1
Tiruppur Textiles,Chennai Polymers,plastic,2040.0,22.6,17.4,20.56,2,1
Electro-Recycle,Salem Steel,battery,8459.0,19.46,12.11,16.01,5,1
Tiruppur Textiles,Coimbatore E-Hub,paper,7554.0,17.63,14.2,15.43,5,1
Electro-Recycle,Chennai Polymers,plastic,3868.0,22.02,17.52,19.23,5,1
Kovai Paper Mills,Salem Steel,paper,4021.0,18.87,13.05,16.59,4,1
EcoFibre Ltd,Chennai Polymers,metal,1654.0,129.4,93.9,0.0,4,0
EcoFibre Ltd,Coimbatore E-Hub,metal,9716.0,112.73,88.27,105.19,4,1
Electro-Recycle,Salem Steel,plastic,3694.0,23.5,16.82,20.64,4,1
Electro-Recycle,Salem Steel,metal,4163.0,110.31,86.87,98.77,3,1
Tiruppur Textiles,Chennai Polymers,textile,9333.0,18.91,12.47,15.51,3,1
Kovai Paper Mills,Coimbatore E-Hub,paper,3980.0,18.47,13.22,16.12,4,1
Kovai Paper Mills,Salem Scrap Yard,textile,8626.0,18.62,14.11,16.58,3,1
Tiruppur Textiles,Salem Steel,textile,2982.0,17.71,12.84,14.86,4,1
EcoFibre Ltd,Coimbatore E-Hub,textile,6979.0,19.46,12.96,0.0,5,0
Tiruppur Textiles,Coimbatore E-Hub,battery,9454.0,17.71,12.04,14.79,3,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,3255.0,25.82,17.0,21.43,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,1184.0,18.49,13.62,15.89,4,1
EcoFibre Ltd,Salem Steel,paper,6419.0,17.39,12.93,15.06,2,1
Tiruppur Textiles,Chennai Polymers,paper,2479.0,16.9,12.65,15.27,3,1
Tiruppur Textiles,Chennai Polymers,textile,1022.0,17.38,13.7,16.25,3,1
Tiruppur Textiles,Chennai Polymers,battery,7311.0,18.5,14.02,16.5,3,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,7667.0,23.24,17.51,20.2,2,1
Tiruppur Textiles,Chennai Polymers,battery,3051.0,17.66,12.23,15.25,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,1792.0,18.65,13.98,16.56,3,1
Electro-Recycle,Salem Steel,metal,1517.0,119.9,84.13,106.61,5,1
Kovai Paper Mills,Coimbatore E-Hub,battery,8183.0,17.67,13.85,15.69,5,1
Tiruppur Textiles,Chennai Polymers,paper,5385.0,19.17,12.61,16.1,2,1
Tiruppur Textiles,Salem Scrap Yard,textile,9690.0,19.12,13.62,0.0,3,0
Kovai Paper Mills,Salem Scrap Yard,battery,3817.0,16.62,13.08,14.52,4,1
Electro-Recycle,Salem Scrap Yard,textile,8775.0,18.11,13.62,15.94,3,1
Tiruppur Textiles,Chennai Polymers,textile,5788.0,18.2,14.2,15.87,3,1
Electro-Recycle,Chennai Polymers,metal,9157.0,114.89,92.83,102.38,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,1684.0,19.33,13.91,15.88,3,1
EcoFibre Ltd,Coimbatore E-Hub,textile,5769.0,17.54,13.88,15.73,2,1
Kovai Paper Mills,Chennai Polymers,textile,2197.0,16.78,13.31,14.98,5,1
Kovai Paper Mills,Salem Steel,textile,9960.0,17.24,13.64,15.26,5,1
Electro-Recycle,Chennai Polymers,plastic,4361.0,24.56,16.52,20.11,4,1
EcoFibre Ltd,Salem Steel,paper,748.0,18.59,12.27,16.24,4,1
Kovai Paper Mills,Salem Scrap Yard,metal,8911.0,112.74,87.32,102.63,3,1
Electro-Recycle,Salem Steel,battery,549.0,17.93,12.11,14.65,5,1
EcoFibre Ltd,Coimbatore E-Hub,metal,914.0,111.85,93.74,100.25,5,1
