plant,equipment,power_usage,operating_hours,production,season,temperature
Coimbatore Sorting Hub,Compactor Press,470.8,7.3,8824.8,spring,18.4
Coimbatore Sorting Hub,Shredder Mill,1376.92,16.4,1082.3,summer,27.7
Chennai Extrusion Center,Shredder Mill,1608.15,17.2,5077.5,winter,41.9
Coimbatore Sorting Hub,Shredder Mill,1035.3,12.0,2768.3,winter,38.2
Coimbatore Sorting Hub,Compactor Press,273.43,2.3,7104.7,monsoon,20.4
Coimbatore Sorting Hub,Hydraulic Baler,830.68,17.8,2630.5,winter,15.1
Chennai Extrusion Center,Pelletizer Extruder,586.2,4.5,1401.4,winter,39.7
Tiruppur Weaving Plant,Pelletizer Extruder,2857.01,22.6,9184.5,monsoon,36.9
Coimbatore Sorting Hub,Compactor Press,912.84,17.9,7132.1,monsoon,25.8
Chennai Extrusion Center,Hydraulic Baler,951.39,20.7,3332.9,spring,18.8
Tiruppur Weaving Plant,Compactor Press,676.96,14.7,1213.4,monsoon,23.8
Salem Compressed Scrap,Compactor Press,517.37,10.0,5549.1,winter,32.2
Salem Compressed Scrap,Compactor Press,839.15,14.2,9870.9,winter,20.3
Salem Compressed Scrap,Compactor Press,1105.31,21.0,8472.3,summer,37.4
Coimbatore Sorting Hub,Hydraulic Baler,761.62,15.1,6139.3,winter,37.9
Tiruppur Weaving Plant,Compactor Press,836.44,18.0,1519.4,winter,31.5
Coimbatore Sorting Hub,Compactor Press,311.63,3.9,8988.6,spring,24.9
Chennai Extrusion Center,Compactor Press,386.36,7.9,2543.6,summer,40.1
Salem Compressed Scrap,Pelletizer Extruder,1840.48,14.7,3108.2,summer,19.6
Tiruppur Weaving Plant,Compactor Press,238.38,2.6,5838.8,spring,31.4
Chennai Extrusion Center,Pelletizer Extruder,1037.5,7.8,5435.3,summer,32.7
Salem Compressed Scrap,Pelletizer Extruder,1503.65,11.4,5720.2,spring,31.1
Tiruppur Weaving Plant,Pelletizer Extruder,573.41,3.8,4581.2,summer,33.7
Salem Compressed Scrap,Compactor Press,510.2,7.8,7717.4,spring,32.2
Chennai Extrusion Center,Hydraulic Baler,227.0,2.3,7116.8,winter,37.6
Chennai Extrusion Center,Shredder Mill,1545.76,16.1,6958.2,spring,27.9
Salem Compressed Scrap,Hydraulic Baler,623.06,13.3,2071.0,summer,25.1
Coimbatore Sorting Hub,Hydraulic Baler,459.35,7.5,7052.2,monsoon,32.0
Tiruppur Weaving Plant,Compactor Press,546.47,8.6,5993.2,monsoon,18.2
Tiruppur Weaving Plant,Shredder Mill,454.59,4.0,7819.6,winter,36.9
Coimbatore Sorting Hub,Hydraulic Baler,767.69,16.5,3089.3,monsoon,18.0
Chennai Extrusion Center,Shredder Mill,1261.06,13.2,8175.7,winter,41.9
Tiruppur Weaving Plant,Hydraulic Baler,556.04,9.7,7247.0,winter,30.1
Coimbatore Sorting Hub,Compactor Press,764.73,14.7,7173.0,spring,20.7
Salem Compressed Scrap,Pelletizer Extruder,1228.18,9.0,9772.7,winter,26.3
Tiruppur Weaving Plant,Pelletizer Extruder,1608.29,11.5,9921.1,spring,37.1
Chennai Extrusion Center,Hydraulic Baler,207.55,2.9,3492.6,monsoon,22.9
Chennai Extrusion Center,Pelletizer Extruder,1120.96,8.5,6019.9,monsoon,38.0
Salem Compressed Scrap,Hydraulic Baler,582.34,10.6,5291.6,monsoon,37.3
Chennai Extrusion Center,Shredder Mill,1825.02,20.9,3029.2,summer,26.4
Coimbatore Sorting Hub,Hydraulic Baler,611.72,10.1,7537.4,spring,29.1
Tiruppur Weaving Plant,Pelletizer Extruder,2317.56,18.5,4690.6,summer,18.7
Tiruppur Weaving Plant,Pelletizer Extruder,2906.01,23.6,2645.9,summer,25.2
Tiruppur Weaving Plant,Shredder Mill,1174.89,11.9,9153.3,spring,40.3
Salem Compressed Scrap,Pelletizer Extruder,1873.67,14.7,8024.0,monsoon,18.4
Salem Compressed Scrap,Shredder Mill,1715.41,19.6,4611.6,summer,34.4
Chennai Extrusion Center,Pelletizer Extruder,1754.83,13.6,5630.3,monsoon,16.1
Salem Compressed Scrap,Hydraulic Baler,889.67,16.2,5730.8,monsoon,39.0
Coimbatore Sorting Hub,Pelletizer Extruder,2145.19,16.5,9003.1,summer,39.1
Coimbatore Sorting Hub,Compactor Press,1125.5,22.7,2875.0,spring,35.1
Chennai Extrusion Center,Pelletizer Extruder,1125.27,7.9,7877.8,summer,36.5
Chennai Extrusion Center,Pelletizer Extruder,2814.6,22.7,5572.3,winter,41.0
Coimbatore Sorting Hub,Shredder Mill,1601.95,18.1,4404.9,monsoon,28.7
Coimbatore Sorting Hub,Pelletizer Extruder,2522.85,20.0,6588.1,spring,18.4
Coimbatore Sorting Hub,Hydraulic Baler,768.71,15.3,6765.2,summer,30.0
Chennai Extrusion Center,Shredder Mill,760.68,8.1,5581.6,spring,22.3
Tiruppur Weaving Plant,Compactor Press,543.05,8.0,8626.4,spring,35.8
Tiruppur Weaving Plant,Pelletizer Extruder,1994.62,15.0,9379.2,summer,15.2
Tiruppur Weaving Plant,Shredder Mill,976.61,11.0,1582.5,summer,33.1
Tiruppur Weaving Plant,Shredder Mill,914.2,8.8,9850.3,spring,39.4
Salem Compressed Scrap,Hydraulic Baler,1150.05,22.5,8193.0,winter,20.6
Salem Compressed Scrap,Hydraulic Baler,706.03,13.1,4425.4,monsoon,27.0
Coimbatore Sorting Hub,Compactor Press,722.86,12.5,9362.0,summer,19.4
Chennai Extrusion Center,Compactor Press,428.6,7.3,5771.2,summer,16.7
Chennai Extrusion Center,Hydraulic Baler,201.68,2.5,3629.5,spring,27.2
Salem Compressed Scrap,Pelletizer Extruder,1698.48,13.7,4229.0,summer,22.2
Coimbatore Sorting Hub,Hydraulic Baler,1067.64,22.4,4324.8,winter,27.1
Chennai Extrusion Center,Hydraulic Baler,882.79,18.7,2623.5,monsoon,34.8
Chennai Extrusion Center,Compactor Press,130.7,2.4,1455.0,spring,18.4
Coimbatore Sorting Hub,Hydraulic Baler,640.31,13.3,1822.0,winter,39.7
Salem Compressed Scrap,Shredder Mill,1109.98,11.9,2394.1,summer,37.5
Chennai Extrusion Center,Compactor Press,413.98,6.8,8168.3,winter,21.5
Chennai Extrusion Center,Hydraulic Baler,841.07,19.0,1732.2,monsoon,35.9
Salem Compressed Scrap,Compactor Press,954.49,18.8,7970.1,spring,22.6
Salem Compressed Scrap,Pelletizer Extruder,1029.21,8.4,3442.8,summer,35.5
Salem Compressed Scrap,Pelletizer Extruder,2718.76,21.7,5377.1,summer,34.5
Tiruppur Weaving Plant,Compactor Press,1119.6,20.6,7456.9,winter,31.5
Coimbatore Sorting Hub,Shredder Mill,2050.92,23.3,4939.2,summer,30.3
Chennai Extrusion Center,Pelletizer Extruder,2745.83,21.8,8819.3,winter,29.6
Chennai Extrusion Center,Compactor Press,219.66,3.4,2205.3,spring,21.8
Salem Compressed Scrap,Pelletizer Extruder,755.84,5.6,3837.9,spring,24.4
Coimbatore Sorting Hub,Compactor Press,826.57,15.2,5183.7,monsoon,25.0
Chennai Extrusion Center,Shredder Mill,1574.61,18.0,2491.8,winter,28.5
Coimbatore Sorting Hub,Shredder Mill,2143.27,23.5,8514.1,winter,24.1
Salem Compressed Scrap,Hydraulic Baler,896.65,17.3,7775.0,monsoon,29.3
Tiruppur Weaving Plant,Compactor Press,336.21,5.8,6107.2,winter,27.4
Salem Compressed Scrap,Compactor Press,782.12,13.9,8512.6,spring,25.3
Salem Compressed Scrap,Shredder Mill,804.82,9.1,4264.2,monsoon,18.0
Coimbatore Sorting Hub,Compactor Press,1085.95,21.3,2415.7,spring,34.0
Coimbatore Sorting Hub,Compactor Press,879.09,18.2,2291.9,monsoon,37.4
Coimbatore Sorting Hub,Shredder Mill,577.55,6.3,3206.1,monsoon,36.7
Coimbatore Sorting Hub,Compactor Press,654.76,11.7,6510.6,winter,16.4
Tiruppur Weaving Plant,Compactor Press,205.37,3.7,2843.5,monsoon,32.7
Chennai Extrusion Center,Compactor Press,1012.63,19.9,6815.6,winter,29.8
Tiruppur Weaving Plant,Pelletizer Extruder,2959.24,24.0,2736.4,monsoon,32.1
Coimbatore Sorting Hub,Shredder Mill,483.8,4.8,5501.9,monsoon,33.5
Chennai Extrusion Center,Hydraulic Baler,692.26,14.3,3358.7,winter,15.3
Salem Compressed Scrap,Shredder Mill,1301.81,15.1,1325.2,winter,33.1
Tiruppur Weaving Plant,Shredder Mill,447.78,4.4,4944.1,summer,32.3
Coimbatore Sorting Hub,Shredder Mill,247.25,2.2,2524.0,winter,30.7
Tiruppur Weaving Plant,Shredder Mill,2055.34,22.9,7883.3,monsoon,31.8
Tiruppur Weaving Plant,Pelletizer Extruder,2750.95,22.3,3865.3,summer,22.8
Tiruppur Weaving Plant,Compactor Press,497.71,8.5,7392.9,spring,19.4
Coimbatore Sorting Hub,Pelletizer Extruder,2119.09,17.7,1160.3,winter,27.8
Chennai Extrusion Center,Compactor Press,1176.2,23.4,7302.6,summer,19.1
Coimbatore Sorting Hub,Pelletizer Extruder,1469.25,11.6,3872.5,summer,21.9
Tiruppur Weaving Plant,Hydraulic Baler,1042.38,21.2,6799.9,monsoon,17.0
Salem Compressed Scrap,Compactor Press,662.81,12.1,2957.5,winter,40.0
Salem Compressed Scrap,Shredder Mill,1226.01,13.3,3921.4,winter,34.6
Tiruppur Weaving Plant,Compactor Press,457.89,10.7,1239.5,winter,17.9
Chennai Extrusion Center,Hydraulic Baler,555.58,8.4,6334.7,summer,35.3
Salem Compressed Scrap,Compactor Press,839.55,17.6,2108.7,spring,32.5
Tiruppur Weaving Plant,Shredder Mill,1151.81,12.9,4563.1,monsoon,27.5
Coimbatore Sorting Hub,Compactor Press,1163.67,23.6,5681.8,winter,27.5
Chennai Extrusion Center,Pelletizer Extruder,1930.26,15.4,3238.0,summer,16.7
Tiruppur Weaving Plant,Hydraulic Baler,424.77,7.3,6601.9,winter,29.3
Coimbatore Sorting Hub,Compactor Press,492.22,9.1,6298.7,monsoon,37.5
Tiruppur Weaving Plant,Compactor Press,1065.89,23.5,2137.7,summer,40.6
Chennai Extrusion Center,Pelletizer Extruder,2773.68,22.5,3949.8,monsoon,21.1
Coimbatore Sorting Hub,Hydraulic Baler,703.95,15.3,1177.6,summer,20.0
Salem Compressed Scrap,Hydraulic Baler,472.79,9.7,4956.1,winter,16.2
Coimbatore Sorting Hub,Pelletizer Extruder,2406.81,20.2,1431.1,summer,40.5
Coimbatore Sorting Hub,Pelletizer Extruder,2037.09,16.0,6630.1,summer,32.3
Coimbatore Sorting Hub,Shredder Mill,1905.7,21.4,8467.6,summer,33.6
Tiruppur Weaving Plant,Pelletizer Extruder,1306.6,10.3,3732.6,summer,26.9
Chennai Extrusion Center,Pelletizer Extruder,2614.57,21.2,1980.9,summer,16.4
Salem Compressed Scrap,Pelletizer Extruder,1197.57,9.4,7320.4,summer,21.8
Chennai Extrusion Center,Shredder Mill,502.56,5.4,4500.8,spring,19.9
Coimbatore Sorting Hub,Compactor Press,595.27,9.8,8014.5,winter,27.0
Coimbatore Sorting Hub,Shredder Mill,577.32,5.4,9190.1,summer,24.3
Salem Compressed Scrap,Hydraulic Baler,507.58,10.8,682.1,monsoon,36.3
Tiruppur Weaving Plant,Shredder Mill,1690.24,20.2,714.7,spring,20.5
Coimbatore Sorting Hub,Compactor Press,805.02,17.4,2839.6,spring,27.1
Coimbatore Sorting Hub,Shredder Mill,1998.31,22.3,4519.2,winter,16.9
Salem Compressed Scrap,Shredder Mill,1589.46,18.3,4171.2,monsoon,36.7
Salem Compressed Scrap,Shredder Mill,2081.43,23.0,8513.1,winter,17.9
Chennai Extrusion Center,Shredder Mill,794.86,8.3,2389.7,monsoon,39.8
Chennai Extrusion Center,Compactor Press,404.23,6.2,6845.3,winter,18.6
Coimbatore Sorting Hub,Pelletizer Extruder,2160.78,16.8,7932.8,summer,41.7
Tiruppur Weaving Plant,Compactor Press,1063.21,23.0,5046.5,monsoon,29.0
Coimbatore Sorting Hub,Hydraulic Baler,1057.04,22.8,2357.9,winter,40.1
Salem Compressed Scrap,Hydraulic Baler,506.86,9.9,6202.4,summer,35.1
Tiruppur Weaving Plant,Compactor Press,486.9,6.8,7209.2,summer,30.6
Chennai Extrusion Center,Pelletizer Extruder,1449.14,11.3,4537.5,winter,40.6
Coimbatore Sorting Hub,Hydraulic Baler,589.5,13.2,3624.7,monsoon,34.5
Chennai Extrusion Center,Hydraulic Baler,126.77,2.2,3110.5,monsoon,26.8
Tiruppur Weaving Plant,Hydraulic Baler,981.7,20.6,4555.6,monsoon,39.3
Tiruppur Weaving Plant,Compactor Press,346.19,6.5,2397.0,spring,34.3
Chennai Extrusion Center,Hydraulic Baler,480.91,9.6,2139.8,winter,40.4
Coimbatore Sorting Hub,Pelletizer Extruder,957.16,6.8,6652.9,spring,21.1
Tiruppur Weaving Plant,Pelletizer Extruder,1638.57,13.0,2543.3,spring,17.0
Tiruppur Weaving Plant,Shredder Mill,1282.02,13.4,7901.1,spring,18.7
Coimbatore Sorting Hub,Compactor Press,895.67,20.1,2442.6,winter,18.5
Chennai Extrusion Center,Compactor Press,530.61,8.9,8467.7,monsoon,31.3
Chennai Extrusion Center,Hydraulic Baler,135.06,2.4,3461.9,winter,35.7
Chennai Extrusion Center,Shredder Mill,1772.34,20.3,6764.1,spring,36.4
Chennai Extrusion Center,Hydraulic Baler,313.79,2.8,9361.4,summer,32.5
Chennai Extrusion Center,Compactor Press,1105.22,23.7,2851.3,winter,41.8
Salem Compressed Scrap,Shredder Mill,1437.21,14.7,9290.0,monsoon,34.6
Chennai Extrusion Center,Hydraulic Baler,958.37,20.1,924.7,summer,41.6
Chennai Extrusion Center,Compactor Press,923.0,18.9,3718.6,summer,20.0
Coimbatore Sorting Hub,Compactor Press,428.26,7.6,831.4,spring,31.6
Tiruppur Weaving Plant,Shredder Mill,1025.92,10.6,7108.6,summer,16.4
Tiruppur Weaving Plant,Hydraulic Baler,118.19,2.7,510.7,summer,21.8
Tiruppur Weaving Plant,Compactor Press,138.52,2.3,3013.2,winter,34.2
Tiruppur Weaving Plant,Pelletizer Extruder,2436.4,19.1,9729.1,winter,33.2
Salem Compressed Scrap,Shredder Mill,1766.19,19.4,7518.6,winter,31.0
Salem Compressed Scrap,Hydraulic Baler,527.45,8.5,8839.1,monsoon,31.1
Chennai Extrusion Center,Pelletizer Extruder,1271.35,10.0,3853.5,spring,34.5
Chennai Extrusion Center,Hydraulic Baler,1238.96,23.6,8880.6,winter,29.5
Salem Compressed Scrap,Shredder Mill,1508.93,16.5,4388.8,monsoon,34.4
Salem Compressed Scrap,Pelletizer Extruder,789.44,5.4,7997.8,summer,34.7
Salem Compressed Scrap,Compactor Press,1135.52,20.9,9920.1,spring,37.2
Tiruppur Weaving Plant,Shredder Mill,455.73,3.9,6418.2,summer,28.6
Chennai Extrusion Center,Shredder Mill,1956.94,23.4,1029.5,monsoon,37.6
Chennai Extrusion Center,Pelletizer Extruder,1366.26,10.8,3981.7,spring,40.2
Salem Compressed Scrap,Pelletizer Extruder,2066.17,17.2,547.7,winter,24.0
Tiruppur Weaving Plant,Hydraulic Baler,722.16,14.8,2132.6,spring,17.4
Tiruppur Weaving Plant,Compactor Press,588.35,10.2,7346.3,winter,30.5
Coimbatore Sorting Hub,Shredder Mill,739.3,6.8,7284.3,summer,39.1
Salem Compressed Scrap,Hydraulic Baler,353.49,6.0,3311.3,summer,20.4
Tiruppur Weaving Plant,Pelletizer Extruder,1818.59,14.6,2592.3,summer,16.1
Salem Compressed Scrap,Shredder Mill,920.68,10.2,1913.5,summer,40.1
Tiruppur Weaving Plant,Pelletizer Extruder,2001.41,15.9,6008.3,spring,23.9
Tiruppur Weaving Plant,Compactor Press,309.88,4.1,6260.9,summer,19.0
Salem Compressed Scrap,Compactor Press,643.55,14.0,694.5,summer,31.6
Coimbatore Sorting Hub,Hydraulic Baler,243.83,4.0,4727.7,monsoon,33.5
Tiruppur Weaving Plant,Shredder Mill,2181.72,23.6,9032.4,spring,23.2
Chennai Extrusion Center,Pelletizer Extruder,1576.09,12.4,6932.7,monsoon,37.2
Salem Compressed Scrap,Compactor Press,964.35,20.4,1249.6,spring,21.8
Tiruppur Weaving Plant,Compactor Press,451.28,7.9,5358.6,winter,30.4
Coimbatore Sorting Hub,Compactor Press,987.19,19.5,4707.1,monsoon,35.0
Tiruppur Weaving Plant,Hydraulic Baler,821.46,16.7,2723.3,summer,36.2
Salem Compressed Scrap,Pelletizer Extruder,1328.6,10.0,7507.2,winter,18.0
Tiruppur Weaving Plant,Pelletizer Extruder,631.57,5.0,1133.0,monsoon,37.5
Chennai Extrusion Center,Compactor Press,636.18,12.3,4202.9,winter,40.7
Chennai Extrusion Center,Hydraulic Baler,548.28,9.8,6231.6,spring,26.9
Chennai Extrusion Center,Compactor Press,698.49,12.5,6916.3,spring,37.0
Tiruppur Weaving Plant,Hydraulic Baler,495.07,9.2,4975.5,summer,39.5
Tiruppur Weaving Plant,Pelletizer Extruder,1449.69,11.6,2877.3,monsoon,25.1
Salem Compressed Scrap,Pelletizer Extruder,827.47,5.9,6269.0,monsoon,40.2
Chennai Extrusion Center,Compactor Press,268.4,3.2,7748.2,winter,34.7
Salem Compressed Scrap,Pelletizer Extruder,1148.66,9.3,5280.5,monsoon,26.3
Coimbatore Sorting Hub,Pelletizer Extruder,2015.42,15.3,7617.7,monsoon,39.6
Salem Compressed Scrap,Hydraulic Baler,816.58,18.2,1945.4,summer,22.5
Salem Compressed Scrap,Shredder Mill,1286.62,13.1,9767.9,winter,39.2
Tiruppur Weaving Plant,Pelletizer Extruder,1301.14,9.6,8989.7,summer,35.8
Tiruppur Weaving Plant,Compactor Press,199.18,2.3,3346.1,monsoon,35.6
Chennai Extrusion Center,Pelletizer Extruder,863.76,7.1,509.0,spring,32.4
Salem Compressed Scrap,Compactor Press,352.24,5.0,3739.7,winter,35.9
Coimbatore Sorting Hub,Hydraulic Baler,501.76,9.0,2952.5,spring,18.3
Tiruppur Weaving Plant,Shredder Mill,793.83,7.4,8835.1,spring,28.6
Chennai Extrusion Center,Hydraulic Baler,1121.28,22.6,8170.0,winter,17.3
Chennai Extrusion Center,Compactor Press,812.11,15.9,5993.7,monsoon,41.4
Coimbatore Sorting Hub,Compactor Press,748.35,14.3,6730.1,monsoon,35.7
Tiruppur Weaving Plant,Pelletizer Extruder,436.39,3.4,1524.6,spring,21.0
Salem Compressed Scrap,Compactor Press,555.72,10.2,8546.6,winter,41.1
Tiruppur Weaving Plant,Shredder Mill,751.79,7.9,5556.3,monsoon,31.7
Tiruppur Weaving Plant,Hydraulic Baler,600.74,9.4,7178.8,winter,24.2
Coimbatore Sorting Hub,Shredder Mill,1149.21,12.2,5782.5,winter,34.0
Chennai Extrusion Center,Shredder Mill,424.66,4.1,2131.1,winter,35.2
Chennai Extrusion Center,Hydraulic Baler,1027.3,20.9,1882.2,winter,37.9
Coimbatore Sorting Hub,Shredder Mill,1570.43,17.0,9938.3,spring,17.9
Salem Compressed Scrap,Compactor Press,841.59,15.8,8360.1,winter,30.3
Salem Compressed Scrap,Hydraulic Baler,192.27,2.7,4958.4,monsoon,38.4
Salem Compressed Scrap,Compactor Press,1103.08,21.5,8620.1,spring,25.6
Coimbatore Sorting Hub,Hydraulic Baler,336.57,7.3,3162.1,spring,28.2
Coimbatore Sorting Hub,Compactor Press,566.0,11.6,1745.7,monsoon,29.9
Chennai Extrusion Center,Pelletizer Extruder,1534.25,12.4,4220.8,monsoon,15.9
Coimbatore Sorting Hub,Compactor Press,1086.31,21.2,4887.4,spring,18.8
Tiruppur Weaving Plant,Shredder Mill,659.57,7.3,2251.1,summer,29.6
Coimbatore Sorting Hub,Compactor Press,666.0,11.8,4403.8,winter,25.5
Chennai Extrusion Center,Pelletizer Extruder,2013.64,16.1,5200.5,monsoon,17.6
Tiruppur Weaving Plant,Pelletizer Extruder,387.14,2.5,5440.2,winter,39.0
Salem Compressed Scrap,Shredder Mill,2055.29,22.4,7315.6,summer,33.0
Chennai Extrusion Center,Hydraulic Baler,407.2,6.7,8585.6,spring,19.3
Tiruppur Weaving Plant,Compactor Press,948.81,19.3,2088.4,spring,27.9
Chennai Extrusion Center,Compactor Press,1127.71,21.7,8962.9,winter,36.2
Coimbatore Sorting Hub,Shredder Mill,824.34,8.9,5647.9,winter,22.9
Tiruppur Weaving Plant,Shredder Mill,1880.35,21.1,6494.2,winter,34.1
Chennai Extrusion Center,Pelletizer Extruder,859.4,6.3,2986.7,spring,25.3
Chennai Extrusion Center,Pelletizer Extruder,2858.37,23.3,1296.5,summer,24.0
Tiruppur Weaving Plant,Shredder Mill,817.35,8.0,5687.9,summer,28.7
Tiruppur Weaving Plant,Hydraulic Baler,322.63,4.9,7625.6,monsoon,41.6
Salem Compressed Scrap,Pelletizer Extruder,2150.37,17.4,2902.7,summer,36.4
Chennai Extrusion Center,Compactor Press,1033.59,21.7,2250.5,monsoon,17.3
Salem Compressed Scrap,Shredder Mill,1594.31,17.0,6856.3,summer,40.0
Chennai Extrusion Center,Pelletizer Extruder,2407.72,19.1,7330.8,summer,39.9
Coimbatore Sorting Hub,Hydraulic Baler,896.75,15.7,8386.7,summer,36.6
Tiruppur Weaving Plant,Shredder Mill,2131.52,23.8,7275.6,winter,17.7
Coimbatore Sorting Hub,Pelletizer Extruder,660.96,5.2,5462.5,winter,38.8
Tiruppur Weaving Plant,Hydraulic Baler,985.71,19.2,5669.7,spring,16.2
Chennai Extrusion Center,Hydraulic Baler,1132.88,22.0,8296.0,monsoon,24.9
Tiruppur Weaving Plant,Pelletizer Extruder,367.77,3.0,541.3,summer,23.4
Salem Compressed Scrap,Pelletizer Extruder,1132.79,8.2,9557.6,summer,25.5
Salem Compressed Scrap,Compactor Press,321.55,3.8,8006.6,summer,29.9
Tiruppur Weaving Plant,Pelletizer Extruder,2804.89,23.0,772.0,winter,41.3
Coimbatore Sorting Hub,Pelletizer Extruder,1876.11,15.5,3861.1,winter,33.7
Chennai Extrusion Center,Compactor Press,904.34,19.3,2875.5,winter,36.1
Coimbatore Sorting Hub,Pelletizer Extruder,2837.57,23.3,4827.0,spring,39.4
Coimbatore Sorting Hub,Compactor Press,681.59,12.7,9310.5,winter,28.3
Salem Compressed Scrap,Hydraulic Baler,933.28,18.8,4968.3,summer,17.0
Coimbatore Sorting Hub,Pelletizer Extruder,1252.66,10.3,1453.5,spring,35.0
Chennai Extrusion Center,Compactor Press,542.78,10.4,3638.6,winter,37.1
Coimbatore Sorting Hub,Compactor Press,756.67,15.2,6260.0,spring,41.2
Salem Compressed Scrap,Hydraulic Baler,791.64,15.0,6513.5,winter,28.9
Coimbatore Sorting Hub,Hydraulic Baler,934.29,19.1,7991.5,spring,32.8
Chennai Extrusion Center,Hydraulic Baler,925.5,20.2,1855.9,summer,38.4
Salem Compressed Scrap,Hydraulic Baler,1033.33,21.5,5646.0,winter,27.7
Salem Compressed Scrap,Compactor Press,717.3,15.8,3224.6,winter,22.5
Salem Compressed Scrap,Hydraulic Baler,428.24,6.3,9743.3,monsoon,37.1
Salem Compressed Scrap,Hydraulic Baler,1045.06,21.0,5847.5,summer,21.4
Salem Compressed Scrap,Compactor Press,1166.49,22.6,8343.9,winter,25.3
Coimbatore Sorting Hub,Hydraulic Baler,417.17,8.0,5057.8,winter,23.8
Tiruppur Weaving Plant,Pelletizer Extruder,2483.37,20.5,3574.3,monsoon,37.9
Chennai Extrusion Center,Shredder Mill,2130.79,24.0,6868.4,summer,39.5
Coimbatore Sorting Hub,Compactor Press,415.52,8.3,5257.0,monsoon,18.9
Salem Compressed Scrap,Compactor Press,445.38,7.8,2926.4,summer,33.3
Tiruppur Weaving Plant,Hydraulic Baler,1183.77,23.9,7424.6,monsoon,22.7
Coimbatore Sorting Hub,Pelletizer Extruder,1009.0,7.9,1876.1,winter,15.5
Tiruppur Weaving Plant,Hydraulic Baler,736.13,13.1,5489.9,summer,15.5
Salem Compressed Scrap,Hydraulic Baler,307.14,5.9,1481.0,monsoon,29.1
Coimbatore Sorting Hub,Pelletizer Extruder,2648.82,20.8,8156.3,monsoon,20.6
Coimbatore Sorting Hub,Compactor Press,734.11,13.0,9606.4,summer,21.8
Chennai Extrusion Center,Hydraulic Baler,911.04,18.9,2825.5,winter,31.4
Coimbatore Sorting Hub,Pelletizer Extruder,476.41,2.6,8068.7,spring,18.7
Coimbatore Sorting Hub,Hydraulic Baler,388.26,5.7,5522.0,summer,27.5
Salem Compressed Scrap,Hydraulic Baler,267.0,3.5,5552.3,monsoon,36.5
Salem Compressed Scrap,Shredder Mill,1127.19,12.0,5372.4,spring,16.8
Tiruppur Weaving Plant,Hydraulic Baler,893.27,17.4,7912.5,summer,28.3
Salem Compressed Scrap,Shredder Mill,1323.21,14.0,7528.1,winter,40.4
Coimbatore Sorting Hub,Compactor Press,947.93,17.7,8741.8,winter,35.2
Coimbatore Sorting Hub,Compactor Press,1066.39,23.0,1014.3,spring,36.5
Salem Compressed Scrap,Pelletizer Extruder,2465.0,20.2,1130.9,summer,35.7
Tiruppur Weaving Plant,Pelletizer Extruder,1460.06,11.0,9554.2,monsoon,28.4
Coimbatore Sorting Hub,Compactor Press,554.89,12.3,1709.3,monsoon,35.2
Salem Compressed Scrap,Hydraulic Baler,339.83,4.3,8653.8,spring,30.4
Salem Compressed Scrap,Shredder Mill,1263.05,14.0,4222.5,winter,30.9
Coimbatore Sorting Hub,Pelletizer Extruder,2518.79,20.6,3319.6,spring,21.1
Salem Compressed Scrap,Pelletizer Extruder,2508.03,20.8,3227.8,monsoon,26.1
Chennai Extrusion Center,Compactor Press,640.69,12.4,5761.4,summer,27.9
Chennai Extrusion Center,Compactor Press,1020.63,21.3,5077.8,spring,31.9
Chennai Extrusion Center,Pelletizer Extruder,1066.99,7.6,8667.4,monsoon,24.0
Coimbatore Sorting Hub,Compactor Press,669.43,14.4,2501.0,summer,32.9
Tiruppur Weaving Plant,Pelletizer Extruder,1381.72,10.9,2473.6,summer,41.0
Chennai Extrusion Center,Hydraulic Baler,1124.34,22.5,6144.2,spring,28.8
