plant,workers,shift,attendance_rate,overtime_hours,downtime_hours,productivity
Tiruppur Weaving Plant,128,Morning,0.95,8.3,0.3,79.8
Coimbatore Sorting Hub,12,Night,0.99,8.7,1.2,76.8
Tiruppur Weaving Plant,64,Night,0.86,4.7,0.5,69.7
Chennai Extrusion Center,36,Afternoon,0.96,3.1,3.9,64.2
Salem Compressed Scrap,104,Afternoon,0.98,5.2,4.0,78.8
Tiruppur Weaving Plant,137,Afternoon,0.88,6.3,3.4,67.6
Coimbatore Sorting Hub,107,Morning,0.78,4.5,2.6,52.9
Chennai Extrusion Center,80,Morning,0.7,6.8,1.9,56.6
Salem Compressed Scrap,126,Afternoon,0.77,8.8,1.9,69.2
Coimbatore Sorting Hub,143,Morning,0.91,5.5,2.4,74.2
Coimbatore Sorting Hub,67,Morning,0.76,9.5,1.3,64.7
Chennai Extrusion Center,134,Night,0.96,7.5,3.5,66.2
Tiruppur Weaving Plant,72,Night,0.74,3.5,1.6,60.6
Salem Compressed Scrap,125,Afternoon,0.75,3.6,1.2,59.6
Salem Compressed Scrap,24,Night,0.9,8.4,2.1,69.6
Coimbatore Sorting Hub,110,Morning,0.9,8.5,2.8,59.1
Coimbatore Sorting Hub,40,Morning,0.93,1.7,1.7,62.8
Coimbatore Sorting Hub,37,Afternoon,0.72,8.9,3.4,47.5
Coimbatore Sorting Hub,68,Morning,0.82,3.6,1.3,64.5
Chennai Extrusion Center,61,Night,0.86,4.5,2.3,68.6
Coimbatore Sorting Hub,131,Afternoon,0.92,5.1,2.8,75.2
Coimbatore Sorting Hub,127,Morning,0.82,4.6,1.0,62.0
Salem Compressed Scrap,102,Morning,0.75,0.1,3.1,50.2
Chennai Extrusion Center,49,Night,0.88,0.1,1.4,72.5
Salem Compressed Scrap,95,Morning,0.83,3.0,1.8,66.9
Coimbatore Sorting Hub,11,Afternoon,0.77,8.1,3.5,46.3
Salem Compressed Scrap,21,Night,0.92,3.7,0.7,69.7
Chennai Extrusion Center,71,Afternoon,0.88,6.3,2.2,65.2
Tiruppur Weaving Plant,100,Morning,0.98,7.6,3.9,71.0
Tiruppur Weaving Plant,115,Morning,1.0,2.7,3.4,63.4
Tiruppur Weaving Plant,49,Morning,0.75,6.3,1.5,61.4
Chennai Extrusion Center,123,Morning,0.96,4.8,3.1,70.6
Salem Compressed Scrap,26,Morning,0.82,6.1,0.2,69.9
Salem Compressed Scrap,92,Afternoon,0.96,8.7,1.8,77.0
Tiruppur Weaving Plant,51,Afternoon,0.87,6.5,0.6,67.8
Coimbatore Sorting Hub,28,Morning,0.71,1.9,3.7,45.2
Tiruppur Weaving Plant,113,Morning,0.78,2.6,2.6,61.9
Chennai Extrusion Center,108,Afternoon,0.78,6.7,3.2,52.8
Salem Compressed Scrap,86,Afternoon,0.85,3.1,1.9,58.4
Coimbatore Sorting Hub,51,Afternoon,0.77,0.1,2.9,43.8
Coimbatore Sorting Hub,72,Morning,0.8,8.2,0.5,66.3
Coimbatore Sorting Hub,112,Afternoon,0.91,6.4,1.6,66.6
Salem Compressed Scrap,20,Afternoon,0.88,6.6,0.3,73.5
Chennai Extrusion Center,61,Morning,0.8,3.6,1.0,59.7
Tiruppur Weaving Plant,105,Night,0.75,7.2,2.9,47.7
Chennai Extrusion Center,29,Afternoon,0.94,6.6,2.0,74.7
Tiruppur Weaving Plant,68,Morning,0.96,5.2,0.9,77.2
Tiruppur Weaving Plant,25,Afternoon,0.71,5.7,1.6,50.5
Chennai Extrusion Center,81,Afternoon,0.82,8.0,2.1,58.0
Salem Compressed Scrap,16,Night,0.97,9.4,0.2,85.4
Coimbatore Sorting Hub,50,Afternoon,0.89,7.9,1.1,81.9
Salem Compressed Scrap,45,Night,0.87,4.1,1.8,68.5
Salem Compressed Scrap,26,Afternoon,0.73,9.7,0.2,65.6
Salem Compressed Scrap,59,Afternoon,0.92,10.0,4.0,70.4
Coimbatore Sorting Hub,19,Morning,0.79,4.5,2.2,54.7
Salem Compressed Scrap,47,Night,0.91,0.6,1.1,70.7
Coimbatore Sorting Hub,107,Afternoon,0.95,4.8,2.1,72.0
Coimbatore Sorting Hub,28,Night,0.79,5.1,2.4,48.1
Chennai Extrusion Center,125,Afternoon,0.79,1.6,2.6,53.5
Salem Compressed Scrap,34,Night,0.78,6.2,2.1,51.4
Coimbatore Sorting Hub,59,Afternoon,0.84,9.7,2.7,61.6
Salem Compressed Scrap,123,Night,0.98,8.1,0.9,80.3
Salem Compressed Scrap,64,Night,0.76,7.8,1.7,59.5
Coimbatore Sorting Hub,18,Night,0.99,9.1,3.8,67.8
Chennai Extrusion Center,59,Night,0.98,2.2,4.0,66.6
Tiruppur Weaving Plant,101,Morning,0.96,8.6,1.6,74.1
Coimbatore Sorting Hub,51,Afternoon,0.95,6.6,1.6,77.7
Chennai Extrusion Center,71,Afternoon,0.75,1.5,2.3,54.2
Chennai Extrusion Center,37,Afternoon,0.74,3.9,1.6,54.7
Coimbatore Sorting Hub,79,Afternoon,0.88,8.8,1.4,74.6
Coimbatore Sorting Hub,104,Night,0.71,8.7,2.7,56.1
Tiruppur Weaving Plant,24,Morning,0.96,3.6,3.7,72.4
Chennai Extrusion Center,92,Night,0.87,5.3,0.6,64.8
Chennai Extrusion Center,84,Night,0.74,8.7,2.7,57.2
Coimbatore Sorting Hub,116,Afternoon,0.9,9.6,1.0,78.1
Coimbatore Sorting Hub,22,Night,0.97,0.5,2.7,70.2
Tiruppur Weaving Plant,94,Morning,0.87,1.5,1.9,73.1
Coimbatore Sorting Hub,86,Afternoon,0.88,2.5,3.7,54.6
Chennai Extrusion Center,61,Night,0.74,9.4,1.8,56.7
Coimbatore Sorting Hub,88,Morning,0.71,1.3,2.6,37.7
Coimbatore Sorting Hub,136,Afternoon,0.8,6.0,3.7,54.6
Chennai Extrusion Center,80,Morning,0.78,7.2,0.2,64.3
Chennai Extrusion Center,62,Morning,0.79,2.2,2.2,58.6
Coimbatore Sorting Hub,23,Night,0.86,4.1,1.1,68.7
Coimbatore Sorting Hub,86,Night,0.72,1.6,1.8,40.9
Coimbatore Sorting Hub,45,Morning,0.97,5.6,1.8,76.4
Salem Compressed Scrap,144,Morning,0.92,4.7,0.8,78.8
Coimbatore Sorting Hub,17,Morning,0.92,9.9,1.1,76.9
Salem Compressed Scrap,15,Night,0.81,7.3,0.4,70.4
Coimbatore Sorting Hub,123,Morning,0.86,4.7,3.4,64.7
Chennai Extrusion Center,149,Morning,0.75,8.2,1.6,66.3
Chennai Extrusion Center,30,Night,0.92,8.4,1.6,66.8
Coimbatore Sorting Hub,87,Afternoon,0.82,8.7,3.0,53.8
Coimbatore Sorting Hub,99,Afternoon,0.94,1.2,0.5,67.1
Coimbatore Sorting Hub,137,Afternoon,0.71,6.7,1.9,57.8
Chennai Extrusion Center,114,Morning,0.75,7.4,1.7,56.0
Chennai Extrusion Center,57,Night,0.75,7.6,0.2,70.5
Chennai Extrusion Center,105,Afternoon,0.8,5.3,0.2,69.7
Tiruppur Weaving Plant,60,Night,0.73,8.4,2.9,51.4
Coimbatore Sorting Hub,51,Morning,0.88,9.8,2.6,67.5
Chennai Extrusion Center,87,Night,0.76,6.3,2.3,48.0
Chennai Extrusion Center,120,Afternoon,0.98,6.9,3.0,65.6
Coimbatore Sorting Hub,117,Night,0.76,6.2,0.5,68.4
Chennai Extrusion Center,14,Afternoon,0.79,5.1,2.5,54.3
Tiruppur Weaving Plant,39,Morning,0.93,9.0,3.7,60.5
Chennai Extrusion Center,25,Afternoon,0.74,7.1,2.6,56.3
Tiruppur Weaving Plant,118,Night,0.72,0.5,1.7,51.8
Tiruppur Weaving Plant,59,Afternoon,0.93,9.2,1.7,76.1
Coimbatore Sorting Hub,111,Morning,0.89,3.9,1.2,76.3
Tiruppur Weaving Plant,60,Night,0.84,4.6,2.2,64.6
Salem Compressed Scrap,15,Night,0.85,5.9,1.4,62.1
Coimbatore Sorting Hub,52,Morning,0.81,3.6,3.4,56.4
Tiruppur Weaving Plant,48,Night,0.97,5.7,1.5,75.6
Coimbatore Sorting Hub,124,Morning,0.86,3.4,1.0,75.6
Salem Compressed Scrap,64,Night,0.8,6.4,3.5,60.7
Salem Compressed Scrap,121,Night,0.74,3.0,1.1,59.6
Chennai Extrusion Center,16,Afternoon,0.72,1.5,2.8,49.4
Salem Compressed Scrap,67,Night,0.88,0.5,2.5,67.2
Chennai Extrusion Center,62,Morning,0.84,2.2,3.4,51.2
Tiruppur Weaving Plant,122,Night,0.9,2.1,1.7,63.3
Salem Compressed Scrap,109,Afternoon,0.92,6.5,1.1,76.2
Salem Compressed Scrap,96,Night,0.79,0.6,0.6,63.9
Tiruppur Weaving Plant,44,Morning,0.9,1.3,2.6,66.7
Chennai Extrusion Center,70,Morning,0.71,7.1,2.5,52.0
Chennai Extrusion Center,12,Morning,0.95,0.3,3.3,60.5
Coimbatore Sorting Hub,99,Afternoon,0.75,8.6,1.6,62.0
Coimbatore Sorting Hub,19,Afternoon,0.92,8.0,2.0,70.4
Tiruppur Weaving Plant,62,Morning,0.96,3.9,0.0,78.0
Salem Compressed Scrap,88,Night,0.9,0.2,0.5,72.9
Coimbatore Sorting Hub,91,Night,0.76,7.5,3.7,48.4
Coimbatore Sorting Hub,126,Morning,0.98,9.3,1.0,80.4
Salem Compressed Scrap,58,Afternoon,0.92,4.7,0.9,82.6
Salem Compressed Scrap,11,Night,0.93,6.1,2.8,66.6
Salem Compressed Scrap,40,Night,0.81,6.1,1.2,55.7
Tiruppur Weaving Plant,32,Night,0.93,6.9,1.3,69.5
Salem Compressed Scrap,27,Morning,0.83,8.4,2.4,62.5
Tiruppur Weaving Plant,82,Night,0.95,3.0,3.2,63.4
Chennai Extrusion Center,16,Morning,0.81,7.6,2.1,62.8
Chennai Extrusion Center,94,Afternoon,0.78,4.5,2.8,54.8
Tiruppur Weaving Plant,77,Morning,0.84,1.9,2.5,56.1
Chennai Extrusion Center,122,Morning,0.89,8.9,1.7,74.2
Salem Compressed Scrap,95,Night,0.79,9.6,2.5,56.9
Salem Compressed Scrap,140,Morning,0.83,7.6,1.6,62.6
Chennai Extrusion Center,48,Morning,0.82,9.9,0.4,75.4
Salem Compressed Scrap,37,Afternoon,0.84,5.6,0.6,61.5
Salem Compressed Scrap,146,Afternoon,0.98,6.8,1.0,83.7
Coimbatore Sorting Hub,89,Afternoon,0.96,0.6,0.9,72.8
Tiruppur Weaving Plant,80,Afternoon,0.87,1.2,1.7,69.1
Chennai Extrusion Center,126,Night,0.86,8.9,2.7,65.6
Salem Compressed Scrap,38,Afternoon,0.98,2.9,1.7,68.6
Salem Compressed Scrap,147,Morning,0.86,0.5,1.6,69.2
Salem Compressed Scrap,45,Night,0.86,8.4,3.5,57.3
Tiruppur Weaving Plant,32,Night,0.7,9.3,1.4,50.2
Chennai Extrusion Center,80,Morning,0.91,8.5,2.7,65.4
Tiruppur Weaving Plant,25,Night,0.72,5.7,3.0,57.7
Salem Compressed Scrap,19,Afternoon,0.97,1.3,1.6,77.8
Coimbatore Sorting Hub,13,Afternoon,0.86,7.4,1.4,65.0
Coimbatore Sorting Hub,21,Morning,0.79,6.1,0.2,68.2
Salem Compressed Scrap,15,Afternoon,0.99,1.8,2.9,72.9
Chennai Extrusion Center,146,Night,0.77,3.4,2.0,61.7
Salem Compressed Scrap,120,Morning,0.82,2.5,3.5,60.3
Tiruppur Weaving Plant,51,Night,0.88,1.9,3.6,56.2
Coimbatore Sorting Hub,67,Night,0.83,0.9,1.1,62.8
Tiruppur Weaving Plant,61,Afternoon,0.94,1.1,1.0,77.7
Chennai Extrusion Center,104,Morning,0.89,6.6,1.7,68.7
Tiruppur Weaving Plant,81,Night,0.79,8.7,3.2,64.5
Coimbatore Sorting Hub,51,Morning,0.91,2.6,3.7,58.0
Chennai Extrusion Center,36,Morning,0.97,6.4,3.8,62.1
Chennai Extrusion Center,12,Afternoon,0.82,9.0,1.0,67.3
Coimbatore Sorting Hub,96,Morning,0.78,0.7,0.2,65.4
Chennai Extrusion Center,55,Morning,0.84,2.8,1.9,74.0
Salem Compressed Scrap,84,Afternoon,0.8,3.8,2.5,50.4
Coimbatore Sorting Hub,54,Afternoon,0.82,9.9,3.3,65.6
Salem Compressed Scrap,83,Night,0.81,5.3,2.7,55.4
Coimbatore Sorting Hub,132,Morning,0.81,5.8,0.3,72.2
Coimbatore Sorting Hub,126,Morning,0.79,8.6,4.0,51.2
Chennai Extrusion Center,67,Morning,0.76,0.4,1.2,60.2
Chennai Extrusion Center,23,Morning,0.97,7.5,4.0,65.7
Salem Compressed Scrap,23,Afternoon,0.79,6.2,2.1,56.4
Coimbatore Sorting Hub,104,Morning,0.92,2.8,3.3,61.1
Coimbatore Sorting Hub,131,Morning,0.73,4.5,2.9,46.4
Salem Compressed Scrap,35,Morning,0.71,1.7,0.5,54.8
Chennai Extrusion Center,36,Afternoon,0.87,4.7,3.9,65.5
Coimbatore Sorting Hub,107,Morning,0.98,10.0,1.5,83.6
Coimbatore Sorting Hub,43,Night,0.74,6.9,1.6,54.9
Chennai Extrusion Center,126,Morning,0.93,1.6,3.0,58.1
Salem Compressed Scrap,76,Afternoon,0.71,9.7,0.8,61.2
Tiruppur Weaving Plant,15,Night,0.91,2.1,1.2,78.7
Tiruppur Weaving Plant,27,Morning,0.94,2.7,3.5,71.3
Tiruppur Weaving Plant,74,Afternoon,1.0,8.1,0.7,83.4
Coimbatore Sorting Hub,24,Afternoon,0.72,8.9,2.9,49.9
Tiruppur Weaving Plant,106,Night,0.98,8.7,1.3,77.7
Chennai Extrusion Center,143,Afternoon,0.85,6.9,0.4,65.2
Chennai Extrusion Center,89,Night,0.78,0.5,0.0,68.1
Tiruppur Weaving Plant,116,Morning,0.94,9.6,0.6,78.8
Chennai Extrusion Center,71,Morning,0.87,7.1,2.9,56.7
Tiruppur Weaving Plant,117,Morning,0.92,6.6,0.9,82.1
Salem Compressed Scrap,23,Night,0.75,4.7,3.5,47.3
Chennai Extrusion Center,20,Afternoon,0.9,10.0,3.1,59.9
Coimbatore Sorting Hub,102,Afternoon,0.73,7.3,0.2,59.5
Salem Compressed Scrap,125,Afternoon,0.99,9.4,0.8,81.6
Coimbatore Sorting Hub,109,Morning,0.98,6.6,1.7,73.7
Chennai Extrusion Center,94,Morning,0.79,3.4,3.7,56.5
Coimbatore Sorting Hub,83,Night,0.92,8.7,2.5,68.1
Coimbatore Sorting Hub,27,Morning,0.75,0.1,2.4,53.7
Salem Compressed Scrap,72,Night,0.97,8.1,1.3,83.2
Chennai Extrusion Center,145,Night,0.81,5.3,3.8,52.4
Salem Compressed Scrap,23,Night,0.94,7.6,3.6,65.2
Tiruppur Weaving Plant,135,Morning,0.88,9.9,2.4,69.8
Tiruppur Weaving Plant,39,Afternoon,1.0,4.0,1.3,84.0
Salem Compressed Scrap,34,Night,0.98,8.0,1.7,82.9
Coimbatore Sorting Hub,13,Morning,0.84,1.2,3.4,56.8
Tiruppur Weaving Plant,42,Morning,0.87,4.0,2.7,51.3
Salem Compressed Scrap,140,Night,0.91,1.2,0.3,76.3
Coimbatore Sorting Hub,22,Morning,0.83,7.0,3.0,57.2
Tiruppur Weaving Plant,129,Afternoon,0.82,8.6,2.9,66.6
Tiruppur Weaving Plant,57,Afternoon,0.97,9.9,3.5,71.0
Chennai Extrusion Center,34,Afternoon,0.99,3.0,3.5,70.0
Tiruppur Weaving Plant,87,Night,0.84,2.4,2.8,54.6
Chennai Extrusion Center,22,Afternoon,0.81,7.7,2.1,62.5
Tiruppur Weaving Plant,119,Afternoon,0.73,1.3,1.0,55.0
Tiruppur Weaving Plant,23,Morning,0.75,6.8,0.1,70.8
Coimbatore Sorting Hub,62,Afternoon,0.95,3.3,0.4,75.9
Salem Compressed Scrap,100,Morning,0.95,3.1,0.8,85.3
Salem Compressed Scrap,97,Night,0.83,6.2,1.8,67.8
Chennai Extrusion Center,34,Night,0.75,8.6,1.8,52.4
Tiruppur Weaving Plant,93,Morning,0.94,6.6,0.6,80.6
Coimbatore Sorting Hub,94,Morning,0.88,2.8,0.7,67.6
Chennai Extrusion Center,13,Night,0.73,1.6,3.8,45.4
Tiruppur Weaving Plant,127,Night,0.9,7.2,0.3,77.2
Salem Compressed Scrap,130,Morning,0.83,8.7,1.8,68.7
Coimbatore Sorting Hub,57,Morning,0.78,2.1,1.1,60.1
Tiruppur Weaving Plant,139,Afternoon,0.8,7.1,2.7,54.1
Coimbatore Sorting Hub,12,Afternoon,0.92,5.7,1.8,76.5
Chennai Extrusion Center,123,Night,0.99,0.3,3.8,69.6
Coimbatore Sorting Hub,105,Night,0.76,6.2,1.4,56.7
Salem Compressed Scrap,140,Afternoon,0.73,4.0,3.9,41.7
Chennai Extrusion Center,49,Afternoon,0.86,9.0,2.9,63.9
Coimbatore Sorting Hub,64,Afternoon,0.94,4.4,0.5,82.4
Tiruppur Weaving Plant,82,Night,0.98,4.3,1.3,78.7
Coimbatore Sorting Hub,129,Afternoon,0.89,9.7,0.3,70.7
Tiruppur Weaving Plant,21,Afternoon,0.86,0.2,3.1,55.8
Coimbatore Sorting Hub,144,Morning,0.72,2.1,0.3,64.5
Tiruppur Weaving Plant,126,Afternoon,0.78,7.5,2.5,49.0
Chennai Extrusion Center,128,Night,0.88,1.9,0.7,74.3
Chennai Extrusion Center,105,Morning,0.74,0.3,0.5,63.2
Coimbatore Sorting Hub,60,Night,0.95,7.6,1.2,71.8
Salem Compressed Scrap,63,Night,0.98,7.1,3.6,66.7
Coimbatore Sorting Hub,54,Afternoon,0.84,8.0,3.2,55.4
Coimbatore Sorting Hub,30,Afternoon,0.75,3.3,2.1,60.6
Salem Compressed Scrap,71,Night,1.0,6.7,1.9,70.8
Coimbatore Sorting Hub,75,Morning,0.73,3.5,3.1,52.2
Coimbatore Sorting Hub,54,Morning,0.88,1.0,2.3,71.4
Tiruppur Weaving Plant,140,Morning,0.75,9.6,3.1,50.4
Tiruppur Weaving Plant,79,Morning,0.83,9.2,0.3,69.6
Salem Compressed Scrap,56,Afternoon,0.95,5.8,1.6,78.3
Chennai Extrusion Center,140,Afternoon,0.77,3.4,2.5,56.5
Tiruppur Weaving Plant,47,Afternoon,0.73,0.8,1.4,58.4
Salem Compressed Scrap,57,Morning,0.9,6.8,0.2,76.6
Salem Compressed Scrap,136,Morning,0.97,5.5,1.7,88.4
Tiruppur Weaving Plant,76,Night,0.98,6.4,3.3,66.2
Coimbatore Sorting Hub,86,Afternoon,0.97,8.5,1.9,72.8
Tiruppur Weaving Plant,145,Morning,0.75,6.6,3.9,50.8
Chennai Extrusion Center,12,Night,0.99,6.4,1.8,82.9
Coimbatore Sorting Hub,131,Night,0.9,5.5,1.3,71.7
Tiruppur Weaving Plant,76,Morning,0.85,3.4,0.3,65.2
Tiruppur Weaving Plant,98,Afternoon,0.81,2.3,0.7,63.6
Chennai Extrusion Center,69,Afternoon,0.89,5.3,3.0,61.2
Salem Compressed Scrap,83,Night,0.72,8.6,3.7,51.3
Chennai Extrusion Center,30,Morning,0.7,6.9,1.3,59.4
Coimbatore Sorting Hub,119,Night,0.79,9.9,2.5,56.5
Salem Compressed Scrap,102,Morning,0.71,3.6,2.4,42.0
Salem Compressed Scrap,31,Afternoon,0.75,8.4,3.8,48.4
Tiruppur Weaving Plant,84,Night,0.89,2.2,2.9,62.8
Salem Compressed Scrap,127,Night,0.76,6.0,3.1,46.0
Tiruppur Weaving Plant,131,Morning,1.0,4.7,1.0,73.8
Coimbatore Sorting Hub,24,Morning,0.85,4.3,3.8,51.6
Coimbatore Sorting Hub,24,Night,0.89,9.1,1.1,68.6
Salem Compressed Scrap,50,Morning,0.92,6.1,2.7,60.0
Tiruppur Weaving Plant,88,Morning,0.83,1.9,0.0,65.4
Chennai Extrusion Center,91,Morning,0.99,8.9,0.0,84.6
Salem Compressed Scrap,103,Night,0.73,9.1,0.8,63.1
Chennai Extrusion Center,106,Night,0.96,9.6,1.4,86.3
Chennai Extrusion Center,86,Morning,0.8,8.5,3.8,52.9
Chennai Extrusion Center,68,Afternoon,0.94,1.6,3.2,69.6
Coimbatore Sorting Hub,66,Afternoon,0.99,5.0,1.6,80.0
Coimbatore Sorting Hub,41,Afternoon,0.74,4.6,3.1,55.5
Chennai Extrusion Center,18,Night,0.74,8.1,1.7,50.9
Chennai Extrusion Center,30,Morning,0.82,3.7,1.1,66.4
Coimbatore Sorting Hub,125,Night,0.91,6.2,0.1,81.0
Coimbatore Sorting Hub,130,Night,0.85,4.6,0.8,68.2
Salem Compressed Scrap,81,Morning,0.9,9.4,2.7,75.3
Salem Compressed Scrap,21,Night,0.92,0.0,1.0,83.0
Chennai Extrusion Center,74,Night,0.78,10.0,0.3,80.4
Chennai Extrusion Center,51,Morning,0.91,1.2,0.5,66.7
Coimbatore Sorting Hub,72,Afternoon,0.75,0.0,3.4,49.3
Tiruppur Weaving Plant,58,Afternoon,0.81,9.8,1.7,63.5
Chennai Extrusion Center,47,Morning,0.83,5.6,2.1,56.7
Coimbatore Sorting Hub,20,Night,0.71,8.9,2.2,42.7
Coimbatore Sorting Hub,143,Morning,0.95,6.1,3.7,63.9
Tiruppur Weaving Plant,25,Morning,0.7,5.1,4.0,36.3
Coimbatore Sorting Hub,45,Night,0.84,5.7,3.2,63.4
Chennai Extrusion Center,29,Afternoon,0.73,7.3,3.5,50.0
Chennai Extrusion Center,127,Night,0.77,2.2,0.5,69.7
Salem Compressed Scrap,85,Night,0.91,6.8,1.2,80.5
Salem Compressed Scrap,50,Night,0.81,2.7,0.4,62.7
Coimbatore Sorting Hub,31,Afternoon,0.77,0.6,3.0,48.2
Chennai Extrusion Center,35,Morning,0.87,3.2,2.1,58.8
Coimbatore Sorting Hub,43,Afternoon,0.74,0.7,4.0,46.2
Salem Compressed Scrap,120,Night,0.94,0.2,0.7,86.7
Chennai Extrusion Center,11,Afternoon,0.98,2.2,1.9,73.6
Coimbatore Sorting Hub,33,Night,1.0,1.6,2.1,74.3
Chennai Extrusion Center,148,Afternoon,0.93,0.7,3.5,66.4
Tiruppur Weaving Plant,120,Afternoon,0.89,4.0,0.1,78.7
Coimbatore Sorting Hub,40,Night,0.7,6.2,0.8,60.9
Coimbatore Sorting Hub,86,Morning,0.76,5.4,3.4,44.1
Salem Compressed Scrap,93,Morning,0.72,4.3,3.8,40.8
Tiruppur Weaving Plant,22,Morning,0.79,4.7,0.1,64.7
Chennai Extrusion Center,81,Morning,0.86,1.1,4.0,58.4
Tiruppur Weaving Plant,134,Night,0.79,7.6,1.5,55.3
Chennai Extrusion Center,74,Night,0.94,6.7,3.6,66.9
Coimbatore Sorting Hub,17,Night,0.85,1.6,1.5,64.1
Tiruppur Weaving Plant,28,Afternoon,0.73,8.0,3.7,50.4
Chennai Extrusion Center,105,Morning,0.76,7.7,3.8,51.7
Chennai Extrusion Center,81,Night,0.89,3.9,1.7,66.0
Chennai Extrusion Center,129,Morning,0.78,4.8,1.9,68.1
Salem Compressed Scrap,13,Afternoon,0.82,5.3,2.4,58.0
Coimbatore Sorting Hub,17,Afternoon,0.78,9.1,2.6,55.7
Coimbatore Sorting Hub,30,Night,0.96,7.2,2.6,80.2
Salem Compressed Scrap,45,Afternoon,0.71,4.8,2.4,52.9
Tiruppur Weaving Plant,81,Afternoon,0.71,0.6,2.2,45.2
Chennai Extrusion Center,34,Morning,0.79,7.1,2.3,61.8
Coimbatore Sorting Hub,11,Morning,0.72,2.4,2.7,47.3
Salem Compressed Scrap,66,Night,0.79,4.6,1.2,61.4
Chennai Extrusion Center,149,Night,0.98,5.1,1.0,88.0
Chennai Extrusion Center,145,Morning,0.9,4.5,1.4,67.5
Tiruppur Weaving Plant,52,Morning,0.75,4.8,0.9,67.1
Tiruppur Weaving Plant,110,Afternoon,0.9,7.2,0.6,86.6
Salem Compressed Scrap,119,Morning,0.74,4.4,3.6,43.3
Coimbatore Sorting Hub,41,Night,0.75,6.8,1.7,51.3
Chennai Extrusion Center,18,Afternoon,0.74,2.5,0.6,53.1
Chennai Extrusion Center,25,Night,0.93,0.5,0.8,71.0
Chennai Extrusion Center,52,Afternoon,0.84,0.5,2.4,51.3
Chennai Extrusion Center,115,Afternoon,0.73,0.7,3.0,43.5
Chennai Extrusion Center,137,Afternoon,0.95,6.1,0.7,88.6
Coimbatore Sorting Hub,75,Night,0.82,5.6,2.7,58.3
Tiruppur Weaving Plant,28,Afternoon,0.84,2.3,2.4,61.3
Salem Compressed Scrap,16,Afternoon,0.87,7.6,1.5,70.8
Coimbatore Sorting Hub,51,Afternoon,0.73,7.5,0.7,59.9
Chennai Extrusion Center,106,Night,0.72,6.6,3.3,46.4
Salem Compressed Scrap,131,Morning,0.76,3.3,0.6,57.1
Tiruppur Weaving Plant,133,Night,0.89,9.4,1.2,82.5
Coimbatore Sorting Hub,80,Morning,0.88,1.8,1.5,56.0
Coimbatore Sorting Hub,78,Afternoon,0.93,4.8,2.7,62.4
Chennai Extrusion Center,29,Night,0.78,5.4,3.2,41.6
Coimbatore Sorting Hub,118,Morning,0.75,6.0,2.0,52.9
Tiruppur Weaving Plant,127,Morning,0.78,3.8,1.5,58.5
Tiruppur Weaving Plant,110,Afternoon,0.95,8.2,0.9,71.2
Coimbatore Sorting Hub,132,Afternoon,0.84,7.5,2.4,61.2
Tiruppur Weaving Plant,46,Night,0.73,7.9,3.8,41.8
Tiruppur Weaving Plant,15,Night,0.82,6.1,0.9,72.1
Chennai Extrusion Center,59,Afternoon,0.88,1.0,3.8,54.0
Chennai Extrusion Center,127,Morning,0.83,3.0,2.6,57.3
Chennai Extrusion Center,69,Afternoon,0.96,5.7,1.8,78.2
Chennai Extrusion Center,57,Morning,0.99,1.5,1.9,71.6
Chennai Extrusion Center,16,Morning,0.86,3.3,0.8,85.8
Chennai Extrusion Center,100,Morning,0.77,3.3,3.8,34.8
Salem Compressed Scrap,97,Morning,0.92,5.3,3.3,66.2
Chennai Extrusion Center,36,Morning,0.87,1.7,3.9,68.1
Salem Compressed Scrap,85,Morning,0.86,2.1,3.0,65.7
Coimbatore Sorting Hub,119,Morning,0.94,9.6,0.3,80.4
Coimbatore Sorting Hub,97,Afternoon,0.94,6.6,2.1,70.8
Chennai Extrusion Center,121,Night,0.73,4.9,3.5,45.0
Chennai Extrusion Center,129,Morning,0.96,6.0,2.3,75.3
Tiruppur Weaving Plant,99,Afternoon,0.8,5.7,1.2,71.4
Coimbatore Sorting Hub,69,Night,0.88,0.6,2.0,62.6
Chennai Extrusion Center,142,Afternoon,0.98,2.5,2.5,71.1
Chennai Extrusion Center,100,Morning,0.84,8.2,2.1,63.5
Coimbatore Sorting Hub,73,Afternoon,0.81,6.2,0.3,74.7
Tiruppur Weaving Plant,56,Morning,0.9,2.1,0.4,75.8
Chennai Extrusion Center,62,Afternoon,0.76,8.8,0.3,72.6
Tiruppur Weaving Plant,117,Morning,0.83,7.1,3.9,52.7
Coimbatore Sorting Hub,61,Afternoon,1.0,0.0,0.1,82.0
Coimbatore Sorting Hub,11,Night,0.88,5.7,3.9,60.0
Chennai Extrusion Center,120,Morning,0.85,9.3,3.3,58.1
Tiruppur Weaving Plant,13,Night,0.79,9.2,0.7,68.0
Chennai Extrusion Center,63,Night,0.98,3.4,3.6,64.0
Coimbatore Sorting Hub,23,Night,0.95,1.1,3.7,62.6
Tiruppur Weaving Plant,43,Night,0.91,8.7,1.5,74.6
Tiruppur Weaving Plant,76,Afternoon,0.75,9.6,2.6,48.8
Chennai Extrusion Center,57,Afternoon,0.82,9.8,2.3,65.0
Coimbatore Sorting Hub,53,Afternoon,0.76,1.9,1.0,70.0
Coimbatore Sorting Hub,126,Morning,0.84,3.0,1.3,70.7
Tiruppur Weaving Plant,61,Afternoon,0.89,8.3,1.7,66.3
